Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v1
strin_x    strain_y    strain_z    v1
-0.03   -0.0   -0.0  0.7709143
-0.03   -0.0   -0.0  0.7639919
-0.03   -0.0   -0.0  0.7570406
-0.03   -0.0   -0.0  0.7501359
-0.03   -0.0   -0.0  0.7430976
-0.03   -0.0   -0.0  0.73591816
-0.03   -0.0   -0.0  0.7285983
-0.03   -0.0   -0.0  0.7212383
-0.03   -0.0   -0.0  0.7135924
-0.03   -0.0   -0.0  0.7059219
-0.03   -0.0   -0.0  0.69815314
-0.03   -0.0   -0.0  0.69017977
-0.03   -0.0   -0.0  0.68210626
-0.03   -0.0   -0.0  0.6739334
-0.03   -0.0   -0.0  0.66558635
-0.03   -0.0   -0.0  0.6571025
-0.03   -0.0   -0.0  0.6484533
-0.03   -0.0   -0.0  0.63948333
-0.03   -0.0   -0.0  0.62992316
-0.03   -0.0   -0.0  0.62011445
-0.03   -0.0   -0.0  0.6110922
-0.03   -0.0   -0.0  0.60242635
-0.03   -0.0   -0.0  0.593222
-0.03   -0.0   -0.0  0.58408993
-0.03   -0.0   -0.0  0.57511836
-0.03   -0.0   -0.0  0.5656602
-0.03   -0.0   -0.0  0.5562927
-0.03   -0.0   -0.0  0.5462712
-0.03   -0.0   -0.0  0.5354266
-0.03   -0.0   -0.0  0.52484435
-0.03   -0.0   -0.0  0.51382565
-0.03   -0.0   -0.0  0.50176126
-0.03   -0.0   -0.0  0.4882678
-0.03   -0.0   -0.0  0.47366786
-0.03   -0.0   -0.0  0.45805463
-0.03   -0.0   -0.0  0.4422901
-0.03   -0.0   -0.0  0.42755604
-0.03   -0.0   -0.0  0.41253936
-0.03   -0.0   -0.0  0.3971241
-0.03   -0.0   -0.0  0.38161492
-0.03   -0.0   -0.0  0.36772627
-0.03   -0.0   -0.0  0.35446882
-0.03   -0.0   -0.0  0.34192187
-0.03   -0.0   -0.0  0.3300161
-0.03   -0.0   -0.0  0.3185955
-0.03   -0.0   -0.0  0.30741635
-0.03   -0.0   -0.0  0.2971665
-0.03   -0.0   -0.0  0.28725538
-0.03   -0.0   -0.0  0.277533
-0.03   -0.0   -0.0  0.2680679
-0.03   -0.0   -0.0  0.25927326
-0.03   -0.0   -0.0  0.2510866
-0.03   -0.0   -0.0  0.24361302
-0.03   -0.0   -0.0  0.23665231
-0.03   -0.0   -0.0  0.2303361
-0.03   -0.0   -0.0  0.22454706
-0.03   -0.0   -0.0  0.21924558
-0.03   -0.0   -0.0  0.21462914
-0.03   -0.0   -0.0  0.2102285
-0.03   -0.0   -0.0  0.20594275
-0.03   -0.0   -0.0  0.20186894
