Inference results by NN model
strain parameters and last term is v4
strain_x    strain_y     strain_z     v4
-0.0     -0.0     -0.03     0.62797856
-0.0     -0.0     -0.029     0.62665594
-0.0     -0.0     -0.028     0.6251496
-0.0     -0.0     -0.027     0.62391406
-0.0     -0.0     -0.026     0.62299585
-0.0     -0.0     -0.025     0.6226687
-0.0     -0.0     -0.024     0.6225428
-0.0     -0.0     -0.023     0.6222428
-0.0     -0.0     -0.022     0.62197816
-0.0     -0.0     -0.021     0.62243366
-0.0     -0.0     -0.02     0.6229862
-0.0     -0.0     -0.019     0.6237874
-0.0     -0.0     -0.018     0.6247541
-0.0     -0.0     -0.017     0.6262413
-0.0     -0.0     -0.016     0.627648
-0.0     -0.0     -0.015     0.62932545
-0.0     -0.0     -0.014     0.63098
-0.0     -0.0     -0.013     0.63302225
-0.0     -0.0     -0.012     0.6353428
-0.0     -0.0     -0.011     0.63715446
-0.0     -0.0     -0.01     0.6386082
-0.0     -0.0     -0.009     0.64029557
-0.0     -0.0     -0.008     0.6421361
-0.0     -0.0     -0.007     0.6444818
-0.0     -0.0     -0.006     0.64726317
-0.0     -0.0     -0.005     0.6505147
-0.0     -0.0     -0.004     0.6544087
-0.0     -0.0     -0.003     0.65975773
-0.0     -0.0     -0.002     0.66650575
-0.0     -0.0     -0.001     0.6722942
0.0     0.0     0.0     0.67810404
0.0     0.0     0.001     0.6817026
0.0     0.0     0.002     0.68555963
0.0     0.0     0.003     0.6894773
0.0     0.0     0.004     0.6945504
0.0     0.0     0.005     0.700351
0.0     0.0     0.006     0.70517504
0.0     0.0     0.007     0.7101928
0.0     0.0     0.008     0.7154089
0.0     0.0     0.009     0.721351
0.0     0.0     0.01     0.7280824
0.0     0.0     0.011     0.73400486
0.0     0.0     0.012     0.73879457
0.0     0.0     0.013     0.74356437
0.0     0.0     0.014     0.7482028
0.0     0.0     0.015     0.7526401
0.0     0.0     0.016     0.75704193
0.0     0.0     0.017     0.76168597
0.0     0.0     0.018     0.76726544
0.0     0.0     0.019     0.77342606
0.0     0.0     0.02     0.7798958
0.0     0.0     0.021     0.7868314
0.0     0.0     0.022     0.7940401
0.0     0.0     0.023     0.8015516
0.0     0.0     0.024     0.8104931
0.0     0.0     0.025     0.81997156
0.0     0.0     0.026     0.8294523
0.0     0.0     0.027     0.83892405
0.0     0.0     0.028     0.8484087
0.0     0.0     0.029     0.8579351
0.0     0.0     0.03     0.86754465
