Inference results by NN model
strain parameters and last term is v6
strain_x    strain_y     strain_z     v6
-0.03     -0.0     -0.0     0.5331344
-0.029     -0.0     -0.0     0.5338439
-0.028     -0.0     -0.0     0.5347053
-0.027     -0.0     -0.0     0.53558624
-0.026     -0.0     -0.0     0.53645957
-0.025     -0.0     -0.0     0.5373176
-0.024     -0.0     -0.0     0.5382095
-0.023     -0.0     -0.0     0.5391073
-0.022     -0.0     -0.0     0.5401243
-0.021     -0.0     -0.0     0.541244
-0.02     -0.0     -0.0     0.5425848
-0.019     -0.0     -0.0     0.54369855
-0.018     -0.0     -0.0     0.5447954
-0.017     -0.0     -0.0     0.5459919
-0.016     -0.0     -0.0     0.54748255
-0.015     -0.0     -0.0     0.54873
-0.014     -0.0     -0.0     0.550021
-0.013     -0.0     -0.0     0.55149645
-0.012     -0.0     -0.0     0.5533277
-0.011     -0.0     -0.0     0.555138
-0.01     -0.0     -0.0     0.557228
-0.009     -0.0     -0.0     0.559646
-0.008     -0.0     -0.0     0.5619475
-0.007     -0.0     -0.0     0.5634954
-0.006     -0.0     -0.0     0.565241
-0.005     -0.0     -0.0     0.5674161
-0.004     -0.0     -0.0     0.56946707
-0.003     -0.0     -0.0     0.57147324
-0.002     -0.0     -0.0     0.5730649
-0.001     -0.0     -0.0     0.57445127
0.0     0.0     0.0     0.5767702
0.001     0.0     0.0     0.58144134
0.002     0.0     0.0     0.586566
0.003     0.0     0.0     0.5903122
0.004     0.0     0.0     0.59391683
0.005     0.0     0.0     0.59839076
0.006     0.0     0.0     0.6023831
0.007     0.0     0.0     0.6058084
0.008     0.0     0.0     0.60908747
0.009     0.0     0.0     0.6128398
0.01     0.0     0.0     0.6166142
0.011     0.0     0.0     0.6213005
0.012     0.0     0.0     0.62564504
0.013     0.0     0.0     0.63055116
0.014     0.0     0.0     0.6364226
0.015     0.0     0.0     0.64247006
0.016     0.0     0.0     0.6487287
0.017     0.0     0.0     0.65515494
0.018     0.0     0.0     0.66159225
0.019     0.0     0.0     0.66812825
0.02     0.0     0.0     0.6747799
0.021     0.0     0.0     0.68187785
0.022     0.0     0.0     0.6896367
0.023     0.0     0.0     0.6974232
0.024     0.0     0.0     0.7054178
0.025     0.0     0.0     0.7136508
0.026     0.0     0.0     0.7220411
0.027     0.0     0.0     0.7305243
0.028     0.0     0.0     0.7390287
0.029     0.0     0.0     0.7474829
0.03     0.0     0.0     0.75534904
