Inference results by NN model
strain parameters and last term is v2
strain_x    strain_y     strain_z     v2
-0.03     -0.03     -0.03     0.687152
-0.029     -0.029     -0.029     0.6781213
-0.028     -0.028     -0.028     0.66915
-0.027     -0.027     -0.027     0.66018665
-0.026     -0.026     -0.026     0.6513472
-0.025     -0.025     -0.025     0.6428608
-0.024     -0.024     -0.024     0.6348582
-0.023     -0.023     -0.023     0.6272049
-0.022     -0.022     -0.022     0.62013817
-0.021     -0.021     -0.021     0.6131742
-0.02     -0.02     -0.02     0.60632193
-0.019     -0.019     -0.019     0.59963465
-0.018     -0.018     -0.018     0.5930404
-0.017     -0.017     -0.017     0.5862925
-0.016     -0.016     -0.016     0.57964337
-0.015     -0.015     -0.015     0.5729363
-0.014     -0.014     -0.014     0.5665564
-0.013     -0.013     -0.013     0.5602337
-0.012     -0.012     -0.012     0.5535687
-0.011     -0.011     -0.011     0.54618514
-0.01     -0.01     -0.01     0.53868055
-0.009     -0.009     -0.009     0.53043735
-0.008     -0.008     -0.008     0.522086
-0.007     -0.007     -0.007     0.51443547
-0.006     -0.006     -0.006     0.5076809
-0.005     -0.005     -0.005     0.50102055
-0.004     -0.004     -0.004     0.49346235
-0.003     -0.003     -0.003     0.48655078
-0.002     -0.002     -0.002     0.4799575
-0.001     -0.001     -0.001     0.47398904
0.0     0.0     0.0     0.4673118
0.001     0.001     0.001     0.45646292
0.002     0.002     0.002     0.44602323
0.003     0.003     0.003     0.43801355
0.004     0.004     0.004     0.42969567
0.005     0.005     0.005     0.42000553
0.006     0.006     0.006     0.40879455
0.007     0.007     0.007     0.39737615
0.008     0.008     0.008     0.38726702
0.009     0.009     0.009     0.3769008
0.01     0.01     0.01     0.36814165
0.011     0.011     0.011     0.36037555
0.012     0.012     0.012     0.35285288
0.013     0.013     0.013     0.34605306
0.014     0.014     0.014     0.33901358
0.015     0.015     0.015     0.3321066
0.016     0.016     0.016     0.32507455
0.017     0.017     0.017     0.31790346
0.018     0.018     0.018     0.31108928
0.019     0.019     0.019     0.30511838
0.02     0.02     0.02     0.30006424
0.021     0.021     0.021     0.29553077
0.022     0.022     0.022     0.29174998
0.023     0.023     0.023     0.28820458
0.024     0.024     0.024     0.28494364
0.025     0.025     0.025     0.28184837
0.026     0.026     0.026     0.27887577
0.027     0.027     0.027     0.2760988
0.028     0.028     0.028     0.27373973
0.029     0.029     0.029     0.27156863
0.03     0.03     0.03     0.27002305
