Inference results by NN model
strain parameters and last term is v6
strain_x    strain_y     strain_z     v6
-0.03     -0.03     -0.03     0.7747797
-0.029     -0.029     -0.029     0.7666459
-0.028     -0.028     -0.028     0.75850856
-0.027     -0.027     -0.027     0.75038254
-0.026     -0.026     -0.026     0.7423471
-0.025     -0.025     -0.025     0.7345164
-0.024     -0.024     -0.024     0.72684765
-0.023     -0.023     -0.023     0.71947116
-0.022     -0.022     -0.022     0.7124542
-0.021     -0.021     -0.021     0.70564896
-0.02     -0.02     -0.02     0.6992327
-0.019     -0.019     -0.019     0.6933582
-0.018     -0.018     -0.018     0.68758065
-0.017     -0.017     -0.017     0.68181115
-0.016     -0.016     -0.016     0.676333
-0.015     -0.015     -0.015     0.6709898
-0.014     -0.014     -0.014     0.66544247
-0.013     -0.013     -0.013     0.6598875
-0.012     -0.012     -0.012     0.65461856
-0.011     -0.011     -0.011     0.6493987
-0.01     -0.01     -0.01     0.64397705
-0.009     -0.009     -0.009     0.6392666
-0.008     -0.008     -0.008     0.6346458
-0.007     -0.007     -0.007     0.6289716
-0.006     -0.006     -0.006     0.6216693
-0.005     -0.005     -0.005     0.61413085
-0.004     -0.004     -0.004     0.6069796
-0.003     -0.003     -0.003     0.5999044
-0.002     -0.002     -0.002     0.5925578
-0.001     -0.001     -0.001     0.5842758
0.0     0.0     0.0     0.5767702
0.001     0.001     0.001     0.5745534
0.002     0.002     0.002     0.5726743
0.003     0.003     0.003     0.5677235
0.004     0.004     0.004     0.56207776
0.005     0.005     0.005     0.5533838
0.006     0.006     0.006     0.5440024
0.007     0.007     0.007     0.53500503
0.008     0.008     0.008     0.52543944
0.009     0.009     0.009     0.51732796
0.01     0.01     0.01     0.5094321
0.011     0.011     0.011     0.5025603
0.012     0.012     0.012     0.49607277
0.013     0.013     0.013     0.48892498
0.014     0.014     0.014     0.48195386
0.015     0.015     0.015     0.4749351
0.016     0.016     0.016     0.4680179
0.017     0.017     0.017     0.46149448
0.018     0.018     0.018     0.45557177
0.019     0.019     0.019     0.45051816
0.02     0.02     0.02     0.44711286
0.021     0.021     0.021     0.4443074
0.022     0.022     0.022     0.4419064
0.023     0.023     0.023     0.43976548
0.024     0.024     0.024     0.43783084
0.025     0.025     0.025     0.4363646
0.026     0.026     0.026     0.43518984
0.027     0.027     0.027     0.43441752
0.028     0.028     0.028     0.4338029
0.029     0.029     0.029     0.4332254
0.03     0.03     0.03     0.43254966
