Inference results by NN model
strain parameters and last term is v1
strain_x    strain_y     strain_z     v1
-0.0     -0.03     -0.0     0.38694304
-0.0     -0.029     -0.0     0.38770175
-0.0     -0.028     -0.0     0.3887067
-0.0     -0.027     -0.0     0.38970718
-0.0     -0.026     -0.0     0.39056656
-0.0     -0.025     -0.0     0.39150596
-0.0     -0.024     -0.0     0.39247406
-0.0     -0.023     -0.0     0.3939827
-0.0     -0.022     -0.0     0.39566052
-0.0     -0.021     -0.0     0.39749852
-0.0     -0.02     -0.0     0.39936185
-0.0     -0.019     -0.0     0.40121436
-0.0     -0.018     -0.0     0.40337956
-0.0     -0.017     -0.0     0.40650994
-0.0     -0.016     -0.0     0.4105881
-0.0     -0.015     -0.0     0.4150832
-0.0     -0.014     -0.0     0.41962284
-0.0     -0.013     -0.0     0.42403138
-0.0     -0.012     -0.0     0.42882895
-0.0     -0.011     -0.0     0.4342457
-0.0     -0.01     -0.0     0.44092637
-0.0     -0.009     -0.0     0.44911742
-0.0     -0.008     -0.0     0.45706046
-0.0     -0.007     -0.0     0.46426773
-0.0     -0.006     -0.0     0.47093686
-0.0     -0.005     -0.0     0.47777948
-0.0     -0.004     -0.0     0.48497435
-0.0     -0.003     -0.0     0.49159685
-0.0     -0.002     -0.0     0.49842116
-0.0     -0.001     -0.0     0.5049041
0.0     0.0     0.0     0.51143974
0.0     0.001     0.0     0.5169393
0.0     0.002     0.0     0.5225253
0.0     0.003     0.0     0.5295326
0.0     0.004     0.0     0.53593683
0.0     0.005     0.0     0.54127836
0.0     0.006     0.0     0.5458668
0.0     0.007     0.0     0.5517149
0.0     0.008     0.0     0.55707824
0.0     0.009     0.0     0.56237507
0.0     0.01     0.0     0.5692296
0.0     0.011     0.0     0.57639897
0.0     0.012     0.0     0.5834816
0.0     0.013     0.0     0.59027123
0.0     0.014     0.0     0.5972528
0.0     0.015     0.0     0.6040552
0.0     0.016     0.0     0.61096084
0.0     0.017     0.0     0.6177212
0.0     0.018     0.0     0.62431127
0.0     0.019     0.0     0.6308577
0.0     0.02     0.0     0.6374291
0.0     0.021     0.0     0.6448066
0.0     0.022     0.0     0.65223694
0.0     0.023     0.0     0.65978825
0.0     0.024     0.0     0.6675016
0.0     0.025     0.0     0.675144
0.0     0.026     0.0     0.6828285
0.0     0.027     0.0     0.69068015
0.0     0.028     0.0     0.69858074
0.0     0.029     0.0     0.7064302
0.0     0.03     0.0     0.7141828
