Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v6
strin_x    strain_y    strain_z    v6
-0.02   -0.02   -0.02  0.6925081
-0.02   -0.02   -0.019  0.68335986
-0.02   -0.02   -0.018  0.67410135
-0.02   -0.02   -0.017  0.66497535
-0.02   -0.02   -0.016  0.65620446
-0.02   -0.02   -0.015  0.6475725
-0.02   -0.02   -0.014  0.6388725
-0.02   -0.02   -0.013  0.63030815
-0.02   -0.02   -0.012  0.62215734
-0.02   -0.02   -0.011  0.6139507
-0.02   -0.02   -0.01  0.6055749
-0.02   -0.02   -0.009  0.59740007
-0.02   -0.02   -0.008  0.5888687
-0.02   -0.02   -0.007  0.58014387
-0.02   -0.02   -0.006  0.57157177
-0.02   -0.02   -0.005  0.562924
-0.02   -0.02   -0.004  0.5554538
-0.02   -0.02   -0.003  0.54818815
-0.02   -0.02   -0.002  0.54103184
-0.02   -0.02   -0.001  0.5342029
-0.02   -0.02   0.0  0.5273323
-0.02   -0.02   0.001  0.52132744
-0.02   -0.02   0.002  0.5166018
-0.02   -0.02   0.003  0.5129757
-0.02   -0.02   0.004  0.50939256
-0.02   -0.02   0.005  0.50573516
-0.02   -0.02   0.006  0.5026625
-0.02   -0.02   0.007  0.49987483
-0.02   -0.02   0.008  0.4959133
-0.02   -0.02   0.009  0.4916699
-0.02   -0.02   0.01  0.48660466
-0.02   -0.02   0.011  0.48145512
-0.02   -0.02   0.012  0.47623283
-0.02   -0.02   0.013  0.47054705
-0.02   -0.02   0.014  0.46479616
-0.02   -0.02   0.015  0.45876354
-0.02   -0.02   0.016  0.45325905
-0.02   -0.02   0.017  0.44804645
-0.02   -0.02   0.018  0.44273144
-0.02   -0.02   0.019  0.43734473
-0.019   -0.02   -0.02  0.6954938
-0.019   -0.02   -0.019  0.68666625
-0.019   -0.02   -0.018  0.67742264
-0.019   -0.02   -0.017  0.66771066
-0.019   -0.02   -0.016  0.6587864
-0.019   -0.02   -0.015  0.6504316
-0.019   -0.02   -0.014  0.6418673
-0.019   -0.02   -0.013  0.63319683
-0.019   -0.02   -0.012  0.6248814
-0.019   -0.02   -0.011  0.6163696
-0.019   -0.02   -0.01  0.6081532
-0.019   -0.02   -0.009  0.6001431
-0.019   -0.02   -0.008  0.5917679
-0.019   -0.02   -0.007  0.58317614
