Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is vth
strin_x    strain_y    strain_z    vth
0.014   -0.019   0.0  0.36312914
0.014   -0.019   0.001  0.35639688
0.014   -0.019   0.002  0.350254
0.014   -0.019   0.003  0.34418136
0.014   -0.019   0.004  0.33728838
0.014   -0.019   0.005  0.32986236
0.014   -0.019   0.006  0.32248604
0.014   -0.019   0.007  0.31543
0.014   -0.019   0.008  0.3095402
0.014   -0.019   0.009  0.3038211
0.014   -0.019   0.01  0.29724842
0.014   -0.019   0.011  0.2902779
0.014   -0.019   0.012  0.2832812
0.014   -0.019   0.013  0.27652124
0.014   -0.019   0.014  0.27052653
0.014   -0.019   0.015  0.26496106
0.014   -0.019   0.016  0.25969827
0.014   -0.019   0.017  0.2548567
0.014   -0.019   0.018  0.25031742
0.014   -0.019   0.019  0.245909
0.015   -0.019   -0.02  0.51766133
0.015   -0.019   -0.019  0.5081667
0.015   -0.019   -0.018  0.4982996
0.015   -0.019   -0.017  0.48781896
0.015   -0.019   -0.016  0.47734475
0.015   -0.019   -0.015  0.46643054
0.015   -0.019   -0.014  0.45663118
0.015   -0.019   -0.013  0.44727919
0.015   -0.019   -0.012  0.43879133
0.015   -0.019   -0.011  0.4313642
0.015   -0.019   -0.01  0.4244722
0.015   -0.019   -0.009  0.41797704
0.015   -0.019   -0.008  0.41216463
0.015   -0.019   -0.007  0.4067407
0.015   -0.019   -0.006  0.40101248
0.015   -0.019   -0.005  0.39538294
0.015   -0.019   -0.004  0.39005882
0.015   -0.019   -0.003  0.38466692
0.015   -0.019   -0.002  0.37779146
0.015   -0.019   -0.001  0.3706686
0.015   -0.019   0.0  0.36306274
0.015   -0.019   0.001  0.3564911
0.015   -0.019   0.002  0.35044026
0.015   -0.019   0.003  0.3443395
0.015   -0.019   0.004  0.33718193
0.015   -0.019   0.005  0.32925925
0.015   -0.019   0.006  0.32152253
0.015   -0.019   0.007  0.3139009
0.015   -0.019   0.008  0.30637762
0.015   -0.019   0.009  0.30034363
0.015   -0.019   0.01  0.29442766
0.015   -0.019   0.011  0.28771913
0.015   -0.019   0.012  0.28117013
0.015   -0.019   0.013  0.27421534
0.015   -0.019   0.014  0.2681086
0.015   -0.019   0.015  0.26227623
0.015   -0.019   0.016  0.25674587
0.015   -0.019   0.017  0.25193036
0.015   -0.019   0.018  0.24730302
0.015   -0.019   0.019  0.24322385
0.016   -0.019   -0.02  0.5140093
0.016   -0.019   -0.019  0.5045727
0.016   -0.019   -0.018  0.49466556
0.016   -0.019   -0.017  0.48469448
0.016   -0.019   -0.016  0.47419506
0.016   -0.019   -0.015  0.4638167
0.016   -0.019   -0.014  0.45430207
0.016   -0.019   -0.013  0.44572365
0.016   -0.019   -0.012  0.43802023
0.016   -0.019   -0.011  0.43078166
0.016   -0.019   -0.01  0.42456827
0.016   -0.019   -0.009  0.41813987
0.016   -0.019   -0.008  0.4125545
0.016   -0.019   -0.007  0.406987
0.016   -0.019   -0.006  0.40089637
0.016   -0.019   -0.005  0.39477158
0.016   -0.019   -0.004  0.38930237
0.016   -0.019   -0.003  0.3838482
0.016   -0.019   -0.002  0.37798077
0.016   -0.019   -0.001  0.37104148
0.016   -0.019   0.0  0.36335117
0.016   -0.019   0.001  0.3567338
0.016   -0.019   0.002  0.35040018
0.016   -0.019   0.003  0.34393674
0.016   -0.019   0.004  0.33616543
0.016   -0.019   0.005  0.32814252
0.016   -0.019   0.006  0.32003096
0.016   -0.019   0.007  0.3121185
0.016   -0.019   0.008  0.30376637
0.016   -0.019   0.009  0.29678994
0.016   -0.019   0.01  0.29114664
0.016   -0.019   0.011  0.28529042
0.016   -0.019   0.012  0.2786514
0.016   -0.019   0.013  0.2725818
0.016   -0.019   0.014  0.2663195
0.016   -0.019   0.015  0.2602778
0.016   -0.019   0.016  0.2547261
0.016   -0.019   0.017  0.24944064
0.016   -0.019   0.018  0.24477848
0.016   -0.019   0.019  0.24076562
0.017   -0.019   -0.02  0.51087254
0.017   -0.019   -0.019  0.50112295
0.017   -0.019   -0.018  0.49130118
0.017   -0.019   -0.017  0.48137385
0.017   -0.019   -0.016  0.47180843
0.017   -0.019   -0.015  0.46160084
0.017   -0.019   -0.014  0.45248133
0.017   -0.019   -0.013  0.44465852
0.017   -0.019   -0.012  0.43728256
0.017   -0.019   -0.011  0.43053043
0.017   -0.019   -0.01  0.42431504
0.017   -0.019   -0.009  0.41797936
0.017   -0.019   -0.008  0.41254956
0.017   -0.019   -0.007  0.4069814
0.017   -0.019   -0.006  0.4006148
0.017   -0.019   -0.005  0.39421934
0.017   -0.019   -0.004  0.38839167
0.017   -0.019   -0.003  0.3826576
0.017   -0.019   -0.002  0.37733412
0.017   -0.019   -0.001  0.3711005
0.017   -0.019   0.0  0.3640958
0.017   -0.019   0.001  0.3568649
0.017   -0.019   0.002  0.3501069
0.017   -0.019   0.003  0.34305343
0.017   -0.019   0.004  0.33504504
0.017   -0.019   0.005  0.32704872
0.017   -0.019   0.006  0.3182199
0.017   -0.019   0.007  0.30965438
0.017   -0.019   0.008  0.3018142
0.017   -0.019   0.009  0.2946118
0.017   -0.019   0.01  0.28852457
0.017   -0.019   0.011  0.28269282
0.017   -0.019   0.012  0.27665117
0.017   -0.019   0.013  0.27057827
0.017   -0.019   0.014  0.26477426
0.017   -0.019   0.015  0.25885642
0.017   -0.019   0.016  0.25334588
0.017   -0.019   0.017  0.24800658
0.017   -0.019   0.018  0.24292903
0.017   -0.019   0.019  0.23849258
0.018   -0.019   -0.02  0.50726
0.018   -0.019   -0.019  0.49744052
0.018   -0.019   -0.018  0.4877993
0.018   -0.019   -0.017  0.47866696
0.018   -0.019   -0.016  0.4694113
0.018   -0.019   -0.015  0.45991915
0.018   -0.019   -0.014  0.45172763
0.018   -0.019   -0.013  0.44429326
0.018   -0.019   -0.012  0.43752313
0.018   -0.019   -0.011  0.4310363
0.018   -0.019   -0.01  0.42484373
0.018   -0.019   -0.009  0.41844535
0.018   -0.019   -0.008  0.41272682
0.018   -0.019   -0.007  0.40710986
0.018   -0.019   -0.006  0.4009456
0.018   -0.019   -0.005  0.39437145
0.018   -0.019   -0.004  0.38793418
0.018   -0.019   -0.003  0.3819601
0.018   -0.019   -0.002  0.37601
0.018   -0.019   -0.001  0.36974514
0.018   -0.019   0.0  0.3632617
0.018   -0.019   0.001  0.35653716
0.018   -0.019   0.002  0.3497069
0.018   -0.019   0.003  0.34195888
0.018   -0.019   0.004  0.33403203
0.018   -0.019   0.005  0.32568485
0.018   -0.019   0.006  0.3167591
0.018   -0.019   0.007  0.30801368
0.018   -0.019   0.008  0.2999185
0.018   -0.019   0.009  0.2931229
0.018   -0.019   0.01  0.2864812
0.018   -0.019   0.011  0.28050774
0.018   -0.019   0.012  0.2744055
0.018   -0.019   0.013  0.26862788
0.018   -0.019   0.014  0.2630099
0.018   -0.019   0.015  0.25756484
0.018   -0.019   0.016  0.25182515
0.018   -0.019   0.017  0.24664631
0.018   -0.019   0.018  0.2415724
0.018   -0.019   0.019  0.2367815
0.019   -0.019   -0.02  0.5034033
0.019   -0.019   -0.019  0.4939065
0.019   -0.019   -0.018  0.48494917
0.019   -0.019   -0.017  0.47627783
0.019   -0.019   -0.016  0.4671557
0.019   -0.019   -0.015  0.4584058
0.019   -0.019   -0.014  0.45100296
0.019   -0.019   -0.013  0.44433245
0.019   -0.019   -0.012  0.43795046
0.019   -0.019   -0.011  0.4315483
0.019   -0.019   -0.01  0.4252197
0.019   -0.019   -0.009  0.41908586
0.019   -0.019   -0.008  0.4132176
0.019   -0.019   -0.007  0.4075939
0.019   -0.019   -0.006  0.401326
0.019   -0.019   -0.005  0.39442116
0.019   -0.019   -0.004  0.38770992
0.019   -0.019   -0.003  0.38149542
0.019   -0.019   -0.002  0.37544018
0.019   -0.019   -0.001  0.3688832
0.019   -0.019   0.0  0.36207753
0.019   -0.019   0.001  0.35496837
0.019   -0.019   0.002  0.348207
0.019   -0.019   0.003  0.34017503
0.019   -0.019   0.004  0.33221707
0.019   -0.019   0.005  0.3239783
0.019   -0.019   0.006  0.31553027
0.019   -0.019   0.007  0.3068115
0.019   -0.019   0.008  0.298935
0.019   -0.019   0.009  0.2918454
0.019   -0.019   0.01  0.28516644
0.019   -0.019   0.011  0.27867112
0.019   -0.019   0.012  0.27259016
0.019   -0.019   0.013  0.26694387
0.019   -0.019   0.014  0.2613572
0.019   -0.019   0.015  0.25581127
0.019   -0.019   0.016  0.2505816
0.019   -0.019   0.017  0.24525684
0.019   -0.019   0.018  0.24017762
0.019   -0.019   0.019  0.23525238
-0.02   -0.018   -0.02  0.60899025
-0.02   -0.018   -0.019  0.60102785
-0.02   -0.018   -0.018  0.59262425
-0.02   -0.018   -0.017  0.58349365
-0.02   -0.018   -0.016  0.57409257
-0.02   -0.018   -0.015  0.56513804
-0.02   -0.018   -0.014  0.55650115
-0.02   -0.018   -0.013  0.5482699
-0.02   -0.018   -0.012  0.53978217
-0.02   -0.018   -0.011  0.530876
-0.02   -0.018   -0.01  0.52139974
-0.02   -0.018   -0.009  0.5114735
-0.02   -0.018   -0.008  0.50184834
-0.02   -0.018   -0.007  0.49255794
-0.02   -0.018   -0.006  0.48400515
-0.02   -0.018   -0.005  0.47552407
-0.02   -0.018   -0.004  0.46713215
-0.02   -0.018   -0.003  0.45930374
-0.02   -0.018   -0.002  0.45125753
-0.02   -0.018   -0.001  0.4436315
-0.02   -0.018   0.0  0.43680143
-0.02   -0.018   0.001  0.43006608
-0.02   -0.018   0.002  0.4246419
-0.02   -0.018   0.003  0.41970107
-0.02   -0.018   0.004  0.41593343
-0.02   -0.018   0.005  0.411687
-0.02   -0.018   0.006  0.40572017
-0.02   -0.018   0.007  0.3995788
-0.02   -0.018   0.008  0.39376444
-0.02   -0.018   0.009  0.38946766
-0.02   -0.018   0.01  0.38425633
-0.02   -0.018   0.011  0.37847862
-0.02   -0.018   0.012  0.3721779
-0.02   -0.018   0.013  0.36581296
-0.02   -0.018   0.014  0.35956115
-0.02   -0.018   0.015  0.3527879
-0.02   -0.018   0.016  0.3472178
-0.02   -0.018   0.017  0.34210432
-0.02   -0.018   0.018  0.33728802
-0.02   -0.018   0.019  0.3324409
-0.019   -0.018   -0.02  0.6046795
-0.019   -0.018   -0.019  0.5967993
-0.019   -0.018   -0.018  0.5886405
-0.019   -0.018   -0.017  0.5799306
-0.019   -0.018   -0.016  0.5706026
-0.019   -0.018   -0.015  0.56146514
-0.019   -0.018   -0.014  0.5526739
-0.019   -0.018   -0.013  0.5439581
-0.019   -0.018   -0.012  0.53550345
-0.019   -0.018   -0.011  0.52706444
-0.019   -0.018   -0.01  0.51786774
-0.019   -0.018   -0.009  0.50813437
-0.019   -0.018   -0.008  0.4981882
-0.019   -0.018   -0.007  0.4884625
-0.019   -0.018   -0.006  0.47956538
-0.019   -0.018   -0.005  0.47129077
-0.019   -0.018   -0.004  0.4628495
-0.019   -0.018   -0.003  0.45484084
-0.019   -0.018   -0.002  0.44703037
-0.019   -0.018   -0.001  0.43918294
-0.019   -0.018   0.0  0.43195784
-0.019   -0.018   0.001  0.42538548
-0.019   -0.018   0.002  0.42009896
-0.019   -0.018   0.003  0.4149676
-0.019   -0.018   0.004  0.41146153
-0.019   -0.018   0.005  0.40730828
-0.019   -0.018   0.006  0.4011799
-0.019   -0.018   0.007  0.39514154
-0.019   -0.018   0.008  0.38949484
-0.019   -0.018   0.009  0.38509548
-0.019   -0.018   0.01  0.38013655
-0.019   -0.018   0.011  0.37424213
-0.019   -0.018   0.012  0.36776608
-0.019   -0.018   0.013  0.3615498
-0.019   -0.018   0.014  0.3550163
-0.019   -0.018   0.015  0.34869987
-0.019   -0.018   0.016  0.34360492
-0.019   -0.018   0.017  0.33898535
-0.019   -0.018   0.018  0.3342083
-0.019   -0.018   0.019  0.3295951
-0.018   -0.018   -0.02  0.60032344
-0.018   -0.018   -0.019  0.5923517
-0.018   -0.018   -0.018  0.58455473
-0.018   -0.018   -0.017  0.57605857
-0.018   -0.018   -0.016  0.56687367
-0.018   -0.018   -0.015  0.5577847
-0.018   -0.018   -0.014  0.5487448
-0.018   -0.018   -0.013  0.5398543
-0.018   -0.018   -0.012  0.53154546
-0.018   -0.018   -0.011  0.52314657
-0.018   -0.018   -0.01  0.5142287
-0.018   -0.018   -0.009  0.50481594
-0.018   -0.018   -0.008  0.49464035
-0.018   -0.018   -0.007  0.48475707
-0.018   -0.018   -0.006  0.47525066
-0.018   -0.018   -0.005  0.4668669
-0.018   -0.018   -0.004  0.4587152
-0.018   -0.018   -0.003  0.45070785
-0.018   -0.018   -0.002  0.4427132
-0.018   -0.018   -0.001  0.43485034
-0.018   -0.018   0.0  0.42747402
-0.018   -0.018   0.001  0.42115784
-0.018   -0.018   0.002  0.41588685
-0.018   -0.018   0.003  0.4110634
-0.018   -0.018   0.004  0.40735883
-0.018   -0.018   0.005  0.40284705
-0.018   -0.018   0.006  0.39649403
-0.018   -0.018   0.007  0.39040333
-0.018   -0.018   0.008  0.3852883
-0.018   -0.018   0.009  0.38057774
-0.018   -0.018   0.01  0.37581015
-0.018   -0.018   0.011  0.36991602
-0.018   -0.018   0.012  0.36374798
-0.018   -0.018   0.013  0.35735694
-0.018   -0.018   0.014  0.3506513
-0.018   -0.018   0.015  0.34510183
-0.018   -0.018   0.016  0.34049082
-0.018   -0.018   0.017  0.33591628
-0.018   -0.018   0.018  0.3312433
-0.018   -0.018   0.019  0.32675427
-0.017   -0.018   -0.02  0.595846
-0.017   -0.018   -0.019  0.5878533
-0.017   -0.018   -0.018  0.5799202
-0.017   -0.018   -0.017  0.57168686
-0.017   -0.018   -0.016  0.56305635
-0.017   -0.018   -0.015  0.55404544
-0.017   -0.018   -0.014  0.5451208
-0.017   -0.018   -0.013  0.536099
-0.017   -0.018   -0.012  0.52738315
-0.017   -0.018   -0.011  0.51920265
-0.017   -0.018   -0.01  0.51029456
-0.017   -0.018   -0.009  0.5011945
-0.017   -0.018   -0.008  0.49112135
-0.017   -0.018   -0.007  0.48110187
-0.017   -0.018   -0.006  0.47169185
-0.017   -0.018   -0.005  0.4628389
-0.017   -0.018   -0.004  0.45484012
-0.017   -0.018   -0.003  0.4472006
-0.017   -0.018   -0.002  0.4388616
-0.017   -0.018   -0.001  0.43060145
-0.017   -0.018   0.0  0.4232016
-0.017   -0.018   0.001  0.41716608
-0.017   -0.018   0.002  0.4119944
-0.017   -0.018   0.003  0.40756226
-0.017   -0.018   0.004  0.40354344
-0.017   -0.018   0.005  0.39852023
-0.017   -0.018   0.006  0.3919617
-0.017   -0.018   0.007  0.3860669
-0.017   -0.018   0.008  0.38105273
-0.017   -0.018   0.009  0.37628138
-0.017   -0.018   0.01  0.37125367
-0.017   -0.018   0.011  0.36582989
-0.017   -0.018   0.012  0.35963476
-0.017   -0.018   0.013  0.3533193
-0.017   -0.018   0.014  0.3468411
-0.017   -0.018   0.015  0.34205246
-0.017   -0.018   0.016  0.33752778
-0.017   -0.018   0.017  0.33283967
-0.017   -0.018   0.018  0.3283109
-0.017   -0.018   0.019  0.32418883
-0.016   -0.018   -0.02  0.5915363
-0.016   -0.018   -0.019  0.5830709
-0.016   -0.018   -0.018  0.57528627
-0.016   -0.018   -0.017  0.56726503
-0.016   -0.018   -0.016  0.5586292
-0.016   -0.018   -0.015  0.55010575
-0.016   -0.018   -0.014  0.5414062
-0.016   -0.018   -0.013  0.53217185
-0.016   -0.018   -0.012  0.52299154
-0.016   -0.018   -0.011  0.5147573
-0.016   -0.018   -0.01  0.5057316
-0.016   -0.018   -0.009  0.49692637
-0.016   -0.018   -0.008  0.4872766
-0.016   -0.018   -0.007  0.4772225
-0.016   -0.018   -0.006  0.46840787
-0.016   -0.018   -0.005  0.45995414
-0.016   -0.018   -0.004  0.45173413
-0.016   -0.018   -0.003  0.4431839
-0.016   -0.018   -0.002  0.43495727
-0.016   -0.018   -0.001  0.42681876
-0.016   -0.018   0.0  0.41935903
-0.016   -0.018   0.001  0.41313118
-0.016   -0.018   0.002  0.40855354
-0.016   -0.018   0.003  0.40420443
-0.016   -0.018   0.004  0.39987978
-0.016   -0.018   0.005  0.39435786
-0.016   -0.018   0.006  0.38812643
-0.016   -0.018   0.007  0.38230824
-0.016   -0.018   0.008  0.3770356
-0.016   -0.018   0.009  0.37228692
-0.016   -0.018   0.01  0.36714906
-0.016   -0.018   0.011  0.36147213
-0.016   -0.018   0.012  0.355577
-0.016   -0.018   0.013  0.34963885
-0.016   -0.018   0.014  0.3441338
-0.016   -0.018   0.015  0.33923683
-0.016   -0.018   0.016  0.33462152
-0.016   -0.018   0.017  0.32994443
-0.016   -0.018   0.018  0.325786
-0.016   -0.018   0.019  0.32159075
-0.015   -0.018   -0.02  0.5871898
-0.015   -0.018   -0.019  0.5788443
-0.015   -0.018   -0.018  0.5707428
-0.015   -0.018   -0.017  0.5626401
-0.015   -0.018   -0.016  0.55393565
-0.015   -0.018   -0.015  0.5454577
-0.015   -0.018   -0.014  0.53702307
-0.015   -0.018   -0.013  0.52813077
-0.015   -0.018   -0.012  0.518998
-0.015   -0.018   -0.011  0.5100703
-0.015   -0.018   -0.01  0.50145966
-0.015   -0.018   -0.009  0.4925096
-0.015   -0.018   -0.008  0.4839204
-0.015   -0.018   -0.007  0.47424746
-0.015   -0.018   -0.006  0.46570224
-0.015   -0.018   -0.005  0.45723295
-0.015   -0.018   -0.004  0.44861215
-0.015   -0.018   -0.003  0.43962097
-0.015   -0.018   -0.002  0.43108642
-0.015   -0.018   -0.001  0.4232731
-0.015   -0.018   0.0  0.4161744
-0.015   -0.018   0.001  0.4096759
-0.015   -0.018   0.002  0.40484947
-0.015   -0.018   0.003  0.4007095
-0.015   -0.018   0.004  0.39612645
-0.015   -0.018   0.005  0.39044482
-0.015   -0.018   0.006  0.38428193
-0.015   -0.018   0.007  0.37842858
-0.015   -0.018   0.008  0.3731196
-0.015   -0.018   0.009  0.3684867
-0.015   -0.018   0.01  0.36342144
-0.015   -0.018   0.011  0.3576066
-0.015   -0.018   0.012  0.3518184
-0.015   -0.018   0.013  0.34638193
-0.015   -0.018   0.014  0.3413477
-0.015   -0.018   0.015  0.33658975
-0.015   -0.018   0.016  0.3319543
-0.015   -0.018   0.017  0.3274563
-0.015   -0.018   0.018  0.3234403
-0.015   -0.018   0.019  0.31911564
-0.014   -0.018   -0.02  0.5830564
-0.014   -0.018   -0.019  0.5745879
-0.014   -0.018   -0.018  0.5666405
-0.014   -0.018   -0.017  0.5580591
-0.014   -0.018   -0.016  0.5494557
-0.014   -0.018   -0.015  0.5408437
-0.014   -0.018   -0.014  0.53249115
-0.014   -0.018   -0.013  0.52393585
-0.014   -0.018   -0.012  0.51504916
-0.014   -0.018   -0.011  0.5063442
-0.014   -0.018   -0.01  0.49778056
-0.014   -0.018   -0.009  0.48935652
-0.014   -0.018   -0.008  0.48057604
-0.014   -0.018   -0.007  0.4717965
-0.014   -0.018   -0.006  0.46334678
-0.014   -0.018   -0.005  0.45486856
-0.014   -0.018   -0.004  0.4458409
-0.014   -0.018   -0.003  0.43711564
-0.014   -0.018   -0.002  0.428446
-0.014   -0.018   -0.001  0.42013407
-0.014   -0.018   0.0  0.41348386
-0.014   -0.018   0.001  0.40726778
-0.014   -0.018   0.002  0.4019559
-0.014   -0.018   0.003  0.39726007
-0.014   -0.018   0.004  0.39279735
-0.014   -0.018   0.005  0.38651443
-0.014   -0.018   0.006  0.3804859
-0.014   -0.018   0.007  0.37452284
-0.014   -0.018   0.008  0.36922902
-0.014   -0.018   0.009  0.36460292
-0.014   -0.018   0.01  0.35999995
-0.014   -0.018   0.011  0.35458934
-0.014   -0.018   0.012  0.34924784
-0.014   -0.018   0.013  0.3436045
-0.014   -0.018   0.014  0.3386615
-0.014   -0.018   0.015  0.33386886
-0.014   -0.018   0.016  0.32945085
-0.014   -0.018   0.017  0.3252076
-0.014   -0.018   0.018  0.32102484
-0.014   -0.018   0.019  0.31667033
-0.013   -0.018   -0.02  0.5789341
-0.013   -0.018   -0.019  0.5704195
-0.013   -0.018   -0.018  0.5621663
-0.013   -0.018   -0.017  0.5535736
-0.013   -0.018   -0.016  0.5450283
-0.013   -0.018   -0.015  0.53677994
-0.013   -0.018   -0.014  0.52848804
-0.013   -0.018   -0.013  0.51972264
-0.013   -0.018   -0.012  0.5112704
-0.013   -0.018   -0.011  0.5029188
-0.013   -0.018   -0.01  0.4941532
-0.013   -0.018   -0.009  0.48583573
-0.013   -0.018   -0.008  0.4772299
-0.013   -0.018   -0.007  0.4693104
-0.013   -0.018   -0.006  0.4608307
-0.013   -0.018   -0.005  0.45207042
-0.013   -0.018   -0.004  0.44313368
-0.013   -0.018   -0.003  0.43459487
-0.013   -0.018   -0.002  0.42590505
-0.013   -0.018   -0.001  0.41770804
-0.013   -0.018   0.0  0.4106974
-0.013   -0.018   0.001  0.40483797
-0.013   -0.018   0.002  0.39926618
-0.013   -0.018   0.003  0.3943615
-0.013   -0.018   0.004  0.3890335
-0.013   -0.018   0.005  0.38328454
-0.013   -0.018   0.006  0.37731725
-0.013   -0.018   0.007  0.37135822
-0.013   -0.018   0.008  0.36604643
-0.013   -0.018   0.009  0.36173368
-0.013   -0.018   0.01  0.3573833
-0.013   -0.018   0.011  0.35226896
-0.013   -0.018   0.012  0.34687555
-0.013   -0.018   0.013  0.3409406
-0.013   -0.018   0.014  0.33598685
-0.013   -0.018   0.015  0.33137825
-0.013   -0.018   0.016  0.32694358
-0.013   -0.018   0.017  0.3229123
-0.013   -0.018   0.018  0.31863782
-0.013   -0.018   0.019  0.3144233
-0.012   -0.018   -0.02  0.5753011
-0.012   -0.018   -0.019  0.5660744
-0.012   -0.018   -0.018  0.55748516
-0.012   -0.018   -0.017  0.54948014
-0.012   -0.018   -0.016  0.5410439
-0.012   -0.018   -0.015  0.532823
-0.012   -0.018   -0.014  0.5246854
-0.012   -0.018   -0.013  0.51592
-0.012   -0.018   -0.012  0.5074449
-0.012   -0.018   -0.011  0.49942696
-0.012   -0.018   -0.01  0.49076784
-0.012   -0.018   -0.009  0.48205155
-0.012   -0.018   -0.008  0.47383595
-0.012   -0.018   -0.007  0.46630448
-0.012   -0.018   -0.006  0.45823854
-0.012   -0.018   -0.005  0.44916034
-0.012   -0.018   -0.004  0.44043627
-0.012   -0.018   -0.003  0.43202186
-0.012   -0.018   -0.002  0.423128
-0.012   -0.018   -0.001  0.415114
-0.012   -0.018   0.0  0.4081297
-0.012   -0.018   0.001  0.40193164
-0.012   -0.018   0.002  0.39631176
-0.012   -0.018   0.003  0.39092946
-0.012   -0.018   0.004  0.38563627
-0.012   -0.018   0.005  0.37994325
-0.012   -0.018   0.006  0.37483537
-0.012   -0.018   0.007  0.36922187
-0.012   -0.018   0.008  0.36391956
-0.012   -0.018   0.009  0.35953033
-0.012   -0.018   0.01  0.3551727
-0.012   -0.018   0.011  0.35054228
-0.012   -0.018   0.012  0.34488267
-0.012   -0.018   0.013  0.3389268
-0.012   -0.018   0.014  0.3336374
-0.012   -0.018   0.015  0.3287049
-0.012   -0.018   0.016  0.32452917
-0.012   -0.018   0.017  0.32050988
-0.012   -0.018   0.018  0.31629002
-0.012   -0.018   0.019  0.31218618
-0.011   -0.018   -0.02  0.57211125
-0.011   -0.018   -0.019  0.562426
-0.011   -0.018   -0.018  0.5533587
-0.011   -0.018   -0.017  0.54541653
-0.011   -0.018   -0.016  0.53771764
-0.011   -0.018   -0.015  0.52922904
-0.011   -0.018   -0.014  0.5210247
-0.011   -0.018   -0.013  0.51213694
-0.011   -0.018   -0.012  0.50368583
-0.011   -0.018   -0.011  0.4958824
-0.011   -0.018   -0.01  0.48734778
-0.011   -0.018   -0.009  0.4785027
-0.011   -0.018   -0.008  0.47029108
-0.011   -0.018   -0.007  0.46260852
-0.011   -0.018   -0.006  0.45462877
-0.011   -0.018   -0.005  0.44577512
-0.011   -0.018   -0.004  0.43719175
-0.011   -0.018   -0.003  0.42867577
-0.011   -0.018   -0.002  0.41978616
-0.011   -0.018   -0.001  0.41223502
-0.011   -0.018   0.0  0.40560728
-0.011   -0.018   0.001  0.39931673
-0.011   -0.018   0.002  0.3931846
-0.011   -0.018   0.003  0.38779813
-0.011   -0.018   0.004  0.38291603
-0.011   -0.018   0.005  0.37735546
-0.011   -0.018   0.006  0.37240356
-0.011   -0.018   0.007  0.36762172
-0.011   -0.018   0.008  0.36215204
-0.011   -0.018   0.009  0.35765648
-0.011   -0.018   0.01  0.35359728
-0.011   -0.018   0.011  0.3487804
-0.011   -0.018   0.012  0.3427362
-0.011   -0.018   0.013  0.33699092
-0.011   -0.018   0.014  0.3311363
-0.011   -0.018   0.015  0.32637584
-0.011   -0.018   0.016  0.32250017
-0.011   -0.018   0.017  0.3183935
-0.011   -0.018   0.018  0.31424108
-0.011   -0.018   0.019  0.31014302
-0.01   -0.018   -0.02  0.5688578
-0.01   -0.018   -0.019  0.5593773
-0.01   -0.018   -0.018  0.55025095
-0.01   -0.018   -0.017  0.5421279
-0.01   -0.018   -0.016  0.53434527
-0.01   -0.018   -0.015  0.5263266
-0.01   -0.018   -0.014  0.51741976
-0.01   -0.018   -0.013  0.50860995
-0.01   -0.018   -0.012  0.5002819
-0.01   -0.018   -0.011  0.4922731
-0.01   -0.018   -0.01  0.48401147
-0.01   -0.018   -0.009  0.475219
-0.01   -0.018   -0.008  0.46653342
-0.01   -0.018   -0.007  0.45881283
-0.01   -0.018   -0.006  0.45056352
-0.01   -0.018   -0.005  0.44166076
-0.01   -0.018   -0.004  0.4333613
-0.01   -0.018   -0.003  0.42488387
-0.01   -0.018   -0.002  0.41648018
-0.01   -0.018   -0.001  0.40954024
-0.01   -0.018   0.0  0.40282995
-0.01   -0.018   0.001  0.39651966
-0.01   -0.018   0.002  0.39049816
-0.01   -0.018   0.003  0.3853048
-0.01   -0.018   0.004  0.38055947
-0.01   -0.018   0.005  0.37481043
-0.01   -0.018   0.006  0.37059855
-0.01   -0.018   0.007  0.3653499
-0.01   -0.018   0.008  0.36032292
-0.01   -0.018   0.009  0.35620707
-0.01   -0.018   0.01  0.35200316
-0.01   -0.018   0.011  0.34675595
-0.01   -0.018   0.012  0.34097418
-0.01   -0.018   0.013  0.33508277
-0.01   -0.018   0.014  0.3292631
-0.01   -0.018   0.015  0.32469356
-0.01   -0.018   0.016  0.32060182
-0.01   -0.018   0.017  0.31625837
-0.01   -0.018   0.018  0.31200418
-0.01   -0.018   0.019  0.30783385
-0.009   -0.018   -0.02  0.56654257
-0.009   -0.018   -0.019  0.5568433
-0.009   -0.018   -0.018  0.54774946
-0.009   -0.018   -0.017  0.53934556
-0.009   -0.018   -0.016  0.5308996
-0.009   -0.018   -0.015  0.5230247
-0.009   -0.018   -0.014  0.5145345
-0.009   -0.018   -0.013  0.5053585
-0.009   -0.018   -0.012  0.4969799
-0.009   -0.018   -0.011  0.4887569
-0.009   -0.018   -0.01  0.48054087
-0.009   -0.018   -0.009  0.4720881
-0.009   -0.018   -0.008  0.4633913
-0.009   -0.018   -0.007  0.45472026
-0.009   -0.018   -0.006  0.44647014
-0.009   -0.018   -0.005  0.4377541
-0.009   -0.018   -0.004  0.42977566
-0.009   -0.018   -0.003  0.4213783
-0.009   -0.018   -0.002  0.41393614
-0.009   -0.018   -0.001  0.40682852
-0.009   -0.018   0.0  0.3999831
-0.009   -0.018   0.001  0.39380646
-0.009   -0.018   0.002  0.38803875
-0.009   -0.018   0.003  0.38301218
-0.009   -0.018   0.004  0.377811
-0.009   -0.018   0.005  0.37265658
-0.009   -0.018   0.006  0.36814547
-0.009   -0.018   0.007  0.36314696
-0.009   -0.018   0.008  0.35800993
-0.009   -0.018   0.009  0.35415974
-0.009   -0.018   0.01  0.35005385
-0.009   -0.018   0.011  0.3451326
