Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v4
strin_x    strain_y    strain_z    v4
0.0   0.0   0.0  0.67790794
0.0   0.0   0.001  0.6838298
0.0   0.0   0.002  0.688583
0.0   0.0   0.003  0.6935525
0.0   0.0   0.004  0.6986172
0.0   0.0   0.005  0.70421183
0.0   0.0   0.006  0.70967054
0.0   0.0   0.007  0.71509045
0.0   0.0   0.008  0.72049046
0.0   0.0   0.009  0.72579193
0.0   0.0   0.01  0.73139143
0.0   0.0   0.011  0.73710585
0.0   0.0   0.012  0.7432074
0.0   0.0   0.013  0.7492576
0.0   0.0   0.014  0.7553439
0.0   0.0   0.015  0.76154506
0.0   0.0   0.016  0.7673787
0.0   0.0   0.017  0.7730266
0.0   0.0   0.018  0.77928805
0.0   0.0   0.019  0.78571486
0.0   0.0   0.02  0.79234546
0.0   0.0   0.021  0.7989495
0.0   0.0   0.022  0.8059839
0.0   0.0   0.023  0.8131609
0.0   0.0   0.024  0.820428
0.0   0.0   0.025  0.8281096
0.0   0.0   0.026  0.83596003
0.0   0.0   0.027  0.8440933
0.0   0.0   0.028  0.85235846
0.0   0.0   0.029  0.8607435
0.0   0.0   0.03  0.8691981
0.0   0.0   0.031  0.87783563
0.0   0.0   0.032  0.88653135
0.0   0.0   0.033  0.8952489
0.0   0.0   0.034  0.90397716
0.0   0.0   0.035  0.9127021
0.0   0.0   0.036  0.92139876
0.0   0.0   0.037  0.93024373
0.0   0.0   0.038  0.93911576
0.0   0.0   0.039  0.94806147
0.0   0.0   0.04  0.95712984
0.0   0.0   0.041  0.9662311
0.0   0.0   0.042  0.97540665
0.0   0.0   0.043  0.98465204
0.0   0.0   0.044  0.99388266
0.0   0.0   0.045  1.0031041
0.0   0.0   0.046  1.0123365
0.0   0.0   0.047  1.0215744
0.0   0.0   0.048  1.0308468
0.0   0.0   0.049  1.0401818
0.001   0.0   0.0  0.67657954
0.001   0.0   0.001  0.68242157
0.001   0.0   0.002  0.6871774
0.001   0.0   0.003  0.69224364
0.001   0.0   0.004  0.69728947
0.001   0.0   0.005  0.70174575
0.001   0.0   0.006  0.70676756
0.001   0.0   0.007  0.712191
0.001   0.0   0.008  0.7179483
