Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v4
strin_x    strain_y    strain_z    v4
-0.02   -0.02   -0.02  0.7568198
-0.02   -0.02   -0.019  0.7597467
-0.02   -0.02   -0.018  0.7641447
-0.02   -0.02   -0.017  0.7688534
-0.02   -0.02   -0.016  0.77408576
-0.02   -0.02   -0.015  0.7790711
-0.02   -0.02   -0.014  0.78402215
-0.02   -0.02   -0.013  0.7895136
-0.02   -0.02   -0.012  0.79449517
-0.02   -0.02   -0.011  0.79897803
-0.02   -0.02   -0.01  0.8033532
-0.02   -0.02   -0.009  0.807927
-0.02   -0.02   -0.008  0.81163996
-0.02   -0.02   -0.007  0.81435156
-0.02   -0.02   -0.006  0.8178142
-0.02   -0.02   -0.005  0.8215546
-0.02   -0.02   -0.004  0.8250094
-0.02   -0.02   -0.003  0.82789004
-0.02   -0.02   -0.002  0.83078855
-0.02   -0.02   -0.001  0.8340663
-0.02   -0.02   0.0  0.8371765
-0.02   -0.02   0.001  0.84093857
-0.02   -0.02   0.002  0.8449922
-0.02   -0.02   0.003  0.8499146
-0.02   -0.02   0.004  0.8544459
-0.02   -0.02   0.005  0.85967314
-0.02   -0.02   0.006  0.86565655
-0.02   -0.02   0.007  0.8716292
-0.02   -0.02   0.008  0.87767357
-0.02   -0.02   0.009  0.88412267
-0.02   -0.02   0.01  0.89059067
-0.02   -0.02   0.011  0.8971012
-0.02   -0.02   0.012  0.903186
-0.02   -0.02   0.013  0.90989554
-0.02   -0.02   0.014  0.91649956
-0.02   -0.02   0.015  0.92297024
-0.02   -0.02   0.016  0.9293455
-0.02   -0.02   0.017  0.9354986
-0.02   -0.02   0.018  0.9414746
-0.02   -0.02   0.019  0.94688123
-0.019   -0.02   -0.02  0.75788975
-0.019   -0.02   -0.019  0.7608582
-0.019   -0.02   -0.018  0.7651556
-0.019   -0.02   -0.017  0.7696505
-0.019   -0.02   -0.016  0.77480644
-0.019   -0.02   -0.015  0.78008145
-0.019   -0.02   -0.014  0.78504044
-0.019   -0.02   -0.013  0.7900754
-0.019   -0.02   -0.012  0.7947014
-0.019   -0.02   -0.011  0.79973024
-0.019   -0.02   -0.01  0.80458206
-0.019   -0.02   -0.009  0.8087606
-0.019   -0.02   -0.008  0.8123406
-0.019   -0.02   -0.007  0.81531984
-0.019   -0.02   -0.006  0.8184722
-0.019   -0.02   -0.005  0.8214508
-0.019   -0.02   -0.004  0.82416135
-0.019   -0.02   -0.003  0.8269027
-0.019   -0.02   -0.002  0.8297333
-0.019   -0.02   -0.001  0.83306646
-0.019   -0.02   0.0  0.8366835
-0.019   -0.02   0.001  0.8406614
-0.019   -0.02   0.002  0.84525234
-0.019   -0.02   0.003  0.8495589
-0.019   -0.02   0.004  0.8540897
-0.019   -0.02   0.005  0.8592068
-0.019   -0.02   0.006  0.8655059
-0.019   -0.02   0.007  0.87192345
-0.019   -0.02   0.008  0.87801147
-0.019   -0.02   0.009  0.8841848
-0.019   -0.02   0.01  0.8909155
-0.019   -0.02   0.011  0.8970374
-0.019   -0.02   0.012  0.9032726
-0.019   -0.02   0.013  0.90989405
-0.019   -0.02   0.014  0.916603
-0.019   -0.02   0.015  0.92307055
-0.019   -0.02   0.016  0.9290628
-0.019   -0.02   0.017  0.9352539
-0.019   -0.02   0.018  0.94129395
-0.019   -0.02   0.019  0.9474734
-0.018   -0.02   -0.02  0.75880927
-0.018   -0.02   -0.019  0.76233923
-0.018   -0.02   -0.018  0.76685715
-0.018   -0.02   -0.017  0.7713329
-0.018   -0.02   -0.016  0.7759077
-0.018   -0.02   -0.015  0.7811708
-0.018   -0.02   -0.014  0.78613245
-0.018   -0.02   -0.013  0.7907766
-0.018   -0.02   -0.012  0.7955708
-0.018   -0.02   -0.011  0.8006392
-0.018   -0.02   -0.01  0.8054095
-0.018   -0.02   -0.009  0.8095039
-0.018   -0.02   -0.008  0.81276244
-0.018   -0.02   -0.007  0.8162265
-0.018   -0.02   -0.006  0.81878847
-0.018   -0.02   -0.005  0.8215006
-0.018   -0.02   -0.004  0.82401687
-0.018   -0.02   -0.003  0.8260291
-0.018   -0.02   -0.002  0.82871395
-0.018   -0.02   -0.001  0.83189017
-0.018   -0.02   0.0  0.8360678
-0.018   -0.02   0.001  0.8409335
-0.018   -0.02   0.002  0.84551114
-0.018   -0.02   0.003  0.8499214
-0.018   -0.02   0.004  0.85477096
-0.018   -0.02   0.005  0.8599134
-0.018   -0.02   0.006  0.86617094
-0.018   -0.02   0.007  0.87273455
-0.018   -0.02   0.008  0.8789836
-0.018   -0.02   0.009  0.8854274
-0.018   -0.02   0.01  0.891916
-0.018   -0.02   0.011  0.8976232
-0.018   -0.02   0.012  0.9038139
-0.018   -0.02   0.013  0.9102171
-0.018   -0.02   0.014  0.91708857
-0.018   -0.02   0.015  0.92364246
-0.018   -0.02   0.016  0.9296248
-0.018   -0.02   0.017  0.9357813
-0.018   -0.02   0.018  0.94210035
-0.018   -0.02   0.019  0.9482495
-0.017   -0.02   -0.02  0.7600172
-0.017   -0.02   -0.019  0.7634739
-0.017   -0.02   -0.018  0.76799214
-0.017   -0.02   -0.017  0.7728012
-0.017   -0.02   -0.016  0.7775295
-0.017   -0.02   -0.015  0.78207654
-0.017   -0.02   -0.014  0.7866443
