Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v5
strin_x    strain_y    strain_z    v5
0.0   0.0   0.0  0.5079046
0.0   0.0   0.001  0.50446224
0.0   0.0   0.002  0.5004422
0.0   0.0   0.003  0.4948545
0.0   0.0   0.004  0.49002898
0.0   0.0   0.005  0.48551702
0.0   0.0   0.006  0.4809575
0.0   0.0   0.007  0.4763388
0.0   0.0   0.008  0.47218108
0.0   0.0   0.009  0.46841735
0.0   0.0   0.01  0.46454066
0.0   0.0   0.011  0.46089712
0.0   0.0   0.012  0.45805496
0.0   0.0   0.013  0.45509613
0.0   0.0   0.014  0.45212853
0.0   0.0   0.015  0.4491256
0.0   0.0   0.016  0.4466716
0.0   0.0   0.017  0.44471812
0.0   0.0   0.018  0.44282782
0.0   0.0   0.019  0.4409957
0.0   0.0   0.02  0.43922406
0.0   0.0   0.021  0.43752056
0.0   0.0   0.022  0.4358353
0.0   0.0   0.023  0.43429092
0.0   0.0   0.024  0.43300563
0.0   0.0   0.025  0.43188113
0.0   0.0   0.026  0.43072483
0.0   0.0   0.027  0.42957962
0.0   0.0   0.028  0.42846915
0.0   0.0   0.029  0.42761844
0.0   0.0   0.03  0.42690963
0.0   0.0   0.031  0.42648363
0.0   0.0   0.032  0.42630213
0.0   0.0   0.033  0.42629987
0.0   0.0   0.034  0.4263648
0.0   0.0   0.035  0.4264664
0.0   0.0   0.036  0.4266612
0.0   0.0   0.037  0.4270454
0.0   0.0   0.038  0.42755806
0.0   0.0   0.039  0.4281968
0.0   0.0   0.04  0.4289043
0.0   0.0   0.041  0.42964524
0.0   0.0   0.042  0.43036592
0.0   0.0   0.043  0.43114835
0.0   0.0   0.044  0.43195212
0.0   0.0   0.045  0.43287522
0.0   0.0   0.046  0.43386647
0.0   0.0   0.047  0.43497705
0.0   0.0   0.048  0.4361266
0.0   0.0   0.049  0.4373355
0.001   0.0   0.0  0.5059942
0.001   0.0   0.001  0.5023795
0.001   0.0   0.002  0.49712116
0.001   0.0   0.003  0.49186152
0.001   0.0   0.004  0.4869304
0.001   0.0   0.005  0.48160258
0.001   0.0   0.006  0.47619838
0.001   0.0   0.007  0.47138354
0.001   0.0   0.008  0.46768925
0.001   0.0   0.009  0.4638635
0.001   0.0   0.01  0.4601229
0.001   0.0   0.011  0.4565894
0.001   0.0   0.012  0.45358378
0.001   0.0   0.013  0.45046353
0.001   0.0   0.014  0.44705003
0.001   0.0   0.015  0.44389325
0.001   0.0   0.016  0.4412719
0.001   0.0   0.017  0.4394892
0.001   0.0   0.018  0.4381234
0.001   0.0   0.019  0.4365809
0.001   0.0   0.02  0.43498725
0.001   0.0   0.021  0.43330538
0.001   0.0   0.022  0.4317296
0.001   0.0   0.023  0.43007517
0.001   0.0   0.024  0.4286301
0.001   0.0   0.025  0.42765808
0.001   0.0   0.026  0.4268666
0.001   0.0   0.027  0.42609745
0.001   0.0   0.028  0.42516625
0.001   0.0   0.029  0.42436868
0.001   0.0   0.03  0.42365587
0.001   0.0   0.031  0.4232008
0.001   0.0   0.032  0.42291233
0.001   0.0   0.033  0.4227547
0.001   0.0   0.034  0.4227203
0.001   0.0   0.035  0.42271125
0.001   0.0   0.036  0.4229946
