Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v6
strin_x    strain_y    strain_z    v6
-0.02   -0.02   -0.02  0.70606685
-0.02   -0.02   -0.019  0.6987716
-0.02   -0.02   -0.018  0.69144857
-0.02   -0.02   -0.017  0.6840043
-0.02   -0.02   -0.016  0.6761769
-0.02   -0.02   -0.015  0.6682993
-0.02   -0.02   -0.014  0.6602335
-0.02   -0.02   -0.013  0.65204954
-0.02   -0.02   -0.012  0.6437074
-0.02   -0.02   -0.011  0.63535184
-0.02   -0.02   -0.01  0.6270985
-0.02   -0.02   -0.009  0.61889684
-0.02   -0.02   -0.008  0.61016107
-0.02   -0.02   -0.007  0.6007143
-0.02   -0.02   -0.006  0.5908717
-0.02   -0.02   -0.005  0.5807284
-0.02   -0.02   -0.004  0.5708324
-0.02   -0.02   -0.003  0.56163913
-0.02   -0.02   -0.002  0.5525945
-0.02   -0.02   -0.001  0.5439125
-0.02   -0.02   0.0  0.53513896
-0.02   -0.02   0.001  0.52568364
-0.02   -0.02   0.002  0.51882654
-0.02   -0.02   0.003  0.5122687
-0.02   -0.02   0.004  0.5062276
-0.02   -0.02   0.005  0.50127894
-0.02   -0.02   0.006  0.49740067
-0.02   -0.02   0.007  0.493321
-0.02   -0.02   0.008  0.48858654
-0.02   -0.02   0.009  0.48337287
-0.02   -0.02   0.01  0.4778245
-0.02   -0.02   0.011  0.47235143
-0.02   -0.02   0.012  0.4670436
-0.02   -0.02   0.013  0.4622203
-0.02   -0.02   0.014  0.45778316
-0.02   -0.02   0.015  0.4533183
-0.02   -0.02   0.016  0.44926897
-0.02   -0.02   0.017  0.4457636
-0.02   -0.02   0.018  0.4415572
-0.02   -0.02   0.019  0.43663952
-0.019   -0.02   -0.02  0.7062222
-0.019   -0.02   -0.019  0.69890463
-0.019   -0.02   -0.018  0.6917294
-0.019   -0.02   -0.017  0.6845495
-0.019   -0.02   -0.016  0.6768934
-0.019   -0.02   -0.015  0.6690156
-0.019   -0.02   -0.014  0.66113067
-0.019   -0.02   -0.013  0.65311265
-0.019   -0.02   -0.012  0.6453335
-0.019   -0.02   -0.011  0.6367035
-0.019   -0.02   -0.01  0.6281416
-0.019   -0.02   -0.009  0.6201638
-0.019   -0.02   -0.008  0.6118964
-0.019   -0.02   -0.007  0.6025651
-0.019   -0.02   -0.006  0.593127
-0.019   -0.02   -0.005  0.58299226
-0.019   -0.02   -0.004  0.57299507
-0.019   -0.02   -0.003  0.5636183
-0.019   -0.02   -0.002  0.5547533
-0.019   -0.02   -0.001  0.5460329
-0.019   -0.02   0.0  0.53751194
-0.019   -0.02   0.001  0.5285062
-0.019   -0.02   0.002  0.52148974
-0.019   -0.02   0.003  0.5150412
-0.019   -0.02   0.004  0.5089029
-0.019   -0.02   0.005  0.5037808
-0.019   -0.02   0.006  0.49995285
-0.019   -0.02   0.007  0.49576622
-0.019   -0.02   0.008  0.4907012
-0.019   -0.02   0.009  0.48525912
-0.019   -0.02   0.01  0.47967243
-0.019   -0.02   0.011  0.47424614
-0.019   -0.02   0.012  0.46909323
-0.019   -0.02   0.013  0.4640233
-0.019   -0.02   0.014  0.45904115
-0.019   -0.02   0.015  0.45448986
-0.019   -0.02   0.016  0.45033455
-0.019   -0.02   0.017  0.44669884
