Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v2
strin_x    strain_y    strain_z    v2
-0.02   -0.02   -0.02  0.59535766
-0.02   -0.02   -0.019  0.58409476
-0.02   -0.02   -0.018  0.5735384
-0.02   -0.02   -0.017  0.5633737
-0.02   -0.02   -0.016  0.553395
-0.02   -0.02   -0.015  0.54360557
-0.02   -0.02   -0.014  0.53374743
-0.02   -0.02   -0.013  0.52393925
-0.02   -0.02   -0.012  0.51445735
-0.02   -0.02   -0.011  0.50520563
-0.02   -0.02   -0.01  0.4966455
-0.02   -0.02   -0.009  0.48768234
-0.02   -0.02   -0.008  0.47898716
-0.02   -0.02   -0.007  0.47092372
-0.02   -0.02   -0.006  0.4631604
-0.02   -0.02   -0.005  0.4552818
-0.02   -0.02   -0.004  0.44807285
-0.02   -0.02   -0.003  0.44081783
-0.02   -0.02   -0.002  0.43372506
-0.02   -0.02   -0.001  0.42700434
-0.02   -0.02   0.0  0.42036527
-0.02   -0.02   0.001  0.41515413
-0.02   -0.02   0.002  0.41130665
-0.02   -0.02   0.003  0.4076758
-0.02   -0.02   0.004  0.40410578
-0.02   -0.02   0.005  0.40040827
-0.02   -0.02   0.006  0.39644718
-0.02   -0.02   0.007  0.3920921
-0.02   -0.02   0.008  0.38747677
-0.02   -0.02   0.009  0.3834678
-0.02   -0.02   0.01  0.37948298
-0.02   -0.02   0.011  0.37575477
-0.02   -0.02   0.012  0.37233937
-0.02   -0.02   0.013  0.36923844
-0.02   -0.02   0.014  0.36658978
-0.02   -0.02   0.015  0.36432344
-0.02   -0.02   0.016  0.36199737
-0.02   -0.02   0.017  0.35950166
-0.02   -0.02   0.018  0.35666534
-0.02   -0.02   0.019  0.3550472
-0.019   -0.02   -0.02  0.59294736
-0.019   -0.02   -0.019  0.58221054
-0.019   -0.02   -0.018  0.57120234
-0.019   -0.02   -0.017  0.56088245
-0.019   -0.02   -0.016  0.55087465
-0.019   -0.02   -0.015  0.54090625
-0.019   -0.02   -0.014  0.53088355
-0.019   -0.02   -0.013  0.52080745
-0.019   -0.02   -0.012  0.5109267
-0.019   -0.02   -0.011  0.5011121
-0.019   -0.02   -0.01  0.49248117
-0.019   -0.02   -0.009  0.4840132
-0.019   -0.02   -0.008  0.47553253
-0.019   -0.02   -0.007  0.4674583
-0.019   -0.02   -0.006  0.45986038
-0.019   -0.02   -0.005  0.45244038
-0.019   -0.02   -0.004  0.4453771
-0.019   -0.02   -0.003  0.43819797
-0.019   -0.02   -0.002  0.43077564
-0.019   -0.02   -0.001  0.42402318
-0.019   -0.02   0.0  0.41778922
-0.019   -0.02   0.001  0.41249034
-0.019   -0.02   0.002  0.40821633
-0.019   -0.02   0.003  0.40413964
-0.019   -0.02   0.004  0.4004559
-0.019   -0.02   0.005  0.39653802
-0.019   -0.02   0.006  0.39260012
-0.019   -0.02   0.007  0.38803965
-0.019   -0.02   0.008  0.38339508
-0.019   -0.02   0.009  0.37891296
-0.019   -0.02   0.01  0.37500387
-0.019   -0.02   0.011  0.3717187
-0.019   -0.02   0.012  0.36860907
-0.019   -0.02   0.013  0.36602607
-0.019   -0.02   0.014  0.36339432
-0.019   -0.02   0.015  0.36082935
-0.019   -0.02   0.016  0.3585255
-0.019   -0.02   0.017  0.35604823
-0.019   -0.02   0.018  0.353605
-0.019   -0.02   0.019  0.35217118
-0.018   -0.02   -0.02  0.59098977
-0.018   -0.02   -0.019  0.58026075
-0.018   -0.02   -0.018  0.56923187
-0.018   -0.02   -0.017  0.558505
-0.018   -0.02   -0.016  0.54845476
-0.018   -0.02   -0.015  0.53826237
-0.018   -0.02   -0.014  0.5282578
-0.018   -0.02   -0.013  0.5183299
-0.018   -0.02   -0.012  0.50831884
-0.018   -0.02   -0.011  0.49829525
-0.018   -0.02   -0.01  0.48958033
-0.018   -0.02   -0.009  0.48138565
-0.018   -0.02   -0.008  0.47294527
-0.018   -0.02   -0.007  0.46502823
-0.018   -0.02   -0.006  0.457628
-0.018   -0.02   -0.005  0.45046872
-0.018   -0.02   -0.004  0.4432318
-0.018   -0.02   -0.003  0.43598244
-0.018   -0.02   -0.002  0.4288837
-0.018   -0.02   -0.001  0.4220379
-0.018   -0.02   0.0  0.41607738
-0.018   -0.02   0.001  0.4101451
-0.018   -0.02   0.002  0.40500826
-0.018   -0.02   0.003  0.40074354
-0.018   -0.02   0.004  0.39666367
-0.018   -0.02   0.005  0.39288682
-0.018   -0.02   0.006  0.3886344
-0.018   -0.02   0.007  0.38436043
-0.018   -0.02   0.008  0.37947717
-0.018   -0.02   0.009  0.37496728
-0.018   -0.02   0.01  0.371342
-0.018   -0.02   0.011  0.36823007
-0.018   -0.02   0.012  0.3654241
-0.018   -0.02   0.013  0.36296576
-0.018   -0.02   0.014  0.36012095
-0.018   -0.02   0.015  0.357516
-0.018   -0.02   0.016  0.35499936
-0.018   -0.02   0.017  0.3526978
-0.018   -0.02   0.018  0.35098353
-0.018   -0.02   0.019  0.3490633
-0.017   -0.02   -0.02  0.5889295
-0.017   -0.02   -0.019  0.5781968
-0.017   -0.02   -0.018  0.56729525
-0.017   -0.02   -0.017  0.55619574
-0.017   -0.02   -0.016  0.54599637
-0.017   -0.02   -0.015  0.5357264
-0.017   -0.02   -0.014  0.5256622
-0.017   -0.02   -0.013  0.5159505
-0.017   -0.02   -0.012  0.5063196
-0.017   -0.02   -0.011  0.49668097
-0.017   -0.02   -0.01  0.4876157
-0.017   -0.02   -0.009  0.47910738
-0.017   -0.02   -0.008  0.47065395
-0.017   -0.02   -0.007  0.4631145
-0.017   -0.02   -0.006  0.45580637
-0.017   -0.02   -0.005  0.44878715
-0.017   -0.02   -0.004  0.4413531
-0.017   -0.02   -0.003  0.43411005
-0.017   -0.02   -0.002  0.42721742
-0.017   -0.02   -0.001  0.42068285
-0.017   -0.02   0.0  0.41399372
-0.017   -0.02   0.001  0.4075384
-0.017   -0.02   0.002  0.4021594
-0.017   -0.02   0.003  0.39734116
-0.017   -0.02   0.004  0.39304447
-0.017   -0.02   0.005  0.3889164
-0.017   -0.02   0.006  0.3847289
-0.017   -0.02   0.007  0.380388
-0.017   -0.02   0.008  0.3759709
-0.017   -0.02   0.009  0.37158632
-0.017   -0.02   0.01  0.368384
-0.017   -0.02   0.011  0.365287
-0.017   -0.02   0.012  0.36238432
-0.017   -0.02   0.013  0.35989523
-0.017   -0.02   0.014  0.35721302
-0.017   -0.02   0.015  0.35452223
-0.017   -0.02   0.016  0.35214257
-0.017   -0.02   0.017  0.35004455
-0.017   -0.02   0.018  0.3479835
-0.017   -0.02   0.019  0.3456644
-0.016   -0.02   -0.02  0.58691335
-0.016   -0.02   -0.019  0.57613605
-0.016   -0.02   -0.018  0.5653048
-0.016   -0.02   -0.017  0.55474627
-0.016   -0.02   -0.016  0.54420424
-0.016   -0.02   -0.015  0.5334647
-0.016   -0.02   -0.014  0.52335006
-0.016   -0.02   -0.013  0.5138073
-0.016   -0.02   -0.012  0.5044297
-0.016   -0.02   -0.011  0.49514806
-0.016   -0.02   -0.01  0.48603332
-0.016   -0.02   -0.009  0.47716445
-0.016   -0.02   -0.008  0.46858335
-0.016   -0.02   -0.007  0.46119693
-0.016   -0.02   -0.006  0.4538922
-0.016   -0.02   -0.005  0.44705516
-0.016   -0.02   -0.004  0.43973017
-0.016   -0.02   -0.003  0.43264404
-0.016   -0.02   -0.002  0.42577052
-0.016   -0.02   -0.001  0.4187848
-0.016   -0.02   0.0  0.4115991
-0.016   -0.02   0.001  0.40495446
-0.016   -0.02   0.002  0.39916462
