Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v1
strin_x    strain_y    strain_z    v1
-0.009   -0.02   -0.011  0.47570187
-0.009   -0.02   -0.01  0.4766186
-0.009   -0.02   -0.009  0.47812957
-0.009   -0.02   -0.008  0.47941923
-0.009   -0.02   -0.007  0.4800825
-0.009   -0.02   -0.006  0.4812039
-0.009   -0.02   -0.005  0.48320442
-0.009   -0.02   -0.004  0.48599762
-0.009   -0.02   -0.003  0.4886424
-0.009   -0.02   -0.002  0.49053007
-0.009   -0.02   -0.001  0.4921927
-0.009   -0.02   0.0  0.4942912
-0.009   -0.02   0.001  0.49689114
-0.009   -0.02   0.002  0.49973124
-0.009   -0.02   0.003  0.5028819
-0.009   -0.02   0.004  0.505945
-0.009   -0.02   0.005  0.50884634
-0.009   -0.02   0.006  0.5114178
-0.009   -0.02   0.007  0.513548
-0.009   -0.02   0.008  0.5155175
-0.009   -0.02   0.009  0.51775336
-0.009   -0.02   0.01  0.51936406
-0.009   -0.02   0.011  0.52099746
-0.009   -0.02   0.012  0.52317804
-0.009   -0.02   0.013  0.52564836
-0.009   -0.02   0.014  0.5284627
-0.009   -0.02   0.015  0.5312631
-0.009   -0.02   0.016  0.5344408
-0.009   -0.02   0.017  0.53803235
-0.009   -0.02   0.018  0.5412516
-0.009   -0.02   0.019  0.5448745
-0.008   -0.02   -0.02  0.4565372
-0.008   -0.02   -0.019  0.45760548
-0.008   -0.02   -0.018  0.4590401
-0.008   -0.02   -0.017  0.4610063
-0.008   -0.02   -0.016  0.46275836
-0.008   -0.02   -0.015  0.46392065
-0.008   -0.02   -0.014  0.46493536
-0.008   -0.02   -0.013  0.46496874
-0.008   -0.02   -0.012  0.46502832
-0.008   -0.02   -0.011  0.46543384
-0.008   -0.02   -0.01  0.4667867
-0.008   -0.02   -0.009  0.4688142
-0.008   -0.02   -0.008  0.4706877
-0.008   -0.02   -0.007  0.47186446
-0.008   -0.02   -0.006  0.47303462
-0.008   -0.02   -0.005  0.47530514
-0.008   -0.02   -0.004  0.4784096
-0.008   -0.02   -0.003  0.48064363
-0.008   -0.02   -0.002  0.4822297
-0.008   -0.02   -0.001  0.48426312
-0.008   -0.02   0.0  0.48590255
-0.008   -0.02   0.001  0.48816305
-0.008   -0.02   0.002  0.4906376
-0.008   -0.02   0.003  0.49362868
-0.008   -0.02   0.004  0.49653012
-0.008   -0.02   0.005  0.49956745
-0.008   -0.02   0.006  0.5023424
-0.008   -0.02   0.007  0.5049268
-0.008   -0.02   0.008  0.5074263
-0.008   -0.02   0.009  0.5092772
-0.008   -0.02   0.01  0.51063997
-0.008   -0.02   0.011  0.512628
-0.008   -0.02   0.012  0.51498216
-0.008   -0.02   0.013  0.5178582
-0.008   -0.02   0.014  0.5207568
-0.008   -0.02   0.015  0.52359825
-0.008   -0.02   0.016  0.5268283
-0.008   -0.02   0.017  0.5307184
-0.008   -0.02   0.018  0.53417677
-0.008   -0.02   0.019  0.537974
-0.007   -0.02   -0.02  0.44442934
-0.007   -0.02   -0.019  0.4452502
-0.007   -0.02   -0.018  0.44688243
-0.007   -0.02   -0.017  0.44850314
-0.007   -0.02   -0.016  0.44985306
-0.007   -0.02   -0.015  0.4507532
-0.007   -0.02   -0.014  0.45216525
-0.007   -0.02   -0.013  0.45349687
-0.007   -0.02   -0.012  0.45457292
-0.007   -0.02   -0.011  0.45572895
-0.007   -0.02   -0.01  0.4571873
-0.007   -0.02   -0.009  0.4588649
-0.007   -0.02   -0.008  0.4607932
-0.007   -0.02   -0.007  0.46291322
-0.007   -0.02   -0.006  0.46441716
-0.007   -0.02   -0.005  0.46654335
-0.007   -0.02   -0.004  0.47014582
-0.007   -0.02   -0.003  0.47225386
-0.007   -0.02   -0.002  0.47404683
-0.007   -0.02   -0.001  0.47610867
-0.007   -0.02   0.0  0.47797465
-0.007   -0.02   0.001  0.47946727
-0.007   -0.02   0.002  0.4814453
-0.007   -0.02   0.003  0.48431224
-0.007   -0.02   0.004  0.4871983
-0.007   -0.02   0.005  0.49025482
-0.007   -0.02   0.006  0.49320716
-0.007   -0.02   0.007  0.49604148
-0.007   -0.02   0.008  0.49914926
-0.007   -0.02   0.009  0.50120175
-0.007   -0.02   0.01  0.5030821
-0.007   -0.02   0.011  0.50512415
-0.007   -0.02   0.012  0.50749534
-0.007   -0.02   0.013  0.51017076
-0.007   -0.02   0.014  0.51308566
-0.007   -0.02   0.015  0.5163382
-0.007   -0.02   0.016  0.5197969
-0.007   -0.02   0.017  0.52350247
-0.007   -0.02   0.018  0.5269392
-0.007   -0.02   0.019  0.5306
-0.006   -0.02   -0.02  0.43264455
-0.006   -0.02   -0.019  0.43342757
-0.006   -0.02   -0.018  0.43445855
-0.006   -0.02   -0.017  0.4356159
-0.006   -0.02   -0.016  0.43670893
-0.006   -0.02   -0.015  0.43767303
-0.006   -0.02   -0.014  0.43899512
-0.006   -0.02   -0.013  0.44106752
-0.006   -0.02   -0.012  0.44295847
-0.006   -0.02   -0.011  0.44466966
-0.006   -0.02   -0.01  0.44686717
-0.006   -0.02   -0.009  0.4491716
-0.006   -0.02   -0.008  0.4510849
-0.006   -0.02   -0.007  0.45310208
-0.006   -0.02   -0.006  0.4553918
-0.006   -0.02   -0.005  0.4571759
-0.006   -0.02   -0.004  0.4599106
-0.006   -0.02   -0.003  0.4627971
-0.006   -0.02   -0.002  0.46539682
-0.006   -0.02   -0.001  0.46781528
-0.006   -0.02   0.0  0.46981972
-0.006   -0.02   0.001  0.471416
-0.006   -0.02   0.002  0.47288942
-0.006   -0.02   0.003  0.47533327
-0.006   -0.02   0.004  0.47808772
-0.006   -0.02   0.005  0.48078573
-0.006   -0.02   0.006  0.4843725
-0.006   -0.02   0.007  0.48756927
-0.006   -0.02   0.008  0.49051958
-0.006   -0.02   0.009  0.49340641
-0.006   -0.02   0.01  0.49589026
-0.006   -0.02   0.011  0.49815774
-0.006   -0.02   0.012  0.50049746
-0.006   -0.02   0.013  0.50342166
-0.006   -0.02   0.014  0.5065765
-0.006   -0.02   0.015  0.5098846
-0.006   -0.02   0.016  0.513431
-0.006   -0.02   0.017  0.5169609
-0.006   -0.02   0.018  0.51974595
-0.006   -0.02   0.019  0.52298135
-0.005   -0.02   -0.02  0.4217482
-0.005   -0.02   -0.019  0.42217052
-0.005   -0.02   -0.018  0.4224317
-0.005   -0.02   -0.017  0.4230203
-0.005   -0.02   -0.016  0.42385185
-0.005   -0.02   -0.015  0.42519003
-0.005   -0.02   -0.014  0.42685282
-0.005   -0.02   -0.013  0.4287179
-0.005   -0.02   -0.012  0.43114677
-0.005   -0.02   -0.011  0.43340677
-0.005   -0.02   -0.01  0.43593398
-0.005   -0.02   -0.009  0.43837255
-0.005   -0.02   -0.008  0.4411409
-0.005   -0.02   -0.007  0.44364238
-0.005   -0.02   -0.006  0.445251
-0.005   -0.02   -0.005  0.4473719
-0.005   -0.02   -0.004  0.44996047
-0.005   -0.02   -0.003  0.45261943
-0.005   -0.02   -0.002  0.4553979
-0.005   -0.02   -0.001  0.45809406
-0.005   -0.02   0.0  0.46098793
-0.005   -0.02   0.001  0.46320313
-0.005   -0.02   0.002  0.46501505
-0.005   -0.02   0.003  0.46712202
-0.005   -0.02   0.004  0.46961862
-0.005   -0.02   0.005  0.47216827
-0.005   -0.02   0.006  0.4754424
-0.005   -0.02   0.007  0.47883344
-0.005   -0.02   0.008  0.48199433
-0.005   -0.02   0.009  0.4853636
-0.005   -0.02   0.01  0.48869014
-0.005   -0.02   0.011  0.49151343
-0.005   -0.02   0.012  0.4942292
-0.005   -0.02   0.013  0.497315
-0.005   -0.02   0.014  0.5004144
-0.005   -0.02   0.015  0.50393987
-0.005   -0.02   0.016  0.5075295
-0.005   -0.02   0.017  0.51058877
-0.005   -0.02   0.018  0.51303774
-0.005   -0.02   0.019  0.51617134
-0.004   -0.02   -0.02  0.41123742
-0.004   -0.02   -0.019  0.4112501
-0.004   -0.02   -0.018  0.41114807
-0.004   -0.02   -0.017  0.41183102
-0.004   -0.02   -0.016  0.412753
-0.004   -0.02   -0.015  0.41375905
-0.004   -0.02   -0.014  0.41531533
-0.004   -0.02   -0.013  0.41699588
-0.004   -0.02   -0.012  0.41910848
-0.004   -0.02   -0.011  0.42205858
-0.004   -0.02   -0.01  0.4249993
-0.004   -0.02   -0.009  0.42753613
-0.004   -0.02   -0.008  0.43037862
-0.004   -0.02   -0.007  0.43267816
-0.004   -0.02   -0.006  0.4345714
-0.004   -0.02   -0.005  0.4363132
-0.004   -0.02   -0.004  0.4393704
-0.004   -0.02   -0.003  0.44219816
-0.004   -0.02   -0.002  0.44512808
-0.004   -0.02   -0.001  0.44781733
-0.004   -0.02   0.0  0.45028865
-0.004   -0.02   0.001  0.45296222
-0.004   -0.02   0.002  0.4557144
-0.004   -0.02   0.003  0.45810908
-0.004   -0.02   0.004  0.4607165
-0.004   -0.02   0.005  0.4639031
-0.004   -0.02   0.006  0.4670974
-0.004   -0.02   0.007  0.4698748
-0.004   -0.02   0.008  0.4732073
-0.004   -0.02   0.009  0.47712362
-0.004   -0.02   0.01  0.48102754
-0.004   -0.02   0.011  0.48453373
-0.004   -0.02   0.012  0.48779172
