Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v1
strin_x    strain_y    strain_z    v1
-0.1   -0.1   -0.1  1.0567948
-0.1   -0.1   -0.099  1.0567391
-0.1   -0.1   -0.098  1.0564482
-0.1   -0.1   -0.097  1.0561342
-0.1   -0.1   -0.096  1.0558174
-0.1   -0.1   -0.095  1.0556962
-0.1   -0.1   -0.094  1.055573
-0.1   -0.1   -0.093  1.055398
-0.1   -0.1   -0.092  1.0553483
-0.1   -0.1   -0.091  1.0552155
-0.1   -0.1   -0.09  1.0550494
-0.1   -0.1   -0.089  1.0549711
-0.1   -0.1   -0.088  1.0549622
-0.1   -0.1   -0.087  1.0549533
-0.1   -0.1   -0.086  1.0549322
-0.1   -0.1   -0.085  1.0548372
-0.1   -0.1   -0.084  1.0546485
-0.1   -0.1   -0.083  1.0540994
-0.1   -0.1   -0.082  1.0535517
-0.1   -0.1   -0.081  1.0533113
-0.1   -0.1   -0.08  1.0530427
-0.1   -0.1   -0.079  1.0527059
-0.1   -0.1   -0.078  1.0523218
-0.1   -0.1   -0.077  1.0518919
-0.1   -0.1   -0.076  1.0512453
-0.1   -0.1   -0.075  1.0505105
-0.1   -0.1   -0.074  1.0497347
-0.1   -0.1   -0.073  1.0489349
-0.1   -0.1   -0.072  1.0480627
-0.1   -0.1   -0.071  1.0468807
-0.1   -0.1   -0.07  1.0462081
-0.1   -0.1   -0.069  1.0457393
-0.1   -0.1   -0.068  1.0452602
-0.1   -0.1   -0.067  1.0449222
-0.1   -0.1   -0.066  1.0446868
-0.1   -0.1   -0.065  1.0443062
-0.1   -0.1   -0.064  1.0434659
-0.1   -0.1   -0.063  1.0426198
-0.1   -0.1   -0.062  1.0417506
-0.1   -0.1   -0.061  1.0408996
-0.1   -0.1   -0.06  1.0401558
-0.1   -0.1   -0.059  1.0397307
-0.1   -0.1   -0.058  1.0394398
-0.1   -0.1   -0.057  1.0392182
-0.1   -0.1   -0.056  1.0385323
-0.1   -0.1   -0.055  1.0376939
-0.1   -0.1   -0.054  1.0367469
-0.1   -0.1   -0.053  1.0359626
-0.1   -0.1   -0.052  1.0353305
-0.1   -0.1   -0.051  1.0351443
-0.1   -0.1   -0.05  1.0350696
-0.1   -0.1   -0.049  1.0350238
-0.1   -0.1   -0.048  1.0349815
-0.1   -0.1   -0.047  1.0349355
-0.1   -0.1   -0.046  1.0348879
-0.1   -0.1   -0.045  1.0350667
-0.1   -0.1   -0.044  1.0355144
-0.1   -0.1   -0.043  1.0361423
-0.1   -0.1   -0.042  1.0368029
-0.1   -0.1   -0.041  1.0376364
-0.1   -0.1   -0.04  1.0381463
-0.1   -0.1   -0.039  1.0380378
-0.1   -0.1   -0.038  1.0379001
-0.1   -0.1   -0.037  1.0376822
-0.1   -0.1   -0.036  1.0373269
-0.1   -0.1   -0.035  1.0368773
-0.1   -0.1   -0.034  1.0361866
-0.1   -0.1   -0.033  1.0353376
-0.1   -0.1   -0.032  1.0349624
-0.1   -0.1   -0.031  1.0347825
-0.1   -0.1   -0.03  1.0349796
-0.1   -0.1   -0.029  1.0356759
-0.1   -0.1   -0.028  1.036506
-0.1   -0.1   -0.027  1.0374925
-0.1   -0.1   -0.026  1.038355
-0.1   -0.1   -0.025  1.0392215
