Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v3
strin_x    strain_y    strain_z    v3
-0.02   -0.02   -0.02  -0.41581622
-0.02   -0.02   -0.019  -0.4111426
-0.02   -0.02   -0.018  -0.40665933
-0.02   -0.02   -0.017  -0.4022064
-0.02   -0.02   -0.016  -0.39800042
-0.02   -0.02   -0.015  -0.39353985
-0.02   -0.02   -0.014  -0.38930005
-0.02   -0.02   -0.013  -0.38512585
-0.02   -0.02   -0.012  -0.3809579
-0.02   -0.02   -0.011  -0.37686053
-0.02   -0.02   -0.01  -0.3727528
-0.02   -0.02   -0.009  -0.3685368
-0.02   -0.02   -0.008  -0.36459136
-0.02   -0.02   -0.007  -0.3607488
-0.02   -0.02   -0.006  -0.35697535
-0.02   -0.02   -0.005  -0.35271883
-0.02   -0.02   -0.004  -0.34893993
-0.02   -0.02   -0.003  -0.34549946
-0.02   -0.02   -0.002  -0.3429088
-0.02   -0.02   -0.001  -0.34100336
-0.02   -0.02   0.0  -0.3409262
-0.02   -0.02   0.001  -0.34116942
-0.02   -0.02   0.002  -0.3415112
-0.02   -0.02   0.003  -0.34231883
-0.02   -0.02   0.004  -0.34341782
-0.02   -0.02   0.005  -0.34427175
-0.02   -0.02   0.006  -0.34508577
-0.02   -0.02   0.007  -0.3459941
-0.02   -0.02   0.008  -0.3472615
-0.02   -0.02   0.009  -0.34831557
-0.02   -0.02   0.01  -0.34940243
-0.02   -0.02   0.011  -0.35045204
-0.02   -0.02   0.012  -0.3516805
-0.02   -0.02   0.013  -0.3531016
-0.02   -0.02   0.014  -0.3541414
-0.02   -0.02   0.015  -0.35506016
-0.02   -0.02   0.016  -0.3558244
-0.02   -0.02   0.017  -0.35654563
-0.02   -0.02   0.018  -0.3570395
-0.02   -0.02   0.019  -0.35703266
-0.019   -0.02   -0.02  -0.41596127
-0.019   -0.02   -0.019  -0.41126266
-0.019   -0.02   -0.018  -0.40667573
-0.019   -0.02   -0.017  -0.40220344
-0.019   -0.02   -0.016  -0.39807343
-0.019   -0.02   -0.015  -0.39388835
-0.019   -0.02   -0.014  -0.38968307
-0.019   -0.02   -0.013  -0.38535494
-0.019   -0.02   -0.012  -0.38122976
-0.019   -0.02   -0.011  -0.37711743
-0.019   -0.02   -0.01  -0.373201
-0.019   -0.02   -0.009  -0.3692206
-0.019   -0.02   -0.008  -0.36501607
-0.019   -0.02   -0.007  -0.36101434
-0.019   -0.02   -0.006  -0.35725427
-0.019   -0.02   -0.005  -0.352871
-0.019   -0.02   -0.004  -0.3487779
-0.019   -0.02   -0.003  -0.34572273
-0.019   -0.02   -0.002  -0.343362
-0.019   -0.02   -0.001  -0.3418966
-0.019   -0.02   0.0  -0.34196758
-0.019   -0.02   0.001  -0.34221607
-0.019   -0.02   0.002  -0.3425269
-0.019   -0.02   0.003  -0.3435825
-0.019   -0.02   0.004  -0.34480083
-0.019   -0.02   0.005  -0.34583855
-0.019   -0.02   0.006  -0.34652287
-0.019   -0.02   0.007  -0.34727046
-0.019   -0.02   0.008  -0.34830487
-0.019   -0.02   0.009  -0.34959215
-0.019   -0.02   0.01  -0.3504979
-0.019   -0.02   0.011  -0.35136408
-0.019   -0.02   0.012  -0.3527372
-0.019   -0.02   0.013  -0.35413918
-0.019   -0.02   0.014  -0.3553878
-0.019   -0.02   0.015  -0.35653186
-0.019   -0.02   0.016  -0.3574749
-0.019   -0.02   0.017  -0.3580684
-0.019   -0.02   0.018  -0.35830966
-0.019   -0.02   0.019  -0.35828733
-0.018   -0.02   -0.02  -0.41623786
-0.018   -0.02   -0.019  -0.4116122
-0.018   -0.02   -0.018  -0.40698868
-0.018   -0.02   -0.017  -0.40257856
-0.018   -0.02   -0.016  -0.3984942
-0.018   -0.02   -0.015  -0.39452142
-0.018   -0.02   -0.014  -0.3903773
-0.018   -0.02   -0.013  -0.38606602
-0.018   -0.02   -0.012  -0.38183412
-0.018   -0.02   -0.011  -0.3777904
-0.018   -0.02   -0.01  -0.3738305
-0.018   -0.02   -0.009  -0.36988178
-0.018   -0.02   -0.008  -0.36581105
-0.018   -0.02   -0.007  -0.36185485
-0.018   -0.02   -0.006  -0.35789248
-0.018   -0.02   -0.005  -0.35366786
-0.018   -0.02   -0.004  -0.34975904
