Inference results by NN model
strain parameters and last term is v5
strain_x    strain_y     strain_z     v5
-0.0     -0.03     -0.0     0.48382318
-0.0     -0.029     -0.0     0.48257184
-0.0     -0.028     -0.0     0.48138118
-0.0     -0.027     -0.0     0.4802245
-0.0     -0.026     -0.0     0.47956187
-0.0     -0.025     -0.0     0.47904408
-0.0     -0.024     -0.0     0.47862238
-0.0     -0.023     -0.0     0.47815704
-0.0     -0.022     -0.0     0.4776296
-0.0     -0.021     -0.0     0.4771331
-0.0     -0.02     -0.0     0.47714806
-0.0     -0.019     -0.0     0.4772489
-0.0     -0.018     -0.0     0.4775213
-0.0     -0.017     -0.0     0.47802842
-0.0     -0.016     -0.0     0.4782418
-0.0     -0.015     -0.0     0.4787618
-0.0     -0.014     -0.0     0.47991264
-0.0     -0.013     -0.0     0.481336
-0.0     -0.012     -0.0     0.48343045
-0.0     -0.011     -0.0     0.48563474
-0.0     -0.01     -0.0     0.4880442
-0.0     -0.009     -0.0     0.49061143
-0.0     -0.008     -0.0     0.49353623
-0.0     -0.007     -0.0     0.4954449
-0.0     -0.006     -0.0     0.49725568
-0.0     -0.005     -0.0     0.49989742
-0.0     -0.004     -0.0     0.501913
-0.0     -0.003     -0.0     0.50330156
-0.0     -0.002     -0.0     0.5047788
-0.0     -0.001     -0.0     0.50697196
0.0     0.0     0.0     0.5086755
0.0     0.001     0.0     0.5099574
0.0     0.002     0.0     0.5104164
0.0     0.003     0.0     0.5108936
0.0     0.004     0.0     0.5108076
0.0     0.005     0.0     0.51115495
0.0     0.006     0.0     0.5119105
0.0     0.007     0.0     0.51239437
0.0     0.008     0.0     0.5133208
0.0     0.009     0.0     0.51492566
0.0     0.01     0.0     0.51659197
0.0     0.011     0.0     0.5184979
0.0     0.012     0.0     0.5210231
0.0     0.013     0.0     0.5236385
0.0     0.014     0.0     0.5258227
0.0     0.015     0.0     0.5278032
0.0     0.016     0.0     0.53018403
0.0     0.017     0.0     0.5327472
0.0     0.018     0.0     0.5354896
0.0     0.019     0.0     0.538451
0.0     0.02     0.0     0.54147196
0.0     0.021     0.0     0.5444435
0.0     0.022     0.0     0.5476031
0.0     0.023     0.0     0.55082756
0.0     0.024     0.0     0.55405
0.0     0.025     0.0     0.55756825
0.0     0.026     0.0     0.5609255
0.0     0.027     0.0     0.56446195
0.0     0.028     0.0     0.56844205
0.0     0.029     0.0     0.572659
0.0     0.03     0.0     0.5768922
