Inference results by NN model
strain parameters and last term is v3
strain_x    strain_y     strain_z     v3
-0.03     -0.03     -0.0     -0.36157447
-0.029     -0.029     -0.0     -0.35949966
-0.028     -0.028     -0.0     -0.3576336
-0.027     -0.027     -0.0     -0.35583213
-0.026     -0.026     -0.0     -0.354046
-0.025     -0.025     -0.0     -0.35235864
-0.024     -0.024     -0.0     -0.35079497
-0.023     -0.023     -0.0     -0.34923142
-0.022     -0.022     -0.0     -0.347719
-0.021     -0.021     -0.0     -0.34637976
-0.02     -0.02     -0.0     -0.34516007
-0.019     -0.019     -0.0     -0.34404826
-0.018     -0.018     -0.0     -0.34297627
-0.017     -0.017     -0.0     -0.34160274
-0.016     -0.016     -0.0     -0.34016734
-0.015     -0.015     -0.0     -0.33876985
-0.014     -0.014     -0.0     -0.337359
-0.013     -0.013     -0.0     -0.33650327
-0.012     -0.012     -0.0     -0.33602172
-0.011     -0.011     -0.0     -0.33569914
-0.01     -0.01     -0.0     -0.33516455
-0.009     -0.009     -0.0     -0.33390754
-0.008     -0.008     -0.0     -0.33166456
-0.007     -0.007     -0.0     -0.32898122
-0.006     -0.006     -0.0     -0.32727507
-0.005     -0.005     -0.0     -0.32568824
-0.004     -0.004     -0.0     -0.32468763
-0.003     -0.003     -0.0     -0.32443988
-0.002     -0.002     -0.0     -0.3235992
-0.001     -0.001     -0.0     -0.32232308
0.0     0.0     0.0     -0.32251433
0.001     0.001     0.0     -0.32048368
0.002     0.002     0.0     -0.31888777
0.003     0.003     0.0     -0.31718016
0.004     0.004     0.0     -0.31471342
0.005     0.005     0.0     -0.31122184
0.006     0.006     0.0     -0.30733472
0.007     0.007     0.0     -0.3029201
0.008     0.008     0.0     -0.29787022
0.009     0.009     0.0     -0.29317367
0.01     0.01     0.0     -0.28860617
0.011     0.011     0.0     -0.2845356
0.012     0.012     0.0     -0.28137133
0.013     0.013     0.0     -0.27841285
0.014     0.014     0.0     -0.2759447
0.015     0.015     0.0     -0.2741471
0.016     0.016     0.0     -0.27239668
0.017     0.017     0.0     -0.27093434
0.018     0.018     0.0     -0.26971608
0.019     0.019     0.0     -0.26928535
0.02     0.02     0.0     -0.26900288
0.021     0.021     0.0     -0.26881683
0.022     0.022     0.0     -0.2691013
0.023     0.023     0.0     -0.2695204
0.024     0.024     0.0     -0.26977047
0.025     0.025     0.0     -0.27016014
0.026     0.026     0.0     -0.27074093
0.027     0.027     0.0     -0.2714608
0.028     0.028     0.0     -0.27219576
0.029     0.029     0.0     -0.2729225
0.03     0.03     0.0     -0.27387315
