Inference results by NN model
strain parameters and last term is v6
strain_x    strain_y     strain_z     v6
-0.03     -0.03     -0.03     0.7866518
-0.029     -0.029     -0.029     0.7784299
-0.028     -0.028     -0.028     0.7703003
-0.027     -0.027     -0.027     0.76232666
-0.026     -0.026     -0.026     0.7543058
-0.025     -0.025     -0.025     0.7462841
-0.024     -0.024     -0.024     0.7382461
-0.023     -0.023     -0.023     0.7302661
-0.022     -0.022     -0.022     0.7224195
-0.021     -0.021     -0.021     0.714468
-0.02     -0.02     -0.02     0.7064036
-0.019     -0.019     -0.019     0.69851416
-0.018     -0.018     -0.018     0.69091475
-0.017     -0.017     -0.017     0.6835437
-0.016     -0.016     -0.016     0.6760838
-0.015     -0.015     -0.015     0.66836286
-0.014     -0.014     -0.014     0.66097254
-0.013     -0.013     -0.013     0.6539931
-0.012     -0.012     -0.012     0.647077
-0.011     -0.011     -0.011     0.6410004
-0.01     -0.01     -0.01     0.634912
-0.009     -0.009     -0.009     0.62847954
-0.008     -0.008     -0.008     0.623084
-0.007     -0.007     -0.007     0.6183852
-0.006     -0.006     -0.006     0.61291265
-0.005     -0.005     -0.005     0.6070503
-0.004     -0.004     -0.004     0.602466
-0.003     -0.003     -0.003     0.5985495
-0.002     -0.002     -0.002     0.592883
-0.001     -0.001     -0.001     0.5877981
0.0     0.0     0.0     0.58033854
0.001     0.001     0.001     0.57451844
0.002     0.002     0.002     0.5704684
0.003     0.003     0.003     0.5650597
0.004     0.004     0.004     0.55767995
0.005     0.005     0.005     0.5500262
0.006     0.006     0.006     0.54027057
0.007     0.007     0.007     0.53110194
0.008     0.008     0.008     0.5222998
0.009     0.009     0.009     0.5137916
0.01     0.01     0.01     0.5058226
0.011     0.011     0.011     0.49778032
0.012     0.012     0.012     0.49088305
0.013     0.013     0.013     0.48440078
0.014     0.014     0.014     0.47814757
0.015     0.015     0.015     0.47229367
0.016     0.016     0.016     0.46708596
0.017     0.017     0.017     0.46267304
0.018     0.018     0.018     0.45896164
0.019     0.019     0.019     0.45644692
0.02     0.02     0.02     0.45536724
0.021     0.021     0.021     0.45514348
0.022     0.022     0.022     0.45524234
0.023     0.023     0.023     0.45550522
0.024     0.024     0.024     0.4557453
0.025     0.025     0.025     0.45599455
0.026     0.026     0.026     0.4563918
0.027     0.027     0.027     0.45698577
0.028     0.028     0.028     0.45790577
0.029     0.029     0.029     0.45891935
0.03     0.03     0.03     0.45991707
