Inference results by NN model
strain parameters and last term is v2
strain_x    strain_y     strain_z     v2
-0.0     -0.0     -0.03     0.72337854
-0.0     -0.0     -0.029     0.714766
-0.0     -0.0     -0.028     0.70610726
-0.0     -0.0     -0.027     0.69751394
-0.0     -0.0     -0.026     0.68892145
-0.0     -0.0     -0.025     0.6803931
-0.0     -0.0     -0.024     0.6719601
-0.0     -0.0     -0.023     0.66342497
-0.0     -0.0     -0.022     0.654565
-0.0     -0.0     -0.021     0.6458664
-0.0     -0.0     -0.02     0.6372111
-0.0     -0.0     -0.019     0.6287184
-0.0     -0.0     -0.018     0.62046695
-0.0     -0.0     -0.017     0.6119633
-0.0     -0.0     -0.016     0.6038556
-0.0     -0.0     -0.015     0.5959039
-0.0     -0.0     -0.014     0.5880357
-0.0     -0.0     -0.013     0.58031523
-0.0     -0.0     -0.012     0.57222235
-0.0     -0.0     -0.011     0.56351304
-0.0     -0.0     -0.01     0.55485004
-0.0     -0.0     -0.009     0.54519033
-0.0     -0.0     -0.008     0.53581154
-0.0     -0.0     -0.007     0.5269296
-0.0     -0.0     -0.006     0.51848376
-0.0     -0.0     -0.005     0.51060545
-0.0     -0.0     -0.004     0.50206435
-0.0     -0.0     -0.003     0.49340606
-0.0     -0.0     -0.002     0.48418406
-0.0     -0.0     -0.001     0.4750079
0.0     0.0     0.0     0.4664856
0.0     0.0     0.001     0.45760345
0.0     0.0     0.002     0.4484421
0.0     0.0     0.003     0.43864974
0.0     0.0     0.004     0.42954904
0.0     0.0     0.005     0.42106164
0.0     0.0     0.006     0.41163224
0.0     0.0     0.007     0.4010876
0.0     0.0     0.008     0.39063805
0.0     0.0     0.009     0.38078293
0.0     0.0     0.01     0.37063307
0.0     0.0     0.011     0.36106133
0.0     0.0     0.012     0.35092503
0.0     0.0     0.013     0.34089887
0.0     0.0     0.014     0.33122808
0.0     0.0     0.015     0.32167983
0.0     0.0     0.016     0.31170866
0.0     0.0     0.017     0.30205566
0.0     0.0     0.018     0.29282454
0.0     0.0     0.019     0.283818
0.0     0.0     0.02     0.2747475
0.0     0.0     0.021     0.2658526
0.0     0.0     0.022     0.25717697
0.0     0.0     0.023     0.24849172
0.0     0.0     0.024     0.23976582
0.0     0.0     0.025     0.2311257
0.0     0.0     0.026     0.2228076
0.0     0.0     0.027     0.2146306
0.0     0.0     0.028     0.20695706
0.0     0.0     0.029     0.19945692
0.0     0.0     0.03     0.1921407
