Inference results by NN model
strain parameters and last term is v3
strain_x    strain_y     strain_z     v3
-0.03     -0.0     -0.03     -0.42272747
-0.029     -0.0     -0.029     -0.41815442
-0.028     -0.0     -0.028     -0.41374546
-0.027     -0.0     -0.027     -0.40947157
-0.026     -0.0     -0.026     -0.40518945
-0.025     -0.0     -0.025     -0.4008971
-0.024     -0.0     -0.024     -0.39643747
-0.023     -0.0     -0.023     -0.3919888
-0.022     -0.0     -0.022     -0.38750905
-0.021     -0.0     -0.021     -0.38304693
-0.02     -0.0     -0.02     -0.37866226
-0.019     -0.0     -0.019     -0.37437686
-0.018     -0.0     -0.018     -0.37038827
-0.017     -0.0     -0.017     -0.3664198
-0.016     -0.0     -0.016     -0.36280775
-0.015     -0.0     -0.015     -0.35932636
-0.014     -0.0     -0.014     -0.35623693
-0.013     -0.0     -0.013     -0.35333592
-0.012     -0.0     -0.012     -0.35044736
-0.011     -0.0     -0.011     -0.34739533
-0.01     -0.0     -0.01     -0.34466806
-0.009     -0.0     -0.009     -0.34198433
-0.008     -0.0     -0.008     -0.3393678
-0.007     -0.0     -0.007     -0.3365779
-0.006     -0.0     -0.006     -0.33378166
-0.005     -0.0     -0.005     -0.3312667
-0.004     -0.0     -0.004     -0.32939872
-0.003     -0.0     -0.003     -0.32872957
-0.002     -0.0     -0.002     -0.32715684
-0.001     -0.0     -0.001     -0.32405615
0.0     0.0     0.0     -0.32251433
0.001     0.0     0.001     -0.31894726
0.002     0.0     0.002     -0.3148617
0.003     0.0     0.003     -0.3119533
0.004     0.0     0.004     -0.31031173
0.005     0.0     0.005     -0.30772352
0.006     0.0     0.006     -0.30464882
0.007     0.0     0.007     -0.3010698
0.008     0.0     0.008     -0.297374
0.009     0.0     0.009     -0.29453003
0.01     0.0     0.01     -0.29215777
0.011     0.0     0.011     -0.290312
0.012     0.0     0.012     -0.2890777
0.013     0.0     0.013     -0.2880207
0.014     0.0     0.014     -0.28701603
0.015     0.0     0.015     -0.286421
0.016     0.0     0.016     -0.28588635
0.017     0.0     0.017     -0.28559056
0.018     0.0     0.018     -0.28570914
0.019     0.0     0.019     -0.28595376
0.02     0.0     0.02     -0.28622165
0.021     0.0     0.021     -0.286709
0.022     0.0     0.022     -0.28733608
0.023     0.0     0.023     -0.28824115
0.024     0.0     0.024     -0.28938255
0.025     0.0     0.025     -0.29058975
0.026     0.0     0.026     -0.2918312
0.027     0.0     0.027     -0.29291055
0.028     0.0     0.028     -0.29418206
0.029     0.0     0.029     -0.29549485
0.03     0.0     0.03     -0.2970094
