Inference results by NN model
strain parameters and last term is v5
strain_x    strain_y     strain_z     v5
-0.03     -0.03     -0.03     0.6345463
-0.029     -0.029     -0.029     0.6294183
-0.028     -0.028     -0.028     0.6243274
-0.027     -0.027     -0.027     0.6191792
-0.026     -0.026     -0.026     0.6138756
-0.025     -0.025     -0.025     0.6086157
-0.024     -0.024     -0.024     0.6032665
-0.023     -0.023     -0.023     0.59776425
-0.022     -0.022     -0.022     0.5922023
-0.021     -0.021     -0.021     0.5865559
-0.02     -0.02     -0.02     0.58100796
-0.019     -0.019     -0.019     0.57583314
-0.018     -0.018     -0.018     0.5709932
-0.017     -0.017     -0.017     0.56603724
-0.016     -0.016     -0.016     0.56121284
-0.015     -0.015     -0.015     0.5568256
-0.014     -0.014     -0.014     0.5522461
-0.013     -0.013     -0.013     0.54789007
-0.012     -0.012     -0.012     0.5437417
-0.011     -0.011     -0.011     0.53987855
-0.01     -0.01     -0.01     0.53626865
-0.009     -0.009     -0.009     0.5338874
-0.008     -0.008     -0.008     0.5314681
-0.007     -0.007     -0.007     0.5295155
-0.006     -0.006     -0.006     0.5274753
-0.005     -0.005     -0.005     0.52533937
-0.004     -0.004     -0.004     0.522342
-0.003     -0.003     -0.003     0.51888347
-0.002     -0.002     -0.002     0.5161686
-0.001     -0.001     -0.001     0.5128772
0.0     0.0     0.0     0.5086755
0.001     0.001     0.001     0.50164634
0.002     0.002     0.002     0.49497455
0.003     0.003     0.003     0.48935866
0.004     0.004     0.004     0.48569685
0.005     0.005     0.005     0.48188847
0.006     0.006     0.006     0.47635555
0.007     0.007     0.007     0.47116268
0.008     0.008     0.008     0.46524048
0.009     0.009     0.009     0.4587232
0.01     0.01     0.01     0.452348
0.011     0.011     0.011     0.44646716
0.012     0.012     0.012     0.4418339
0.013     0.013     0.013     0.43765607
0.014     0.014     0.014     0.43343708
0.015     0.015     0.015     0.42951888
0.016     0.016     0.016     0.42615867
0.017     0.017     0.017     0.42348677
0.018     0.018     0.018     0.4215966
0.019     0.019     0.019     0.41998333
0.02     0.02     0.02     0.41863963
0.021     0.021     0.021     0.4175737
0.022     0.022     0.022     0.41726828
0.023     0.023     0.023     0.41736695
0.024     0.024     0.024     0.41770232
0.025     0.025     0.025     0.41810396
0.026     0.026     0.026     0.4185182
0.027     0.027     0.027     0.41886437
0.028     0.028     0.028     0.41914803
0.029     0.029     0.029     0.4196176
0.03     0.03     0.03     0.42020124
