Inference results by NN model
strain parameters and last term is v1
strain_x    strain_y     strain_z     v1
-0.03     -0.0     -0.0     0.7746227
-0.029     -0.0     -0.0     0.766533
-0.028     -0.0     -0.0     0.7584333
-0.027     -0.0     -0.0     0.75050235
-0.026     -0.0     -0.0     0.7427386
-0.025     -0.0     -0.0     0.7350079
-0.024     -0.0     -0.0     0.7272566
-0.023     -0.0     -0.0     0.7193731
-0.022     -0.0     -0.0     0.7114284
-0.021     -0.0     -0.0     0.7034478
-0.02     -0.0     -0.0     0.6953292
-0.019     -0.0     -0.0     0.6874858
-0.018     -0.0     -0.0     0.6796556
-0.017     -0.0     -0.0     0.6716083
-0.016     -0.0     -0.0     0.663965
-0.015     -0.0     -0.0     0.655838
-0.014     -0.0     -0.0     0.6477963
-0.013     -0.0     -0.0     0.6389563
-0.012     -0.0     -0.0     0.63008004
-0.011     -0.0     -0.0     0.6216825
-0.01     -0.0     -0.0     0.61333835
-0.009     -0.0     -0.0     0.6044319
-0.008     -0.0     -0.0     0.59590364
-0.007     -0.0     -0.0     0.5867601
-0.006     -0.0     -0.0     0.57783717
-0.005     -0.0     -0.0     0.56938446
-0.004     -0.0     -0.0     0.5600854
-0.003     -0.0     -0.0     0.550369
-0.002     -0.0     -0.0     0.5391723
-0.001     -0.0     -0.0     0.5275628
0.0     0.0     0.0     0.51474947
0.001     0.0     0.0     0.50200206
0.002     0.0     0.0     0.4884532
0.003     0.0     0.0     0.4758284
0.004     0.0     0.0     0.46329665
0.005     0.0     0.0     0.4498218
0.006     0.0     0.0     0.43660745
0.007     0.0     0.0     0.42325503
0.008     0.0     0.0     0.4089173
0.009     0.0     0.0     0.3944376
0.01     0.0     0.0     0.3789826
0.011     0.0     0.0     0.36294645
0.012     0.0     0.0     0.34751576
0.013     0.0     0.0     0.33263212
0.014     0.0     0.0     0.31792223
0.015     0.0     0.0     0.30355665
0.016     0.0     0.0     0.28902864
0.017     0.0     0.0     0.27471948
0.018     0.0     0.0     0.2605691
0.019     0.0     0.0     0.24708143
0.02     0.0     0.0     0.23388013
0.021     0.0     0.0     0.2212015
0.022     0.0     0.0     0.20912719
0.023     0.0     0.0     0.19711268
0.024     0.0     0.0     0.18541054
0.025     0.0     0.0     0.1743256
0.026     0.0     0.0     0.1638972
0.027     0.0     0.0     0.15362862
0.028     0.0     0.0     0.1438291
0.029     0.0     0.0     0.1350826
0.03     0.0     0.0     0.12698838
