Inference results by NN model
strain parameters and last term is v1
strain_x    strain_y     strain_z     v1
-0.03     -0.0     -0.03     0.7353494
-0.029     -0.0     -0.029     0.7270027
-0.028     -0.0     -0.028     0.7186939
-0.027     -0.0     -0.027     0.7103751
-0.026     -0.0     -0.026     0.7021506
-0.025     -0.0     -0.025     0.69396883
-0.024     -0.0     -0.024     0.6857602
-0.023     -0.0     -0.023     0.6776176
-0.022     -0.0     -0.022     0.66979724
-0.021     -0.0     -0.021     0.66215384
-0.02     -0.0     -0.02     0.65462375
-0.019     -0.0     -0.019     0.6475157
-0.018     -0.0     -0.018     0.6403818
-0.017     -0.0     -0.017     0.633253
-0.016     -0.0     -0.016     0.62628543
-0.015     -0.0     -0.015     0.61922777
-0.014     -0.0     -0.014     0.61189675
-0.013     -0.0     -0.013     0.60503685
-0.012     -0.0     -0.012     0.5986075
-0.011     -0.0     -0.011     0.59150434
-0.01     -0.0     -0.01     0.584221
-0.009     -0.0     -0.009     0.5765998
-0.008     -0.0     -0.008     0.56939965
-0.007     -0.0     -0.007     0.5620768
-0.006     -0.0     -0.006     0.55409163
-0.005     -0.0     -0.005     0.5474626
-0.004     -0.0     -0.004     0.54149455
-0.003     -0.0     -0.003     0.5352808
-0.002     -0.0     -0.002     0.529858
-0.001     -0.0     -0.001     0.5231249
0.0     0.0     0.0     0.51474947
0.001     0.0     0.001     0.50541306
0.002     0.0     0.002     0.49447995
0.003     0.0     0.003     0.48372912
0.004     0.0     0.004     0.47134215
0.005     0.0     0.005     0.45852372
0.006     0.0     0.006     0.44559383
0.007     0.0     0.007     0.4339341
0.008     0.0     0.008     0.42316073
0.009     0.0     0.009     0.41178176
0.01     0.0     0.01     0.40136427
0.011     0.0     0.011     0.39242017
0.012     0.0     0.012     0.3834206
0.013     0.0     0.013     0.3736384
0.014     0.0     0.014     0.36317885
0.015     0.0     0.015     0.3528748
0.016     0.0     0.016     0.34288597
0.017     0.0     0.017     0.3329615
0.018     0.0     0.018     0.32383323
0.019     0.0     0.019     0.31524208
0.02     0.0     0.02     0.30734268
0.021     0.0     0.021     0.30018476
0.022     0.0     0.022     0.29355448
0.023     0.0     0.023     0.28736663
0.024     0.0     0.024     0.2818505
0.025     0.0     0.025     0.2776205
0.026     0.0     0.026     0.27360722
0.027     0.0     0.027     0.2697817
0.028     0.0     0.028     0.2660877
0.029     0.0     0.029     0.2624749
0.03     0.0     0.03     0.2589044
