Inference results by NN model
strain parameters and last term is v2
strain_x    strain_y     strain_z     v2
-0.03     -0.03     -0.03     0.7082734
-0.029     -0.029     -0.029     0.6981789
-0.028     -0.028     -0.028     0.68826926
-0.027     -0.027     -0.027     0.6784811
-0.026     -0.026     -0.026     0.66880774
-0.025     -0.025     -0.025     0.6591485
-0.024     -0.024     -0.024     0.6494827
-0.023     -0.023     -0.023     0.639886
-0.022     -0.022     -0.022     0.6305324
-0.021     -0.021     -0.021     0.62147295
-0.02     -0.02     -0.02     0.61271
-0.019     -0.019     -0.019     0.6042805
-0.018     -0.018     -0.018     0.5962684
-0.017     -0.017     -0.017     0.588663
-0.016     -0.016     -0.016     0.5811378
-0.015     -0.015     -0.015     0.57369447
-0.014     -0.014     -0.014     0.5661988
-0.013     -0.013     -0.013     0.5589895
-0.012     -0.012     -0.012     0.55153143
-0.011     -0.011     -0.011     0.5434313
-0.01     -0.01     -0.01     0.53526497
-0.009     -0.009     -0.009     0.5276674
-0.008     -0.008     -0.008     0.5194808
-0.007     -0.007     -0.007     0.51055264
-0.006     -0.006     -0.006     0.5022337
-0.005     -0.005     -0.005     0.4965802
-0.004     -0.004     -0.004     0.49287745
-0.003     -0.003     -0.003     0.48825774
-0.002     -0.002     -0.002     0.48141333
-0.001     -0.001     -0.001     0.47444823
0.0     0.0     0.0     0.4664856
0.001     0.001     0.001     0.45781058
0.002     0.002     0.002     0.44659632
0.003     0.003     0.003     0.4331442
0.004     0.004     0.004     0.42200005
0.005     0.005     0.005     0.41204864
0.006     0.006     0.006     0.40258968
0.007     0.007     0.007     0.3928193
0.008     0.008     0.008     0.38261312
0.009     0.009     0.009     0.37310827
0.01     0.01     0.01     0.36441845
0.011     0.011     0.011     0.35659823
0.012     0.012     0.012     0.34881607
0.013     0.013     0.013     0.340783
0.014     0.014     0.014     0.33351958
0.015     0.015     0.015     0.32722482
0.016     0.016     0.016     0.32128045
0.017     0.017     0.017     0.3153366
0.018     0.018     0.018     0.30958968
0.019     0.019     0.019     0.30455977
0.02     0.02     0.02     0.29982316
0.021     0.021     0.021     0.295424
0.022     0.022     0.022     0.29137015
0.023     0.023     0.023     0.28782132
0.024     0.024     0.024     0.28435802
0.025     0.025     0.025     0.28109023
0.026     0.026     0.026     0.27799553
0.027     0.027     0.027     0.2749852
0.028     0.028     0.028     0.2721064
0.029     0.029     0.029     0.26921028
0.03     0.03     0.03     0.2664538
