Inference results by NN model
strain parameters and last term is v1
strain_x    strain_y     strain_z     v1
-0.03     -0.03     -0.0     0.6593672
-0.029     -0.029     -0.0     0.6537208
-0.028     -0.028     -0.0     0.64837015
-0.027     -0.027     -0.0     0.6429646
-0.026     -0.026     -0.0     0.6376095
-0.025     -0.025     -0.0     0.63232136
-0.024     -0.024     -0.0     0.6270194
-0.023     -0.023     -0.0     0.62182283
-0.022     -0.022     -0.0     0.6166088
-0.021     -0.021     -0.0     0.6113248
-0.02     -0.02     -0.0     0.605971
-0.019     -0.019     -0.0     0.6007234
-0.018     -0.018     -0.0     0.59568655
-0.017     -0.017     -0.0     0.590511
-0.016     -0.016     -0.0     0.5855446
-0.015     -0.015     -0.0     0.5805137
-0.014     -0.014     -0.0     0.57550883
-0.013     -0.013     -0.0     0.57049525
-0.012     -0.012     -0.0     0.56475174
-0.011     -0.011     -0.0     0.55843383
-0.01     -0.01     -0.0     0.5522836
-0.009     -0.009     -0.0     0.54713696
-0.008     -0.008     -0.0     0.5437006
-0.007     -0.007     -0.0     0.5399883
-0.006     -0.006     -0.0     0.5368088
-0.005     -0.005     -0.0     0.5348014
-0.004     -0.004     -0.0     0.532144
-0.003     -0.003     -0.0     0.5288848
-0.002     -0.002     -0.0     0.5255941
-0.001     -0.001     -0.0     0.52068883
0.0     0.0     0.0     0.51474947
0.001     0.001     0.0     0.50828654
0.002     0.002     0.0     0.5027858
0.003     0.003     0.0     0.4966358
0.004     0.004     0.0     0.48938823
0.005     0.005     0.0     0.48221874
0.006     0.006     0.0     0.47603515
0.007     0.007     0.0     0.47092533
0.008     0.008     0.0     0.46700627
0.009     0.009     0.0     0.46202233
0.01     0.01     0.0     0.45741916
0.011     0.011     0.0     0.45193017
0.012     0.012     0.0     0.44483796
0.013     0.013     0.0     0.43777037
0.014     0.014     0.0     0.43205744
0.015     0.015     0.0     0.42661005
0.016     0.016     0.0     0.42130935
0.017     0.017     0.0     0.41585678
0.018     0.018     0.0     0.41040397
0.019     0.019     0.0     0.4047463
0.02     0.02     0.0     0.39955735
0.021     0.021     0.0     0.39487123
0.022     0.022     0.0     0.3899076
0.023     0.023     0.0     0.385198
0.024     0.024     0.0     0.38100094
0.025     0.025     0.0     0.37705413
0.026     0.026     0.0     0.37328735
0.027     0.027     0.0     0.3701642
0.028     0.028     0.0     0.3675314
0.029     0.029     0.0     0.36516201
0.03     0.03     0.0     0.36283275
