Inference results by NN model
strain parameters and last term is v5
strain_x    strain_y     strain_z     v5
-0.0     -0.03     -0.03     0.57996356
-0.0     -0.029     -0.029     0.5760012
-0.0     -0.028     -0.028     0.5720753
-0.0     -0.027     -0.027     0.56829405
-0.0     -0.026     -0.026     0.56450367
-0.0     -0.025     -0.025     0.56091475
-0.0     -0.024     -0.024     0.55732363
-0.0     -0.023     -0.023     0.55398655
-0.0     -0.022     -0.022     0.55051655
-0.0     -0.021     -0.021     0.54753566
-0.0     -0.02     -0.02     0.54484236
-0.0     -0.019     -0.019     0.54206896
-0.0     -0.018     -0.018     0.5394807
-0.0     -0.017     -0.017     0.53739905
-0.0     -0.016     -0.016     0.5353855
-0.0     -0.015     -0.015     0.533538
-0.0     -0.014     -0.014     0.53180474
-0.0     -0.013     -0.013     0.53012514
-0.0     -0.012     -0.012     0.5287096
-0.0     -0.011     -0.011     0.52754945
-0.0     -0.01     -0.01     0.527101
-0.0     -0.009     -0.009     0.5267075
-0.0     -0.008     -0.008     0.5251773
-0.0     -0.007     -0.007     0.5230237
-0.0     -0.006     -0.006     0.52087235
-0.0     -0.005     -0.005     0.5192538
-0.0     -0.004     -0.004     0.5169535
-0.0     -0.003     -0.003     0.51497185
-0.0     -0.002     -0.002     0.51380986
-0.0     -0.001     -0.001     0.51158303
0.0     0.0     0.0     0.5086755
0.0     0.001     0.001     0.5050689
0.0     0.002     0.002     0.5010454
0.0     0.003     0.003     0.49736202
0.0     0.004     0.004     0.49458802
0.0     0.005     0.005     0.49273354
0.0     0.006     0.006     0.49155575
0.0     0.007     0.007     0.4904489
0.0     0.008     0.008     0.48883593
0.0     0.009     0.009     0.48834932
0.0     0.01     0.01     0.48839265
0.0     0.011     0.011     0.48906744
0.0     0.012     0.012     0.4895879
0.0     0.013     0.013     0.48975974
0.0     0.014     0.014     0.48999512
0.0     0.015     0.015     0.4905213
0.0     0.016     0.016     0.49117625
0.0     0.017     0.017     0.49198925
0.0     0.018     0.018     0.49302948
0.0     0.019     0.019     0.49428415
0.0     0.02     0.02     0.49558842
0.0     0.021     0.021     0.496983
0.0     0.022     0.022     0.4986226
0.0     0.023     0.023     0.500409
0.0     0.024     0.024     0.50219893
0.0     0.025     0.025     0.5041261
0.0     0.026     0.026     0.5061619
0.0     0.027     0.027     0.50842017
0.0     0.028     0.028     0.51070887
0.0     0.029     0.029     0.5129387
0.0     0.03     0.03     0.51498854
