Inference results by NN model
strain parameters and last term is v1
strain_x    strain_y     strain_z     v1
-0.0     -0.03     -0.03     0.38490993
-0.0     -0.029     -0.029     0.38454002
-0.0     -0.028     -0.028     0.38454258
-0.0     -0.027     -0.027     0.38469672
-0.0     -0.026     -0.026     0.3853424
-0.0     -0.025     -0.025     0.38624573
-0.0     -0.024     -0.024     0.38741684
-0.0     -0.023     -0.023     0.3884087
-0.0     -0.022     -0.022     0.3894121
-0.0     -0.021     -0.021     0.39059785
-0.0     -0.02     -0.02     0.3918947
-0.0     -0.019     -0.019     0.39326632
-0.0     -0.018     -0.018     0.39473575
-0.0     -0.017     -0.017     0.3968479
-0.0     -0.016     -0.016     0.39912707
-0.0     -0.015     -0.015     0.40176186
-0.0     -0.014     -0.014     0.40540504
-0.0     -0.013     -0.013     0.41019827
-0.0     -0.012     -0.012     0.41538388
-0.0     -0.011     -0.011     0.42072368
-0.0     -0.01     -0.01     0.4266318
-0.0     -0.009     -0.009     0.43318513
-0.0     -0.008     -0.008     0.43958816
-0.0     -0.007     -0.007     0.44657692
-0.0     -0.006     -0.006     0.45445183
-0.0     -0.005     -0.005     0.462847
-0.0     -0.004     -0.004     0.47383624
-0.0     -0.003     -0.003     0.48448098
-0.0     -0.002     -0.002     0.49482942
-0.0     -0.001     -0.001     0.5052
0.0     0.0     0.0     0.51474947
0.0     0.001     0.001     0.52474314
0.0     0.002     0.002     0.53525144
0.0     0.003     0.003     0.5452682
0.0     0.004     0.004     0.55384684
0.0     0.005     0.005     0.56005675
0.0     0.006     0.006     0.5662849
0.0     0.007     0.007     0.57187974
0.0     0.008     0.008     0.576436
0.0     0.009     0.009     0.5807112
0.0     0.01     0.01     0.58490366
0.0     0.011     0.011     0.5906029
0.0     0.012     0.012     0.5965482
0.0     0.013     0.013     0.60197765
0.0     0.014     0.014     0.6068187
0.0     0.015     0.015     0.611431
0.0     0.016     0.016     0.61603105
0.0     0.017     0.017     0.6207751
0.0     0.018     0.018     0.625589
0.0     0.019     0.019     0.63052636
0.0     0.02     0.02     0.63554347
0.0     0.021     0.021     0.6403919
0.0     0.022     0.022     0.64512724
0.0     0.023     0.023     0.64987206
0.0     0.024     0.024     0.65478617
0.0     0.025     0.025     0.6599548
0.0     0.026     0.026     0.665149
0.0     0.027     0.027     0.67018396
0.0     0.028     0.028     0.67504406
0.0     0.029     0.029     0.6797924
0.0     0.03     0.03     0.6846034
