Inference results by NN model
strain parameters and last term is v4
strain_x    strain_y     strain_z     v4
-0.03     -0.0     -0.03     0.66059595
-0.029     -0.0     -0.029     0.6562679
-0.028     -0.0     -0.028     0.6520629
-0.027     -0.0     -0.027     0.6480112
-0.026     -0.0     -0.026     0.6439122
-0.025     -0.0     -0.025     0.63999265
-0.024     -0.0     -0.024     0.6363209
-0.023     -0.0     -0.023     0.6326133
-0.022     -0.0     -0.022     0.62896836
-0.021     -0.0     -0.021     0.62556946
-0.02     -0.0     -0.02     0.6222555
-0.019     -0.0     -0.019     0.619815
-0.018     -0.0     -0.018     0.6180569
-0.017     -0.0     -0.017     0.61687374
-0.016     -0.0     -0.016     0.6160375
-0.015     -0.0     -0.015     0.6161771
-0.014     -0.0     -0.014     0.6180039
-0.013     -0.0     -0.013     0.6200524
-0.012     -0.0     -0.012     0.62184143
-0.011     -0.0     -0.011     0.6248835
-0.01     -0.0     -0.01     0.6279268
-0.009     -0.0     -0.009     0.6304155
-0.008     -0.0     -0.008     0.63410753
-0.007     -0.0     -0.007     0.63774407
-0.006     -0.0     -0.006     0.64406705
-0.005     -0.0     -0.005     0.65164983
-0.004     -0.0     -0.004     0.65906894
-0.003     -0.0     -0.003     0.66571593
-0.002     -0.0     -0.002     0.671222
-0.001     -0.0     -0.001     0.6768768
0.0     0.0     0.0     0.68241954
0.001     0.0     0.001     0.6859541
0.002     0.0     0.002     0.6880003
0.003     0.0     0.003     0.6907016
0.004     0.0     0.004     0.6936089
0.005     0.0     0.005     0.6955198
0.006     0.0     0.006     0.6964859
0.007     0.0     0.007     0.69821084
0.008     0.0     0.008     0.70147055
0.009     0.0     0.009     0.70461476
0.01     0.0     0.01     0.7074535
0.011     0.0     0.011     0.7117329
0.012     0.0     0.012     0.7173703
0.013     0.0     0.013     0.7241606
0.014     0.0     0.014     0.7319075
0.015     0.0     0.015     0.739738
0.016     0.0     0.016     0.74762195
0.017     0.0     0.017     0.7554898
0.018     0.0     0.018     0.76375765
0.019     0.0     0.019     0.77193314
0.02     0.0     0.02     0.7803635
0.021     0.0     0.021     0.78911614
0.022     0.0     0.022     0.79767025
0.023     0.0     0.023     0.80633587
0.024     0.0     0.024     0.8149528
0.025     0.0     0.025     0.823666
0.026     0.0     0.026     0.8323169
0.027     0.0     0.027     0.8411277
0.028     0.0     0.028     0.85000867
0.029     0.0     0.029     0.858877
0.03     0.0     0.03     0.8675955
