Inference results by NN model
strain parameters and last term is v4
strain_x    strain_y     strain_z     v4
-0.0     -0.0     -0.03     0.6290671
-0.0     -0.0     -0.029     0.627693
-0.0     -0.0     -0.028     0.62629724
-0.0     -0.0     -0.027     0.6249064
-0.0     -0.0     -0.026     0.62351644
-0.0     -0.0     -0.025     0.6228897
-0.0     -0.0     -0.024     0.6225635
-0.0     -0.0     -0.023     0.62233174
-0.0     -0.0     -0.022     0.6222508
-0.0     -0.0     -0.021     0.6223213
-0.0     -0.0     -0.02     0.6225089
-0.0     -0.0     -0.019     0.6228051
-0.0     -0.0     -0.018     0.623734
-0.0     -0.0     -0.017     0.6249057
-0.0     -0.0     -0.016     0.6260139
-0.0     -0.0     -0.015     0.62677217
-0.0     -0.0     -0.014     0.62739134
-0.0     -0.0     -0.013     0.6279086
-0.0     -0.0     -0.012     0.6285026
-0.0     -0.0     -0.011     0.62964976
-0.0     -0.0     -0.01     0.6318762
-0.0     -0.0     -0.009     0.63555884
-0.0     -0.0     -0.008     0.640074
-0.0     -0.0     -0.007     0.644889
-0.0     -0.0     -0.006     0.65003896
-0.0     -0.0     -0.005     0.6548112
-0.0     -0.0     -0.004     0.66003007
-0.0     -0.0     -0.003     0.6663362
-0.0     -0.0     -0.002     0.6711583
-0.0     -0.0     -0.001     0.6766099
0.0     0.0     0.0     0.68241954
0.0     0.0     0.001     0.6864928
0.0     0.0     0.002     0.6901349
0.0     0.0     0.003     0.6932558
0.0     0.0     0.004     0.6960699
0.0     0.0     0.005     0.69992673
0.0     0.0     0.006     0.705004
0.0     0.0     0.007     0.7107301
0.0     0.0     0.008     0.71561635
0.0     0.0     0.009     0.72118473
0.0     0.0     0.01     0.7265627
0.0     0.0     0.011     0.7313044
0.0     0.0     0.012     0.7359762
0.0     0.0     0.013     0.7406542
0.0     0.0     0.014     0.7454716
0.0     0.0     0.015     0.75090367
0.0     0.0     0.016     0.75690573
0.0     0.0     0.017     0.76311326
0.0     0.0     0.018     0.76930094
0.0     0.0     0.019     0.7761611
0.0     0.0     0.02     0.7836335
0.0     0.0     0.021     0.79095757
0.0     0.0     0.022     0.79810905
0.0     0.0     0.023     0.8055816
0.0     0.0     0.024     0.8135879
0.0     0.0     0.025     0.82202196
0.0     0.0     0.026     0.83069366
0.0     0.0     0.027     0.83936864
0.0     0.0     0.028     0.848066
0.0     0.0     0.029     0.8567814
0.0     0.0     0.03     0.86551315
