Inference results by NN model
strain parameters and last term is v1
strain_x    strain_y     strain_z     v1
-0.0     -0.03     -0.0     0.4117679
-0.0     -0.029     -0.0     0.41090626
-0.0     -0.028     -0.0     0.40996712
-0.0     -0.027     -0.0     0.40919
-0.0     -0.026     -0.0     0.4085257
-0.0     -0.025     -0.0     0.4080122
-0.0     -0.024     -0.0     0.40759334
-0.0     -0.023     -0.0     0.40728265
-0.0     -0.022     -0.0     0.4071054
-0.0     -0.021     -0.0     0.4066347
-0.0     -0.02     -0.0     0.40612102
-0.0     -0.019     -0.0     0.40594316
-0.0     -0.018     -0.0     0.40625367
-0.0     -0.017     -0.0     0.40751705
-0.0     -0.016     -0.0     0.40937927
-0.0     -0.015     -0.0     0.41263348
-0.0     -0.014     -0.0     0.4167503
-0.0     -0.013     -0.0     0.42146552
-0.0     -0.012     -0.0     0.42698812
-0.0     -0.011     -0.0     0.43326783
-0.0     -0.01     -0.0     0.4390331
-0.0     -0.009     -0.0     0.44516218
-0.0     -0.008     -0.0     0.45245796
-0.0     -0.007     -0.0     0.4605093
-0.0     -0.006     -0.0     0.4682572
-0.0     -0.005     -0.0     0.47666997
-0.0     -0.004     -0.0     0.4857515
-0.0     -0.003     -0.0     0.4943481
-0.0     -0.002     -0.0     0.5018488
-0.0     -0.001     -0.0     0.50852865
0.0     0.0     0.0     0.51474947
0.0     0.001     0.0     0.52125883
0.0     0.002     0.0     0.52753556
0.0     0.003     0.0     0.5340222
0.0     0.004     0.0     0.5402087
0.0     0.005     0.0     0.54618734
0.0     0.006     0.0     0.55137855
0.0     0.007     0.0     0.5566791
0.0     0.008     0.0     0.5618064
0.0     0.009     0.0     0.56778026
0.0     0.01     0.0     0.57364255
0.0     0.011     0.0     0.57928777
0.0     0.012     0.0     0.58530617
0.0     0.013     0.0     0.5916643
0.0     0.014     0.0     0.59772456
0.0     0.015     0.0     0.6035551
0.0     0.016     0.0     0.6095308
0.0     0.017     0.0     0.6149948
0.0     0.018     0.0     0.62052387
0.0     0.019     0.0     0.6261274
0.0     0.02     0.0     0.63156563
0.0     0.021     0.0     0.6369396
0.0     0.022     0.0     0.6423352
0.0     0.023     0.0     0.6478278
0.0     0.024     0.0     0.6533834
0.0     0.025     0.0     0.65896857
0.0     0.026     0.0     0.66452855
0.0     0.027     0.0     0.67032677
0.0     0.028     0.0     0.6761585
0.0     0.029     0.0     0.68198776
0.0     0.03     0.0     0.68770957
