Inference results by NN model
strain parameters and last term is v2
strain_x    strain_y     strain_z     v2
-0.03     -0.0     -0.0     0.61276186
-0.029     -0.0     -0.0     0.60823166
-0.028     -0.0     -0.0     0.60383546
-0.027     -0.0     -0.0     0.5994337
-0.026     -0.0     -0.0     0.59501016
-0.025     -0.0     -0.0     0.5906004
-0.024     -0.0     -0.0     0.58625287
-0.023     -0.0     -0.0     0.5817389
-0.022     -0.0     -0.0     0.5770361
-0.021     -0.0     -0.0     0.57202935
-0.02     -0.0     -0.0     0.5670681
-0.019     -0.0     -0.0     0.5621664
-0.018     -0.0     -0.0     0.55663574
-0.017     -0.0     -0.0     0.5509018
-0.016     -0.0     -0.0     0.5451015
-0.015     -0.0     -0.0     0.53895336
-0.014     -0.0     -0.0     0.53301716
-0.013     -0.0     -0.0     0.5270791
-0.012     -0.0     -0.0     0.52130085
-0.011     -0.0     -0.0     0.5157552
-0.01     -0.0     -0.0     0.5105134
-0.009     -0.0     -0.0     0.5055992
-0.008     -0.0     -0.0     0.50040036
-0.007     -0.0     -0.0     0.49532747
-0.006     -0.0     -0.0     0.4907339
-0.005     -0.0     -0.0     0.48628226
-0.004     -0.0     -0.0     0.4818287
-0.003     -0.0     -0.0     0.47770852
-0.002     -0.0     -0.0     0.473808
-0.001     -0.0     -0.0     0.470114
0.0     0.0     0.0     0.4664856
0.001     0.0     0.0     0.4621056
0.002     0.0     0.0     0.45699245
0.003     0.0     0.0     0.45188886
0.004     0.0     0.0     0.4470337
0.005     0.0     0.0     0.44174063
0.006     0.0     0.0     0.4367404
0.007     0.0     0.0     0.43203545
0.008     0.0     0.0     0.42703053
0.009     0.0     0.0     0.42177886
0.01     0.0     0.0     0.41652393
0.011     0.0     0.0     0.41131157
0.012     0.0     0.0     0.40693372
0.013     0.0     0.0     0.4024927
0.014     0.0     0.0     0.3985424
0.015     0.0     0.0     0.3948877
0.016     0.0     0.0     0.39133492
0.017     0.0     0.0     0.38751084
0.018     0.0     0.0     0.38355535
0.019     0.0     0.0     0.3797272
0.02     0.0     0.0     0.37596753
0.021     0.0     0.0     0.37233162
0.022     0.0     0.0     0.36897695
0.023     0.0     0.0     0.36574113
0.024     0.0     0.0     0.3625423
0.025     0.0     0.0     0.3595986
0.026     0.0     0.0     0.35702148
0.027     0.0     0.0     0.35449445
0.028     0.0     0.0     0.35214147
0.029     0.0     0.0     0.34995478
0.03     0.0     0.0     0.34809834
