Inference results by NN model
strain parameters and last term is v4
strain_x    strain_y     strain_z     v4
-0.03     -0.03     -0.0     0.91597277
-0.029     -0.029     -0.0     0.90771633
-0.028     -0.028     -0.0     0.89958197
-0.027     -0.027     -0.0     0.8915159
-0.026     -0.026     -0.0     0.8834597
-0.025     -0.025     -0.0     0.87548095
-0.024     -0.024     -0.0     0.8677409
-0.023     -0.023     -0.0     0.8601409
-0.022     -0.022     -0.0     0.85272235
-0.021     -0.021     -0.0     0.84585327
-0.02     -0.02     -0.0     0.8390235
-0.019     -0.019     -0.0     0.8320631
-0.018     -0.018     -0.0     0.8251969
-0.017     -0.017     -0.0     0.81820965
-0.016     -0.016     -0.0     0.8107528
-0.015     -0.015     -0.0     0.80307084
-0.014     -0.014     -0.0     0.7951533
-0.013     -0.013     -0.0     0.78730273
-0.012     -0.012     -0.0     0.77935696
-0.011     -0.011     -0.0     0.7704689
-0.01     -0.01     -0.0     0.76224434
-0.009     -0.009     -0.0     0.7548734
-0.008     -0.008     -0.0     0.74697506
-0.007     -0.007     -0.0     0.7390177
-0.006     -0.006     -0.0     0.731031
-0.005     -0.005     -0.0     0.7227122
-0.004     -0.004     -0.0     0.7144869
-0.003     -0.003     -0.0     0.7065815
-0.002     -0.002     -0.0     0.6989166
-0.001     -0.001     -0.0     0.6909824
0.0     0.0     0.0     0.68241954
0.001     0.001     0.0     0.6710909
0.002     0.002     0.0     0.65883803
0.003     0.003     0.0     0.64619565
0.004     0.004     0.0     0.63261586
0.005     0.005     0.0     0.6191176
0.006     0.006     0.0     0.60533315
0.007     0.007     0.0     0.5934373
0.008     0.008     0.0     0.5826899
0.009     0.009     0.0     0.5723327
0.01     0.01     0.0     0.5613798
0.011     0.011     0.0     0.5511218
0.012     0.012     0.0     0.54218376
0.013     0.013     0.0     0.5348544
0.014     0.014     0.0     0.5280232
0.015     0.015     0.0     0.52128947
0.016     0.016     0.0     0.5155975
0.017     0.017     0.0     0.51029015
0.018     0.018     0.0     0.5058988
0.019     0.019     0.0     0.5029155
0.02     0.02     0.0     0.5009051
0.021     0.021     0.0     0.4998533
0.022     0.022     0.0     0.49954766
0.023     0.023     0.0     0.49923503
0.024     0.024     0.0     0.49886027
0.025     0.025     0.0     0.49867928
0.026     0.026     0.0     0.49879
0.027     0.027     0.0     0.49923116
0.028     0.028     0.0     0.5000551
0.029     0.029     0.0     0.5010077
0.03     0.03     0.0     0.5019372
