Inference results by NN model
strain parameters and last term is v3
strain_x    strain_y     strain_z     v3
-0.0     -0.03     -0.03     -0.45518535
-0.0     -0.029     -0.029     -0.4505779
-0.0     -0.028     -0.028     -0.44611204
-0.0     -0.027     -0.027     -0.44174916
-0.0     -0.026     -0.026     -0.4372934
-0.0     -0.025     -0.025     -0.43285966
-0.0     -0.024     -0.024     -0.4285329
-0.0     -0.023     -0.023     -0.4242922
-0.0     -0.022     -0.022     -0.42003864
-0.0     -0.021     -0.021     -0.4157952
-0.0     -0.02     -0.02     -0.41146296
-0.0     -0.019     -0.019     -0.40709805
-0.0     -0.018     -0.018     -0.40288764
-0.0     -0.017     -0.017     -0.39876187
-0.0     -0.016     -0.016     -0.39456165
-0.0     -0.015     -0.015     -0.39021075
-0.0     -0.014     -0.014     -0.3861584
-0.0     -0.013     -0.013     -0.38197672
-0.0     -0.012     -0.012     -0.3776922
-0.0     -0.011     -0.011     -0.37325317
-0.0     -0.01     -0.01     -0.36818022
-0.0     -0.009     -0.009     -0.36359
-0.0     -0.008     -0.008     -0.35891923
-0.0     -0.007     -0.007     -0.35322344
-0.0     -0.006     -0.006     -0.34729278
-0.0     -0.005     -0.005     -0.3427933
-0.0     -0.004     -0.004     -0.33912802
-0.0     -0.003     -0.003     -0.3360482
-0.0     -0.002     -0.002     -0.33298677
-0.0     -0.001     -0.001     -0.3281942
0.0     0.0     0.0     -0.32251433
0.0     0.001     0.001     -0.31520253
0.0     0.002     0.002     -0.30685306
0.0     0.003     0.003     -0.29835325
0.0     0.004     0.004     -0.2911054
0.0     0.005     0.005     -0.28486544
0.0     0.006     0.006     -0.27950013
0.0     0.007     0.007     -0.27382332
0.0     0.008     0.008     -0.26901233
0.0     0.009     0.009     -0.26470914
0.0     0.01     0.01     -0.2615965
0.0     0.011     0.011     -0.2583552
0.0     0.012     0.012     -0.25493985
0.0     0.013     0.013     -0.2515245
0.0     0.014     0.014     -0.24765049
0.0     0.015     0.015     -0.24413651
0.0     0.016     0.016     -0.24084862
0.0     0.017     0.017     -0.23829685
0.0     0.018     0.018     -0.23619446
0.0     0.019     0.019     -0.2342058
0.0     0.02     0.02     -0.23242901
0.0     0.021     0.021     -0.23107135
0.0     0.022     0.022     -0.22969764
0.0     0.023     0.023     -0.22870123
0.0     0.024     0.024     -0.22784248
0.0     0.025     0.025     -0.22738141
0.0     0.026     0.026     -0.2271464
0.0     0.027     0.027     -0.22712432
0.0     0.028     0.028     -0.22707798
0.0     0.029     0.029     -0.22709557
0.0     0.03     0.03     -0.22713163
