Inference results by NN model
strain parameters and last term is v6
strain_x    strain_y     strain_z     v6
-0.03     -0.0     -0.03     0.7678999
-0.029     -0.0     -0.029     0.7610786
-0.028     -0.0     -0.028     0.754172
-0.027     -0.0     -0.027     0.7471777
-0.026     -0.0     -0.026     0.7401044
-0.025     -0.0     -0.025     0.73297787
-0.024     -0.0     -0.024     0.7258813
-0.023     -0.0     -0.023     0.7186162
-0.022     -0.0     -0.022     0.71155035
-0.021     -0.0     -0.021     0.70467013
-0.02     -0.0     -0.02     0.6976843
-0.019     -0.0     -0.019     0.69109756
-0.018     -0.0     -0.018     0.68455064
-0.017     -0.0     -0.017     0.6779674
-0.016     -0.0     -0.016     0.6714622
-0.015     -0.0     -0.015     0.66515565
-0.014     -0.0     -0.014     0.6586071
-0.013     -0.0     -0.013     0.6521982
-0.012     -0.0     -0.012     0.64652526
-0.011     -0.0     -0.011     0.6410842
-0.01     -0.0     -0.01     0.6360582
-0.009     -0.0     -0.009     0.6313117
-0.008     -0.0     -0.008     0.62692255
-0.007     -0.0     -0.007     0.62182516
-0.006     -0.0     -0.006     0.6160826
-0.005     -0.0     -0.005     0.61023486
-0.004     -0.0     -0.004     0.60573703
-0.003     -0.0     -0.003     0.60012263
-0.002     -0.0     -0.002     0.595185
-0.001     -0.0     -0.001     0.5887552
0.0     0.0     0.0     0.58033854
0.001     0.0     0.001     0.57309586
0.002     0.0     0.002     0.56774235
0.003     0.0     0.003     0.56352365
0.004     0.0     0.004     0.5574772
0.005     0.0     0.005     0.5504034
0.006     0.0     0.006     0.54394644
0.007     0.0     0.007     0.53791916
0.008     0.0     0.008     0.5303428
0.009     0.0     0.009     0.5224191
0.01     0.0     0.01     0.5130678
0.011     0.0     0.011     0.50387275
0.012     0.0     0.012     0.49479258
0.013     0.0     0.013     0.48668092
0.014     0.0     0.014     0.47861904
0.015     0.0     0.015     0.4708104
0.016     0.0     0.016     0.4632286
0.017     0.0     0.017     0.45662826
0.018     0.0     0.018     0.4506035
0.019     0.0     0.019     0.44518083
0.02     0.0     0.02     0.44033954
0.021     0.0     0.021     0.4369437
0.022     0.0     0.022     0.43385595
0.023     0.0     0.023     0.43123907
0.024     0.0     0.024     0.42913026
0.025     0.0     0.025     0.4278165
0.026     0.0     0.026     0.42678377
0.027     0.0     0.027     0.42580274
0.028     0.0     0.028     0.42488644
0.029     0.0     0.029     0.4244331
0.03     0.0     0.03     0.42418867
