Inference results by NN model
strain parameters and last term is v6
strain_x    strain_y     strain_z     v6
-0.03     -0.0     -0.03     0.77022386
-0.029     -0.0     -0.029     0.7619562
-0.028     -0.0     -0.028     0.7537272
-0.027     -0.0     -0.027     0.7457388
-0.026     -0.0     -0.026     0.7383299
-0.025     -0.0     -0.025     0.73105717
-0.024     -0.0     -0.024     0.7237406
-0.023     -0.0     -0.023     0.7166856
-0.022     -0.0     -0.022     0.70940584
-0.021     -0.0     -0.021     0.70199776
-0.02     -0.0     -0.02     0.69491994
-0.019     -0.0     -0.019     0.68814504
-0.018     -0.0     -0.018     0.68154716
-0.017     -0.0     -0.017     0.67512846
-0.016     -0.0     -0.016     0.66897917
-0.015     -0.0     -0.015     0.66301644
-0.014     -0.0     -0.014     0.65749776
-0.013     -0.0     -0.013     0.65197116
-0.012     -0.0     -0.012     0.6464699
-0.011     -0.0     -0.011     0.64106995
-0.01     -0.0     -0.01     0.63598543
-0.009     -0.0     -0.009     0.63154876
-0.008     -0.0     -0.008     0.62730336
-0.007     -0.0     -0.007     0.6212665
-0.006     -0.0     -0.006     0.6152281
-0.005     -0.0     -0.005     0.6075649
-0.004     -0.0     -0.004     0.6002468
-0.003     -0.0     -0.003     0.59467363
-0.002     -0.0     -0.002     0.5905356
-0.001     -0.0     -0.001     0.5853212
0.0     0.0     0.0     0.57915604
0.001     0.0     0.001     0.57373416
0.002     0.0     0.002     0.568393
0.003     0.0     0.003     0.5623543
0.004     0.0     0.004     0.55447376
0.005     0.0     0.005     0.54694813
0.006     0.0     0.006     0.5401752
0.007     0.0     0.007     0.53271925
0.008     0.0     0.008     0.52663726
0.009     0.0     0.009     0.5198523
0.01     0.0     0.01     0.5125147
0.011     0.0     0.011     0.50484395
0.012     0.0     0.012     0.49652734
0.013     0.0     0.013     0.48786175
0.014     0.0     0.014     0.47945175
0.015     0.0     0.015     0.4713451
0.016     0.0     0.016     0.46345195
0.017     0.0     0.017     0.4556765
0.018     0.0     0.018     0.4481517
0.019     0.0     0.019     0.44118315
0.02     0.0     0.02     0.43482727
0.021     0.0     0.021     0.42911297
0.022     0.0     0.022     0.4240531
0.023     0.0     0.023     0.4194318
0.024     0.0     0.024     0.41600168
0.025     0.0     0.025     0.41278255
0.026     0.0     0.026     0.40951997
0.027     0.0     0.027     0.40641233
0.028     0.0     0.028     0.40341276
0.029     0.0     0.029     0.4004917
0.03     0.0     0.03     0.39793384
