Inference results by NN model
strain parameters and last term is v6
strain_x    strain_y     strain_z     v6
-0.03     -0.0     -0.0     0.53350294
-0.029     -0.0     -0.0     0.5328667
-0.028     -0.0     -0.0     0.53361464
-0.027     -0.0     -0.0     0.534854
-0.026     -0.0     -0.0     0.5359968
-0.025     -0.0     -0.0     0.5372649
-0.024     -0.0     -0.0     0.5384917
-0.023     -0.0     -0.0     0.5398671
-0.022     -0.0     -0.0     0.5413345
-0.021     -0.0     -0.0     0.5427158
-0.02     -0.0     -0.0     0.54395235
-0.019     -0.0     -0.0     0.54515874
-0.018     -0.0     -0.0     0.54642713
-0.017     -0.0     -0.0     0.547686
-0.016     -0.0     -0.0     0.549384
-0.015     -0.0     -0.0     0.5511967
-0.014     -0.0     -0.0     0.5529906
-0.013     -0.0     -0.0     0.5552889
-0.012     -0.0     -0.0     0.5569611
-0.011     -0.0     -0.0     0.5588752
-0.01     -0.0     -0.0     0.5614555
-0.009     -0.0     -0.0     0.56435454
-0.008     -0.0     -0.0     0.5667826
-0.007     -0.0     -0.0     0.56722504
-0.006     -0.0     -0.0     0.5672492
-0.005     -0.0     -0.0     0.567819
-0.004     -0.0     -0.0     0.569991
-0.003     -0.0     -0.0     0.5727995
-0.002     -0.0     -0.0     0.5751816
-0.001     -0.0     -0.0     0.57699096
0.0     0.0     0.0     0.57915604
0.001     0.0     0.0     0.582662
0.002     0.0     0.0     0.5861951
0.003     0.0     0.0     0.58958
0.004     0.0     0.0     0.5927315
0.005     0.0     0.0     0.59602666
0.006     0.0     0.0     0.60019374
0.007     0.0     0.0     0.6051557
0.008     0.0     0.0     0.6094382
0.009     0.0     0.0     0.614634
0.01     0.0     0.0     0.6197799
0.011     0.0     0.0     0.624156
0.012     0.0     0.0     0.62860733
0.013     0.0     0.0     0.6333269
0.014     0.0     0.0     0.6391776
0.015     0.0     0.0     0.64536226
0.016     0.0     0.0     0.6516029
0.017     0.0     0.0     0.6578433
0.018     0.0     0.0     0.66392463
0.019     0.0     0.0     0.6701279
0.02     0.0     0.0     0.6765443
0.021     0.0     0.0     0.683341
0.022     0.0     0.0     0.69062823
0.023     0.0     0.0     0.6977538
0.024     0.0     0.0     0.7048911
0.025     0.0     0.0     0.71214426
0.026     0.0     0.0     0.7194013
0.027     0.0     0.0     0.7265893
0.028     0.0     0.0     0.73370266
0.029     0.0     0.0     0.74068373
0.03     0.0     0.0     0.74746406
