Inference results by NN model
strain parameters and last term is v1
strain_x    strain_y     strain_z     v1
-0.03     -0.0     -0.03     0.73541635
-0.029     -0.0     -0.029     0.7274051
-0.028     -0.0     -0.028     0.7193161
-0.027     -0.0     -0.027     0.71116483
-0.026     -0.0     -0.026     0.70308334
-0.025     -0.0     -0.025     0.69493264
-0.024     -0.0     -0.024     0.6867909
-0.023     -0.0     -0.023     0.67884076
-0.022     -0.0     -0.022     0.670903
-0.021     -0.0     -0.021     0.66320515
-0.02     -0.0     -0.02     0.6555141
-0.019     -0.0     -0.019     0.64817035
-0.018     -0.0     -0.018     0.640694
-0.017     -0.0     -0.017     0.6335429
-0.016     -0.0     -0.016     0.6265984
-0.015     -0.0     -0.015     0.61967766
-0.014     -0.0     -0.014     0.6128624
-0.013     -0.0     -0.013     0.60614336
-0.012     -0.0     -0.012     0.59949875
-0.011     -0.0     -0.011     0.5924947
-0.01     -0.0     -0.01     0.58562297
-0.009     -0.0     -0.009     0.5783163
-0.008     -0.0     -0.008     0.5703857
-0.007     -0.0     -0.007     0.56365055
-0.006     -0.0     -0.006     0.5569005
-0.005     -0.0     -0.005     0.5496185
-0.004     -0.0     -0.004     0.543777
-0.003     -0.0     -0.003     0.53754324
-0.002     -0.0     -0.002     0.5316962
-0.001     -0.0     -0.001     0.52249384
0.0     0.0     0.0     0.5124933
0.001     0.0     0.001     0.5012684
0.002     0.0     0.002     0.4904966
0.003     0.0     0.003     0.47873694
0.004     0.0     0.004     0.46887818
0.005     0.0     0.005     0.4602728
0.006     0.0     0.006     0.44905573
0.007     0.0     0.007     0.4354756
0.008     0.0     0.008     0.4248463
0.009     0.0     0.009     0.41395536
0.01     0.0     0.01     0.40301412
0.011     0.0     0.011     0.39287835
0.012     0.0     0.012     0.38317093
0.013     0.0     0.013     0.3731872
0.014     0.0     0.014     0.36310416
0.015     0.0     0.015     0.35310498
0.016     0.0     0.016     0.34343928
0.017     0.0     0.017     0.3338384
0.018     0.0     0.018     0.32462555
0.019     0.0     0.019     0.31523472
0.02     0.0     0.02     0.30623913
0.021     0.0     0.021     0.29964262
0.022     0.0     0.022     0.2934956
0.023     0.0     0.023     0.28753266
0.024     0.0     0.024     0.28204763
0.025     0.0     0.025     0.27700236
0.026     0.0     0.026     0.2719189
0.027     0.0     0.027     0.26728678
0.028     0.0     0.028     0.26277557
0.029     0.0     0.029     0.25868887
0.03     0.0     0.03     0.25511494
