Inference results by NN model
strain parameters and last term is v2
strain_x    strain_y     strain_z     v2
-0.03     -0.03     -0.03     0.69230956
-0.029     -0.029     -0.029     0.68324757
-0.028     -0.028     -0.028     0.6742188
-0.027     -0.027     -0.027     0.66508406
-0.026     -0.026     -0.026     0.6559048
-0.025     -0.025     -0.025     0.6470015
-0.024     -0.024     -0.024     0.6383807
-0.023     -0.023     -0.023     0.6299764
-0.022     -0.022     -0.022     0.6222261
-0.021     -0.021     -0.021     0.6147549
-0.02     -0.02     -0.02     0.60755724
-0.019     -0.019     -0.019     0.60055035
-0.018     -0.018     -0.018     0.59368175
-0.017     -0.017     -0.017     0.5866235
-0.016     -0.016     -0.016     0.5797878
-0.015     -0.015     -0.015     0.5730658
-0.014     -0.014     -0.014     0.56659806
-0.013     -0.013     -0.013     0.55920297
-0.012     -0.012     -0.012     0.5514854
-0.011     -0.011     -0.011     0.5442875
-0.01     -0.01     -0.01     0.5373173
-0.009     -0.009     -0.009     0.5309726
-0.008     -0.008     -0.008     0.52498055
-0.007     -0.007     -0.007     0.5185077
-0.006     -0.006     -0.006     0.51043516
-0.005     -0.005     -0.005     0.5024258
-0.004     -0.004     -0.004     0.49502784
-0.003     -0.003     -0.003     0.4862463
-0.002     -0.002     -0.002     0.47775888
-0.001     -0.001     -0.001     0.47212344
0.0     0.0     0.0     0.46726394
0.001     0.001     0.001     0.45713252
0.002     0.002     0.002     0.44983262
0.003     0.003     0.003     0.4399302
0.004     0.004     0.004     0.42996728
0.005     0.005     0.005     0.4211378
0.006     0.006     0.006     0.41140008
0.007     0.007     0.007     0.40036988
0.008     0.008     0.008     0.39022073
0.009     0.009     0.009     0.38028094
0.01     0.01     0.01     0.3707986
0.011     0.011     0.011     0.3629171
0.012     0.012     0.012     0.35556504
0.013     0.013     0.013     0.34788975
0.014     0.014     0.014     0.34020942
0.015     0.015     0.015     0.3324244
0.016     0.016     0.016     0.32466966
0.017     0.017     0.017     0.3169241
0.018     0.018     0.018     0.3098769
0.019     0.019     0.019     0.3037088
0.02     0.02     0.02     0.29817873
0.021     0.021     0.021     0.2928358
0.022     0.022     0.022     0.28807628
0.023     0.023     0.023     0.28367826
0.024     0.024     0.024     0.2797416
0.025     0.025     0.025     0.27593598
0.026     0.026     0.026     0.27222788
0.027     0.027     0.027     0.26866522
0.028     0.028     0.028     0.26551422
0.029     0.029     0.029     0.2623465
0.03     0.03     0.03     0.25925332
