Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v6
strin_x    strain_y    strain_z    v6
-0.02   -0.02   -0.02  0.70039916
-0.02   -0.02   -0.019  0.69242465
-0.02   -0.02   -0.018  0.6840799
-0.02   -0.02   -0.017  0.6762632
-0.02   -0.02   -0.016  0.6684556
-0.02   -0.02   -0.015  0.66065234
-0.02   -0.02   -0.014  0.65272176
-0.02   -0.02   -0.013  0.64487267
-0.02   -0.02   -0.012  0.6366156
-0.02   -0.02   -0.011  0.6273973
-0.02   -0.02   -0.01  0.61748445
-0.02   -0.02   -0.009  0.6077861
-0.02   -0.02   -0.008  0.5979712
-0.02   -0.02   -0.007  0.5879045
-0.02   -0.02   -0.006  0.57810646
-0.02   -0.02   -0.005  0.5687606
-0.02   -0.02   -0.004  0.5608914
-0.02   -0.02   -0.003  0.55288035
-0.02   -0.02   -0.002  0.54507387
-0.02   -0.02   -0.001  0.53790575
-0.02   -0.02   0.0  0.5317192
-0.02   -0.02   0.001  0.52685106
-0.02   -0.02   0.002  0.52232105
-0.02   -0.02   0.003  0.5175228
-0.02   -0.02   0.004  0.5131173
-0.02   -0.02   0.005  0.5090773
-0.02   -0.02   0.006  0.50512046
-0.02   -0.02   0.007  0.5014997
-0.02   -0.02   0.008  0.49793497
-0.02   -0.02   0.009  0.49419683
-0.02   -0.02   0.01  0.49022794
-0.02   -0.02   0.011  0.4858653
-0.02   -0.02   0.012  0.4814396
-0.02   -0.02   0.013  0.47686914
-0.02   -0.02   0.014  0.47227836
-0.02   -0.02   0.015  0.46804574
-0.02   -0.02   0.016  0.46358287
-0.02   -0.02   0.017  0.4582889
-0.02   -0.02   0.018  0.4526004
-0.02   -0.02   0.019  0.44693926
-0.019   -0.02   -0.02  0.70189
-0.019   -0.02   -0.019  0.69374937
-0.019   -0.02   -0.018  0.68572634
-0.019   -0.02   -0.017  0.6777749
-0.019   -0.02   -0.016  0.6700046
-0.019   -0.02   -0.015  0.6622728
-0.019   -0.02   -0.014  0.6545429
-0.019   -0.02   -0.013  0.64677453
-0.019   -0.02   -0.012  0.63878953
-0.019   -0.02   -0.011  0.63021636
-0.019   -0.02   -0.01  0.6204523
-0.019   -0.02   -0.009  0.6106071
-0.019   -0.02   -0.008  0.60045093
-0.019   -0.02   -0.007  0.5905793
-0.019   -0.02   -0.006  0.58063024
-0.019   -0.02   -0.005  0.5716343
-0.019   -0.02   -0.004  0.5642374
-0.019   -0.02   -0.003  0.5566517
-0.019   -0.02   -0.002  0.54922765
-0.019   -0.02   -0.001  0.54179907
-0.019   -0.02   0.0  0.5349058
-0.019   -0.02   0.001  0.52960724
-0.019   -0.02   0.002  0.5251455
-0.019   -0.02   0.003  0.52064836
-0.019   -0.02   0.004  0.5161704
-0.019   -0.02   0.005  0.5116341
-0.019   -0.02   0.006  0.50762606
-0.019   -0.02   0.007  0.50351906
-0.019   -0.02   0.008  0.49953228
-0.019   -0.02   0.009  0.49554482
-0.019   -0.02   0.01  0.49179125
-0.019   -0.02   0.011  0.48719817
-0.019   -0.02   0.012  0.48253968
-0.019   -0.02   0.013  0.47763777
-0.019   -0.02   0.014  0.4729452
-0.019   -0.02   0.015  0.46879745
-0.019   -0.02   0.016  0.46366715
-0.019   -0.02   0.017  0.45816666
-0.019   -0.02   0.018  0.45235014
-0.019   -0.02   0.019  0.4465263
-0.018   -0.02   -0.02  0.7032193
-0.018   -0.02   -0.019  0.6954309
-0.018   -0.02   -0.018  0.6877008
-0.018   -0.02   -0.017  0.67972946
-0.018   -0.02   -0.016  0.67182803
-0.018   -0.02   -0.015  0.6638286
-0.018   -0.02   -0.014  0.65625846
-0.018   -0.02   -0.013  0.6486365
-0.018   -0.02   -0.012  0.6405764
-0.018   -0.02   -0.011  0.63255924
-0.018   -0.02   -0.01  0.6231219
-0.018   -0.02   -0.009  0.61310256
-0.018   -0.02   -0.008  0.60320854
-0.018   -0.02   -0.007  0.5935925
-0.018   -0.02   -0.006  0.5839243
-0.018   -0.02   -0.005  0.57519126
-0.018   -0.02   -0.004  0.5676807
-0.018   -0.02   -0.003  0.5603696
-0.018   -0.02   -0.002  0.553102
-0.018   -0.02   -0.001  0.5456101
-0.018   -0.02   0.0  0.53844225
-0.018   -0.02   0.001  0.53278273
-0.018   -0.02   0.002  0.5280337
-0.018   -0.02   0.003  0.5236808
-0.018   -0.02   0.004  0.51922387
-0.018   -0.02   0.005  0.5149064
-0.018   -0.02   0.006  0.5099398
-0.018   -0.02   0.007  0.5055584
