Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v1
strin_x    strain_y    strain_z    v1
-0.02   -0.02   -0.02  0.58756775
-0.02   -0.02   -0.019  0.5886587
-0.02   -0.02   -0.018  0.5895033
-0.02   -0.02   -0.017  0.5902616
-0.02   -0.02   -0.016  0.5909697
-0.02   -0.02   -0.015  0.591679
-0.02   -0.02   -0.014  0.5920806
-0.02   -0.02   -0.013  0.5924275
-0.02   -0.02   -0.012  0.59327936
-0.02   -0.02   -0.011  0.59518373
-0.02   -0.02   -0.01  0.5973735
-0.02   -0.02   -0.009  0.5990616
-0.02   -0.02   -0.008  0.6010401
-0.02   -0.02   -0.007  0.60319906
-0.02   -0.02   -0.006  0.60556114
-0.02   -0.02   -0.005  0.6074199
-0.02   -0.02   -0.004  0.6088487
-0.02   -0.02   -0.003  0.60992944
-0.02   -0.02   -0.002  0.6109024
-0.02   -0.02   -0.001  0.61239076
-0.02   -0.02   0.0  0.61435944
-0.02   -0.02   0.001  0.6167933
-0.02   -0.02   0.002  0.6194761
-0.02   -0.02   0.003  0.6217967
-0.02   -0.02   0.004  0.6234095
-0.02   -0.02   0.005  0.62490726
-0.02   -0.02   0.006  0.62605095
-0.02   -0.02   0.007  0.62690485
-0.02   -0.02   0.008  0.6272544
-0.02   -0.02   0.009  0.62748885
-0.02   -0.02   0.01  0.6279714
-0.02   -0.02   0.011  0.6279501
-0.02   -0.02   0.012  0.6283981
-0.02   -0.02   0.013  0.62986386
-0.02   -0.02   0.014  0.6319216
-0.02   -0.02   0.015  0.6341598
-0.02   -0.02   0.016  0.6363385
-0.02   -0.02   0.017  0.6384362
-0.02   -0.02   0.018  0.6403265
-0.02   -0.02   0.019  0.64230275
-0.019   -0.02   -0.02  0.5793737
-0.019   -0.02   -0.019  0.58057904
-0.019   -0.02   -0.018  0.58146834
-0.019   -0.02   -0.017  0.58237326
-0.019   -0.02   -0.016  0.58294064
-0.019   -0.02   -0.015  0.5835735
-0.019   -0.02   -0.014  0.58386946
-0.019   -0.02   -0.013  0.5842533
-0.019   -0.02   -0.012  0.58490086
-0.019   -0.02   -0.011  0.58656335
-0.019   -0.02   -0.01  0.5885847
-0.019   -0.02   -0.009  0.59014356
-0.019   -0.02   -0.008  0.59210265
-0.019   -0.02   -0.007  0.5942222
-0.019   -0.02   -0.006  0.59641266
-0.019   -0.02   -0.005  0.59852135
-0.019   -0.02   -0.004  0.5999188
-0.019   -0.02   -0.003  0.6010431
-0.019   -0.02   -0.002  0.6023644
-0.019   -0.02   -0.001  0.6036236
-0.019   -0.02   0.0  0.60547
-0.019   -0.02   0.001  0.6080321
-0.019   -0.02   0.002  0.6107931
-0.019   -0.02   0.003  0.61320066
-0.019   -0.02   0.004  0.6149344
-0.019   -0.02   0.005  0.6164935
-0.019   -0.02   0.006  0.61768156
-0.019   -0.02   0.007  0.61834455
-0.019   -0.02   0.008  0.6189557
-0.019   -0.02   0.009  0.61969733
-0.019   -0.02   0.01  0.6199366
-0.019   -0.02   0.011  0.62017107
-0.019   -0.02   0.012  0.620963
-0.019   -0.02   0.013  0.62269056
-0.019   -0.02   0.014  0.62430906
-0.019   -0.02   0.015  0.626194
-0.019   -0.02   0.016  0.6281065
-0.019   -0.02   0.017  0.62982947
-0.019   -0.02   0.018  0.6317344
-0.019   -0.02   0.019  0.6336694
-0.018   -0.02   -0.02  0.571288
-0.018   -0.02   -0.019  0.5723591
