Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is vth
strin_x    strain_y    strain_z    vth
-0.015   -0.02   -0.002  0.5149524
-0.015   -0.02   -0.001  0.5112141
-0.015   -0.02   0.0  0.50792086
-0.015   -0.02   0.001  0.5054184
-0.015   -0.02   0.002  0.5030947
-0.015   -0.02   0.003  0.50040615
-0.015   -0.02   0.004  0.49795452
-0.015   -0.02   0.005  0.4955695
-0.015   -0.02   0.006  0.49346617
-0.015   -0.02   0.007  0.49153033
-0.015   -0.02   0.008  0.49040428
-0.015   -0.02   0.009  0.48927426
-0.015   -0.02   0.01  0.48767322
-0.015   -0.02   0.011  0.48670638
-0.015   -0.02   0.012  0.48603767
-0.015   -0.02   0.013  0.48560295
-0.015   -0.02   0.014  0.48520312
-0.015   -0.02   0.015  0.48496285
-0.015   -0.02   0.016  0.48472965
-0.015   -0.02   0.017  0.4845425
-0.015   -0.02   0.018  0.48394054
-0.015   -0.02   0.019  0.4836436
-0.014   -0.02   -0.02  0.5824355
-0.014   -0.02   -0.019  0.5793072
-0.014   -0.02   -0.018  0.5760863
-0.014   -0.02   -0.017  0.57296634
-0.014   -0.02   -0.016  0.569824
-0.014   -0.02   -0.015  0.5662502
-0.014   -0.02   -0.014  0.56274456
-0.014   -0.02   -0.013  0.5593022
-0.014   -0.02   -0.012  0.5555111
-0.014   -0.02   -0.011  0.5513391
-0.014   -0.02   -0.01  0.5464171
-0.014   -0.02   -0.009  0.54141057
-0.014   -0.02   -0.008  0.53601086
-0.014   -0.02   -0.007  0.5307613
-0.014   -0.02   -0.006  0.52617335
-0.014   -0.02   -0.005  0.5221079
-0.014   -0.02   -0.004  0.5187706
-0.014   -0.02   -0.003  0.5158895
-0.014   -0.02   -0.002  0.51268375
-0.014   -0.02   -0.001  0.5090238
-0.014   -0.02   0.0  0.505558
-0.014   -0.02   0.001  0.5028684
-0.014   -0.02   0.002  0.5007254
-0.014   -0.02   0.003  0.49830657
-0.014   -0.02   0.004  0.49582365
-0.014   -0.02   0.005  0.4931763
-0.014   -0.02   0.006  0.49115497
-0.014   -0.02   0.007  0.48994964
-0.014   -0.02   0.008  0.48884264
-0.014   -0.02   0.009  0.4877769
-0.014   -0.02   0.01  0.486033
-0.014   -0.02   0.011  0.48492914
-0.014   -0.02   0.012  0.48423645
-0.014   -0.02   0.013  0.48404986
-0.014   -0.02   0.014  0.483876
-0.014   -0.02   0.015  0.48381314
-0.014   -0.02   0.016  0.48347774
-0.014   -0.02   0.017  0.48312807
-0.014   -0.02   0.018  0.48289213
-0.014   -0.02   0.019  0.4825409
-0.013   -0.02   -0.02  0.5818801
-0.013   -0.02   -0.019  0.5787848
-0.013   -0.02   -0.018  0.57572585
-0.013   -0.02   -0.017  0.57271373
-0.013   -0.02   -0.016  0.5694579
-0.013   -0.02   -0.015  0.56595874
-0.013   -0.02   -0.014  0.5623771
-0.013   -0.02   -0.013  0.5584425
-0.013   -0.02   -0.012  0.5545093
-0.013   -0.02   -0.011  0.5502794
-0.013   -0.02   -0.01  0.5455489
-0.013   -0.02   -0.009  0.54029906
-0.013   -0.02   -0.008  0.53471714
-0.013   -0.02   -0.007  0.5295301
-0.013   -0.02   -0.006  0.5247815
-0.013   -0.02   -0.005  0.52027243
-0.013   -0.02   -0.004  0.5164238
-0.013   -0.02   -0.003  0.51363677
-0.013   -0.02   -0.002  0.5103636
-0.013   -0.02   -0.001  0.50675666
-0.013   -0.02   0.0  0.50343084
-0.013   -0.02   0.001  0.500541
-0.013   -0.02   0.002  0.4983582
-0.013   -0.02   0.003  0.4962489
-0.013   -0.02   0.004  0.49364096
-0.013   -0.02   0.005  0.4911071
-0.013   -0.02   0.006  0.48939687
-0.013   -0.02   0.007  0.4882543
-0.013   -0.02   0.008  0.48712504
-0.013   -0.02   0.009  0.48597258
-0.013   -0.02   0.01  0.4845794
-0.013   -0.02   0.011  0.48365796
-0.013   -0.02   0.012  0.4829732
-0.013   -0.02   0.013  0.48274112
-0.013   -0.02   0.014  0.48274553
-0.013   -0.02   0.015  0.48257637
-0.013   -0.02   0.016  0.48242238
-0.013   -0.02   0.017  0.48184443
-0.013   -0.02   0.018  0.48167804
-0.013   -0.02   0.019  0.48127502
-0.012   -0.02   -0.02  0.5813116
-0.012   -0.02   -0.019  0.5781932
-0.012   -0.02   -0.018  0.57526445
-0.012   -0.02   -0.017  0.57225794
-0.012   -0.02   -0.016  0.5689192
-0.012   -0.02   -0.015  0.56543136
-0.012   -0.02   -0.014  0.5617386
-0.012   -0.02   -0.013  0.55774605
-0.012   -0.02   -0.012  0.55333304
-0.012   -0.02   -0.011  0.54879934
-0.012   -0.02   -0.01  0.54403436
-0.012   -0.02   -0.009  0.5392398
-0.012   -0.02   -0.008  0.53413635
-0.012   -0.02   -0.007  0.5288905
-0.012   -0.02   -0.006  0.5238818
-0.012   -0.02   -0.005  0.5190626
-0.012   -0.02   -0.004  0.5149481
-0.012   -0.02   -0.003  0.51108515
-0.012   -0.02   -0.002  0.50774634
-0.012   -0.02   -0.001  0.5045107
-0.012   -0.02   0.0  0.50126046
-0.012   -0.02   0.001  0.49840206
-0.012   -0.02   0.002  0.49591058
-0.012   -0.02   0.003  0.49399155
-0.012   -0.02   0.004  0.49150512
-0.012   -0.02   0.005  0.48933864
-0.012   -0.02   0.006  0.48815763
-0.012   -0.02   0.007  0.48669595
-0.012   -0.02   0.008  0.485408
-0.012   -0.02   0.009  0.48436308
-0.012   -0.02   0.01  0.48306215
-0.012   -0.02   0.011  0.48272246
-0.012   -0.02   0.012  0.48231614
-0.012   -0.02   0.013  0.48173118
-0.012   -0.02   0.014  0.48161706
-0.012   -0.02   0.015  0.48165578
-0.012   -0.02   0.016  0.48124138
-0.012   -0.02   0.017  0.4805233
-0.012   -0.02   0.018  0.48013663
-0.012   -0.02   0.019  0.47958395
-0.011   -0.02   -0.02  0.58076775
-0.011   -0.02   -0.019  0.5776377
-0.011   -0.02   -0.018  0.5746757
-0.011   -0.02   -0.017  0.5715128
-0.011   -0.02   -0.016  0.5681137
-0.011   -0.02   -0.015  0.56442463
-0.011   -0.02   -0.014  0.5606078
-0.011   -0.02   -0.013  0.55653846
-0.011   -0.02   -0.012  0.5520344
-0.011   -0.02   -0.011  0.54749596
-0.011   -0.02   -0.01  0.54279494
-0.011   -0.02   -0.009  0.5381608
-0.011   -0.02   -0.008  0.5332217
-0.011   -0.02   -0.007  0.52831006
-0.011   -0.02   -0.006  0.5232806
-0.011   -0.02   -0.005  0.5181543
-0.011   -0.02   -0.004  0.5137515
-0.011   -0.02   -0.003  0.5096041
-0.011   -0.02   -0.002  0.5054229
-0.011   -0.02   -0.001  0.50222766
-0.011   -0.02   0.0  0.49896446
-0.011   -0.02   0.001  0.4963442
-0.011   -0.02   0.002  0.4938761
-0.011   -0.02   0.003  0.49164796
-0.011   -0.02   0.004  0.48982468
-0.011   -0.02   0.005  0.48800504
-0.011   -0.02   0.006  0.48651493
-0.011   -0.02   0.007  0.4850273
-0.011   -0.02   0.008  0.48373365
-0.011   -0.02   0.009  0.4825794
-0.011   -0.02   0.01  0.48190627
-0.011   -0.02   0.011  0.48175254
-0.011   -0.02   0.012  0.48166794
-0.011   -0.02   0.013  0.48123014
-0.011   -0.02   0.014  0.48107347
-0.011   -0.02   0.015  0.48085377
-0.011   -0.02   0.016  0.48021263
-0.011   -0.02   0.017  0.47932225
-0.011   -0.02   0.018  0.4784036
-0.011   -0.02   0.019  0.4773682
-0.01   -0.02   -0.02  0.58008564
-0.01   -0.02   -0.019  0.5770116
-0.01   -0.02   -0.018  0.57381904
-0.01   -0.02   -0.017  0.5701355
-0.01   -0.02   -0.016  0.566552
-0.01   -0.02   -0.015  0.5628945
-0.01   -0.02   -0.014  0.55905557
-0.01   -0.02   -0.013  0.5550506
-0.01   -0.02   -0.012  0.55049706
-0.01   -0.02   -0.011  0.5459311
-0.01   -0.02   -0.01  0.5413214
-0.01   -0.02   -0.009  0.5368283
-0.01   -0.02   -0.008  0.5321932
-0.01   -0.02   -0.007  0.5273944
-0.01   -0.02   -0.006  0.52230895
-0.01   -0.02   -0.005  0.51732504
-0.01   -0.02   -0.004  0.51261675
-0.01   -0.02   -0.003  0.50811076
-0.01   -0.02   -0.002  0.5039154
-0.01   -0.02   -0.001  0.50045204
-0.01   -0.02   0.0  0.49718025
-0.01   -0.02   0.001  0.49416733
-0.01   -0.02   0.002  0.4917918
-0.01   -0.02   0.003  0.48996517
-0.01   -0.02   0.004  0.4882037
-0.01   -0.02   0.005  0.48633206
-0.01   -0.02   0.006  0.48443288
-0.01   -0.02   0.007  0.48297015
-0.01   -0.02   0.008  0.48186827
-0.01   -0.02   0.009  0.4814356
-0.01   -0.02   0.01  0.48098683
-0.01   -0.02   0.011  0.48090717
-0.01   -0.02   0.012  0.48087215
-0.01   -0.02   0.013  0.4810457
-0.01   -0.02   0.014  0.48084697
-0.01   -0.02   0.015  0.47990268
-0.01   -0.02   0.016  0.479163
-0.01   -0.02   0.017  0.4780991
-0.01   -0.02   0.018  0.47686118
-0.01   -0.02   0.019  0.4751976
-0.009   -0.02   -0.02  0.57876766
-0.009   -0.02   -0.019  0.5758685
-0.009   -0.02   -0.018  0.5722424
-0.009   -0.02   -0.017  0.56851315
-0.009   -0.02   -0.016  0.565057
-0.009   -0.02   -0.015  0.56124103
-0.009   -0.02   -0.014  0.5573019
-0.009   -0.02   -0.013  0.5533478
-0.009   -0.02   -0.012  0.54890835
-0.009   -0.02   -0.011  0.5443028
-0.009   -0.02   -0.01  0.539556
-0.009   -0.02   -0.009  0.53513205
-0.009   -0.02   -0.008  0.5305555
-0.009   -0.02   -0.007  0.5258875
-0.009   -0.02   -0.006  0.5209191
-0.009   -0.02   -0.005  0.51611996
-0.009   -0.02   -0.004  0.5113872
-0.009   -0.02   -0.003  0.50678647
-0.009   -0.02   -0.002  0.5029299
-0.009   -0.02   -0.001  0.4993586
-0.009   -0.02   0.0  0.4958835
-0.009   -0.02   0.001  0.49261248
-0.009   -0.02   0.002  0.49031615
-0.009   -0.02   0.003  0.4882781
-0.009   -0.02   0.004  0.48658147
-0.009   -0.02   0.005  0.4848612
-0.009   -0.02   0.006  0.4827755
-0.009   -0.02   0.007  0.48148078
-0.009   -0.02   0.008  0.48063463
-0.009   -0.02   0.009  0.4804353
-0.009   -0.02   0.01  0.48011282
-0.009   -0.02   0.011  0.4800693
-0.009   -0.02   0.012  0.48033386
-0.009   -0.02   0.013  0.48044115
-0.009   -0.02   0.014  0.47990197
-0.009   -0.02   0.015  0.47911713
-0.009   -0.02   0.016  0.47778746
-0.009   -0.02   0.017  0.4765391
-0.009   -0.02   0.018  0.47500348
-0.009   -0.02   0.019  0.47322205
-0.008   -0.02   -0.02  0.5773554
-0.008   -0.02   -0.019  0.5738658
-0.008   -0.02   -0.018  0.57041883
-0.008   -0.02   -0.017  0.5667701
-0.008   -0.02   -0.016  0.56299156
-0.008   -0.02   -0.015  0.5592799
-0.008   -0.02   -0.014  0.55546975
-0.008   -0.02   -0.013  0.5515907
-0.008   -0.02   -0.012  0.54719627
-0.008   -0.02   -0.011  0.542635
-0.008   -0.02   -0.01  0.5377339
-0.008   -0.02   -0.009  0.53315294
-0.008   -0.02   -0.008  0.52865064
-0.008   -0.02   -0.007  0.52394235
-0.008   -0.02   -0.006  0.51939464
-0.008   -0.02   -0.005  0.5147394
-0.008   -0.02   -0.004  0.5101348
-0.008   -0.02   -0.003  0.50627327
-0.008   -0.02   -0.002  0.50239325
-0.008   -0.02   -0.001  0.49872655
-0.008   -0.02   0.0  0.49521846
-0.008   -0.02   0.001  0.49226862
-0.008   -0.02   0.002  0.4896161
-0.008   -0.02   0.003  0.48726454
-0.008   -0.02   0.004  0.48559028
-0.008   -0.02   0.005  0.4840946
-0.008   -0.02   0.006  0.48257715
-0.008   -0.02   0.007  0.48108816
-0.008   -0.02   0.008  0.48007482
-0.008   -0.02   0.009  0.47965312
-0.008   -0.02   0.01  0.47927472
-0.008   -0.02   0.011  0.47934863
-0.008   -0.02   0.012  0.4796574
-0.008   -0.02   0.013  0.47936636
-0.008   -0.02   0.014  0.47874528
-0.008   -0.02   0.015  0.47795656
-0.008   -0.02   0.016  0.47672528
-0.008   -0.02   0.017  0.47501284
-0.008   -0.02   0.018  0.47340363
-0.008   -0.02   0.019  0.4711129
-0.007   -0.02   -0.02  0.57614744
-0.007   -0.02   -0.019  0.5720632
-0.007   -0.02   -0.018  0.5684223
-0.007   -0.02   -0.017  0.56491244
-0.007   -0.02   -0.016  0.56099796
-0.007   -0.02   -0.015  0.55720353
-0.007   -0.02   -0.014  0.5535704
-0.007   -0.02   -0.013  0.5497579
-0.007   -0.02   -0.012  0.54539585
-0.007   -0.02   -0.011  0.5407071
-0.007   -0.02   -0.01  0.5358739
-0.007   -0.02   -0.009  0.53128237
-0.007   -0.02   -0.008  0.5267043
-0.007   -0.02   -0.007  0.5220502
-0.007   -0.02   -0.006  0.51751196
-0.007   -0.02   -0.005  0.5134034
-0.007   -0.02   -0.004  0.5091713
-0.007   -0.02   -0.003  0.5057118
-0.007   -0.02   -0.002  0.50227535
-0.007   -0.02   -0.001  0.4984515
-0.007   -0.02   0.0  0.4949143
-0.007   -0.02   0.001  0.49226993
-0.007   -0.02   0.002  0.48980293
-0.007   -0.02   0.003  0.48734766
-0.007   -0.02   0.004  0.4855687
-0.007   -0.02   0.005  0.48428866
-0.007   -0.02   0.006  0.4825708
-0.007   -0.02   0.007  0.4810993
-0.007   -0.02   0.008  0.47983047
-0.007   -0.02   0.009  0.47873965
-0.007   -0.02   0.01  0.47788158
-0.007   -0.02   0.011  0.4781299
-0.007   -0.02   0.012  0.47817174
-0.007   -0.02   0.013  0.47783205
-0.007   -0.02   0.014  0.47706315
-0.007   -0.02   0.015  0.4760211
-0.007   -0.02   0.016  0.4748019
-0.007   -0.02   0.017  0.47314292
-0.007   -0.02   0.018  0.47107923
-0.007   -0.02   0.019  0.46886152
-0.006   -0.02   -0.02  0.5744256
-0.006   -0.02   -0.019  0.5704063
-0.006   -0.02   -0.018  0.5662979
-0.006   -0.02   -0.017  0.562607
-0.006   -0.02   -0.016  0.5587994
-0.006   -0.02   -0.015  0.55523497
-0.006   -0.02   -0.014  0.5515442
-0.006   -0.02   -0.013  0.54783
-0.006   -0.02   -0.012  0.543403
-0.006   -0.02   -0.011  0.53872097
-0.006   -0.02   -0.01  0.53386784
-0.006   -0.02   -0.009  0.52927816
-0.006   -0.02   -0.008  0.5246222
-0.006   -0.02   -0.007  0.52008027
-0.006   -0.02   -0.006  0.5158744
-0.006   -0.02   -0.005  0.51193404
-0.006   -0.02   -0.004  0.5082491
-0.006   -0.02   -0.003  0.5052644
-0.006   -0.02   -0.002  0.5019969
-0.006   -0.02   -0.001  0.4989922
-0.006   -0.02   0.0  0.4951434
-0.006   -0.02   0.001  0.49268988
-0.006   -0.02   0.002  0.49061197
-0.006   -0.02   0.003  0.48817143
-0.006   -0.02   0.004  0.4864116
-0.006   -0.02   0.005  0.484798
-0.006   -0.02   0.006  0.48257214
-0.006   -0.02   0.007  0.48064268
-0.006   -0.02   0.008  0.4790352
-0.006   -0.02   0.009  0.477385
-0.006   -0.02   0.01  0.47639692
-0.006   -0.02   0.011  0.47602016
-0.006   -0.02   0.012  0.47563404
-0.006   -0.02   0.013  0.4748032
-0.006   -0.02   0.014  0.47403827
-0.006   -0.02   0.015  0.4729491
-0.006   -0.02   0.016  0.47163147
-0.006   -0.02   0.017  0.47022086
-0.006   -0.02   0.018  0.46861446
-0.006   -0.02   0.019  0.46656418
-0.005   -0.02   -0.02  0.5726026
-0.005   -0.02   -0.019  0.5688164
-0.005   -0.02   -0.018  0.56456506
-0.005   -0.02   -0.017  0.5603709
-0.005   -0.02   -0.016  0.55662405
-0.005   -0.02   -0.015  0.55292594
-0.005   -0.02   -0.014  0.549104
-0.005   -0.02   -0.013  0.5452075
-0.005   -0.02   -0.012  0.54099107
-0.005   -0.02   -0.011  0.5364195
-0.005   -0.02   -0.01  0.53167117
-0.005   -0.02   -0.009  0.52719253
-0.005   -0.02   -0.008  0.5227225
-0.005   -0.02   -0.007  0.5184704
-0.005   -0.02   -0.006  0.51450765
-0.005   -0.02   -0.005  0.5107912
-0.005   -0.02   -0.004  0.5076273
-0.005   -0.02   -0.003  0.5046481
-0.005   -0.02   -0.002  0.50187844
-0.005   -0.02   -0.001  0.4991958
-0.005   -0.02   0.0  0.49616265
-0.005   -0.02   0.001  0.49349827
-0.005   -0.02   0.002  0.49107707
-0.005   -0.02   0.003  0.48870462
-0.005   -0.02   0.004  0.4866705
-0.005   -0.02   0.005  0.48483443
-0.005   -0.02   0.006  0.48240086
-0.005   -0.02   0.007  0.48005247
-0.005   -0.02   0.008  0.47792643
-0.005   -0.02   0.009  0.47618723
-0.005   -0.02   0.01  0.47548813
-0.005   -0.02   0.011  0.4741782
-0.005   -0.02   0.012  0.47303045
-0.005   -0.02   0.013  0.47191793
-0.005   -0.02   0.014  0.47095332
-0.005   -0.02   0.015  0.46990275
-0.005   -0.02   0.016  0.46864423
-0.005   -0.02   0.017  0.4672434
-0.005   -0.02   0.018  0.46561286
-0.005   -0.02   0.019  0.4641092
-0.004   -0.02   -0.02  0.5709106
-0.004   -0.02   -0.019  0.56697714
-0.004   -0.02   -0.018  0.56299675
-0.004   -0.02   -0.017  0.5585599
-0.004   -0.02   -0.016  0.55436885
-0.004   -0.02   -0.015  0.5505564
-0.004   -0.02   -0.014  0.5467086
-0.004   -0.02   -0.013  0.54291725
-0.004   -0.02   -0.012  0.5386183
-0.004   -0.02   -0.011  0.534008
-0.004   -0.02   -0.01  0.52942574
-0.004   -0.02   -0.009  0.5253285
-0.004   -0.02   -0.008  0.5213401
-0.004   -0.02   -0.007  0.5172869
-0.004   -0.02   -0.006  0.5133884
-0.004   -0.02   -0.005  0.5101881
-0.004   -0.02   -0.004  0.50736153
-0.004   -0.02   -0.003  0.5046732
-0.004   -0.02   -0.002  0.5019001
-0.004   -0.02   -0.001  0.4993471
-0.004   -0.02   0.0  0.49688548
-0.004   -0.02   0.001  0.49431017
-0.004   -0.02   0.002  0.49174166
-0.004   -0.02   0.003  0.48882166
-0.004   -0.02   0.004  0.48644635
-0.004   -0.02   0.005  0.48427317
-0.004   -0.02   0.006  0.48178267
-0.004   -0.02   0.007  0.4791962
-0.004   -0.02   0.008  0.47695464
-0.004   -0.02   0.009  0.475182
-0.004   -0.02   0.01  0.47371107
-0.004   -0.02   0.011  0.47200012
-0.004   -0.02   0.012  0.47028488
-0.004   -0.02   0.013  0.46860892
-0.004   -0.02   0.014  0.4673264
-0.004   -0.02   0.015  0.46638858
-0.004   -0.02   0.016  0.4655012
-0.004   -0.02   0.017  0.46423876
