Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v2
strin_x    strain_y    strain_z    v2
-0.03   -0.0   -0.0  0.6215889
-0.03   -0.0   -0.0  0.61620736
-0.03   -0.0   -0.0  0.61080813
-0.03   -0.0   -0.0  0.6053103
-0.03   -0.0   -0.0  0.5998213
-0.03   -0.0   -0.0  0.594426
-0.03   -0.0   -0.0  0.5889454
-0.03   -0.0   -0.0  0.5834473
-0.03   -0.0   -0.0  0.5779301
-0.03   -0.0   -0.0  0.5719931
-0.03   -0.0   -0.0  0.56544614
-0.03   -0.0   -0.0  0.5586415
-0.03   -0.0   -0.0  0.5520033
-0.03   -0.0   -0.0  0.5452858
-0.03   -0.0   -0.0  0.53912354
-0.03   -0.0   -0.0  0.53269535
-0.03   -0.0   -0.0  0.52614856
-0.03   -0.0   -0.0  0.51968277
-0.03   -0.0   -0.0  0.5137231
-0.03   -0.0   -0.0  0.5087415
-0.03   -0.0   -0.0  0.50360334
-0.03   -0.0   -0.0  0.4982305
-0.03   -0.0   -0.0  0.49387044
-0.03   -0.0   -0.0  0.48958918
-0.03   -0.0   -0.0  0.48608
-0.03   -0.0   -0.0  0.48280424
-0.03   -0.0   -0.0  0.4793719
-0.03   -0.0   -0.0  0.47649097
-0.03   -0.0   -0.0  0.4738531
-0.03   -0.0   -0.0  0.47114608
-0.03   -0.0   -0.0  0.46709666
-0.03   -0.0   -0.0  0.46137524
-0.03   -0.0   -0.0  0.45541012
-0.03   -0.0   -0.0  0.44938746
-0.03   -0.0   -0.0  0.44418332
-0.03   -0.0   -0.0  0.4392833
-0.03   -0.0   -0.0  0.43451682
-0.03   -0.0   -0.0  0.42962617
-0.03   -0.0   -0.0  0.42539996
-0.03   -0.0   -0.0  0.4200387
-0.03   -0.0   -0.0  0.414363
-0.03   -0.0   -0.0  0.40982974
-0.03   -0.0   -0.0  0.40533888
-0.03   -0.0   -0.0  0.40056428
-0.03   -0.0   -0.0  0.39594895
-0.03   -0.0   -0.0  0.3917486
-0.03   -0.0   -0.0  0.38798746
-0.03   -0.0   -0.0  0.38437116
-0.03   -0.0   -0.0  0.38042167
-0.03   -0.0   -0.0  0.37639773
-0.03   -0.0   -0.0  0.37271973
-0.03   -0.0   -0.0  0.36932623
-0.03   -0.0   -0.0  0.36640576
-0.03   -0.0   -0.0  0.36373478
-0.03   -0.0   -0.0  0.36115474
-0.03   -0.0   -0.0  0.3589676
-0.03   -0.0   -0.0  0.35696596
-0.03   -0.0   -0.0  0.35516003
-0.03   -0.0   -0.0  0.3535447
-0.03   -0.0   -0.0  0.35199022
-0.03   -0.0   -0.0  0.35048306
